idx,rtl_i,py_i,err_i,rtl_q,py_q,err_q
172,422,-99,521,18,-49,67
173,374,209,165,131,-13,144
174,153,313,-160,-55,171,-226
175,195,261,-66,-440,-243,-197
176,227,325,-98,-170,-652,482
177,112,220,-108,319,-95,414
178,153,179,-26,277,413,-136
179,102,256,-154,105,96,9
180,-56,-34,-22,134,-71,205
181,-22,-182,160,202,208,-6
182,-5,90,-95,245,360,-115
183,217,-33,250,191,270,-79
184,741,-236,977,91,-41,132
185,704,194,510,39,-247,286
186,209,486,-277,-78,-88,10
187,128,174,-46,-265,-93,-172
188,223,-117,340,-358,-400,42
189,134,-212,346,-236,-510,274
190,98,-272,370,7,-274,281
191,67,-203,270,14,141,-127
192,-49,-57,8,-158,226,-384
193,-45,-50,5,-91,-218,127
194,60,-154,214,24,-375,399
195,127,-39,166,-32,-57,25
196,302,371,-69,137,30,107
197,497,611,-114,400,98,302
198,254,390,-136,252,419,-167
199,-224,-9,-215,45,395,-350
200,-278,-259,-19,116,109,7
201,9,-279,288,0,66,-66
202,195,-41,236,-359,-106,-253
203,165,310,-145,-303,-505,202
204,-10,423,-433,246,-401,647
205,-94,282,-376,560,133,427
206,-7,171,-178,355,272,83
207,99,199,-100,118,51,67
208,246,373,-127,110,-37,147
209,202,462,-260,171,-22,193
210,-237,184,-421,224,45,179
211,-447,-18,-429,178,53,125
212,-113,169,-282,-42,-208,166
213,155,114,41,-188,-376,188
214,159,-202,361,-59,-198,139
215,147,-40,187,63,-4,67
216,68,278,-210,-38,68,-106
217,-82,99,-181,-34,11,-45
218,-64,-77,13,158,-113,271
219,163,213,-50,170,-63,233
220,288,482,-194,108,92,16
221,143,412,-269,173,193,-20
222,65,299,-234,83,223,-140
223,170,304,-134,-82,92,-174
224,103,217,-114,-37,-102,65
225,-47,-27,-20,5,-155,160
226,70,-120,190,41,-16,57
227,225,84,141,344,236,108
228,131,208,-77,560,314,246
229,-89,82,-171,236,164,72
230,-365,12,-377,-192,5,-197
231,-553,-42,-511,-166,-153,-13
232,-380,-224,-156,19,-126,145
233,-131,-192,61,-46,198,-244
234,-219,-17,-202,-162,298,-460
235,-249,-134,-115,-94,75,-169
236,75,-237,312,1,53,-52
237,243,-39,282,-43,176,-219
238,113,122,-9,-105,145,-250
239,38,188,-150,-101,78,-179
240,-32,199,-231,-143,150,-293
241,-53,-2,-51,-278,334,-612
242,52,-145,197,-461,253,-714
243,-156,-34,-122,-423,-123,-300
244,-507,-29,-478,-32,-18,-14
245,-438,-280,-158,182,425,-243
246,-276,-469,193,15,241,-226
247,-186,-335,149,-92,-168,76
248,147,-67,214,-155,-179,24
249,389,2,387,-225,-216,-9
250,312,-82,394,-77,-194,117
251,282,-147,429,37,99,-62
252,220,-60,280,24,83,-59
253,-138,213,-351,180,-81,261
254,-395,268,-663,226,200,26
255,-205,-114,-91,-80,327,-407
256,41,-475,516,-156,-64,-92
257,129,-396,525,225,-113,338
258,240,-3,243,366,211,155
259,212,206,6,105,74,31
260,114,97,17,68,-227,295
261,160,76,84,196,-57,253
262,45,156,-111,54,240,-186
263,-31,206,-237,-48,246,-294
264,228,424,-196,93,47,46
265,196,468,-272,31,-26,57
266,-74,18,-92,-273,81,-354
267,-16,-174,158,-348,-100,-248
268,-93,172,-265,-191,-433,242
269,-361,208,-569,-127,-284,157
270,-225,-92,-133,-130,-3,-127
271,-91,-73,-18,-117,-66,-51
272,-164,19,-183,-76,-116,40
273,176,68,108,52,-76,128
274,541,397,144,39,-187,226
275,402,424,-22,-123,-266,143
276,360,9,351,-121,-246,125
277,472,63,409,-150,-305,155
278,328,401,-73,-244,-289,45
279,225,326,-101,1,5,-4
280,177,151,26,290,277,13
281,-57,169,-226,147,115,32
282,-202,109,-311,-218,-244,26
283,-56,-125,69,-385,-257,-128
284,202,-208,410,-201,-53,-148
285,145,-83,228,8,30,-22
286,-211,-208,-3,-99,134,-233
287,-194,-329,135,-246,136,-382
288,45,37,8,-85,-121,36
289,-92,269,-361,227,-3,230
290,-168,118,-286,308,505,-197
291,43,135,-92,124,460,-336
292,-15,141,-156,-36,7,-43
293,-253,-148,-105,-151,-130,-21
294,-201,-338,137,-181,-149,-32
295,62,-123,185,84,-117,201
296,221,292,-71,220,45,175
297,137,387,-250,-110,-118,8
298,-18,88,-106,-310,-290,-20
299,11,-72,83,-180,55,-235
300,50,46,4,-116,207,-323
301,-60,63,-123,-27,-62,35
302,-11,-42,31,159,15,144
303,103,84,19,163,299,-136
304,-60,290,-350,84,250,-166
305,-117,76,-193,176,153,23
306,158,-195,353,198,204,-6
307,339,23,316,-62,156,-218
308,314,199,115,-214,122,-336
309,212,18,194,-118,203,-321
310,69,32,37,-186,56,-242
311,-19,196,-215,-270,-209,-61
312,-134,92,-226,-56,-117,61
313,-273,-28,-245,10,-21,31
314,-99,52,-151,-162,-331,169
315,247,30,217,-138,-450,312
316,206,-187,393,-32,-86,54
317,31,-227,258,7,151,-144
318,274,14,260,-31,25,-56
319,469,101,368,-227,-236,9
320,218,-12,230,-172,-381,209
321,15,147,-132,21,-210,231
322,22,369,-347,-295,-86,-209
323,131,186,-55,-537,-271,-266
324,354,67,287,-229,-267,38
325,257,256,1,-94,-41,-53
326,-118,155,-273,-153,30,-183
327,-92,-118,26,-11,54,-65
328,147,-14,161,70,-3,73
329,71,109,-38,-21,-144,123
330,-114,-104,-10,-198,-15,-183
331,-140,-255,115,-324,148,-472
332,-104,-203,99,-232,-4,-228
333,-79,-331,252,-164,-139,-25
334,-41,-515,474,-76,-17,-59
335,-72,-187,115,233,275,-42
336,-105,330,-435,159,506,-347
337,27,312,-285,-315,275,-590
338,67,139,-72,-245,-134,-111
339,-93,226,-319,79,-56,135
340,-148,24,-172,-92,144,-236
341,-173,-372,199,-150,35,-185
342,-159,-284,125,93,60,33
343,46,-100,146,-10,119,-129
344,56,-287,343,-55,-128,73
345,-61,-329,268,301,-151,452
346,171,-38,209,397,113,284
347,316,146,170,207,155,52
348,75,113,-38,107,92,15
349,17,56,-39,-9,52,-61
350,137,59,78,-91,2,-93
351,56,49,7,-119,49,-168
352,13,-2,15,-237,-64,-173
353,137,21,116,-280,-387,107
354,325,105,220,-213,-556,343
355,598,131,467,-124,-555,431
356,572,163,409,-12,-333,321
357,223,193,30,-115,-5,-110
358,263,42,221,-355,-144,-211
359,523,-104,627,-307,-541,234
360,403,-77,480,-180,-533,353
361,232,-197,429,-229,-253,24
362,274,-272,546,-171,-27,-144
363,395,119,276,-51,-7,-44
364,544,475,69,-52,-312,260
365,410,517,-107,-28,-576,548
366,23,597,-574,-77,-479,402
367,-33,542,-575,-265,-381,116
368,223,252,-29,-251,-523,272
369,421,144,277,-23,-564,541
370,552,237,315,8,-325,333
371,531,212,319,-212,-164,-48
372,273,12,261,-270,-315,45
373,-39,-106,67,-133,-513,380
374,-94,12,-106,-179,-513,334
375,311,160,151,-287,-406,119
376,654,249,405,-318,-479,161
377,397,290,107,-528,-700,172
378,202,137,65,-676,-721,45
379,348,-60,408,-559,-723,164
380,73,-110,183,-509,-863,354
381,-215,-140,-75,-467,-661,194
382,261,-54,315,-332,-307,-25
383,551,119,432,-315,-346,31
384,107,-23,130,-267,-377,110
385,3,-206,209,-66,-199,133
386,404,110,294,-18,-248,230
387,491,416,75,-218,-434,216
388,334,119,215,-390,-447,57
389,287,-268,555,-376,-357,-19
390,330,-215,545,-280,-306,26
391,507,-3,510,-234,-316,82
392,596,116,480,-316,-352,36
393,489,192,297,-459,-480,21
394,588,180,408,-344,-629,285
395,650,98,552,-40,-473,433
396,255,-7,262,-109,-238,129
397,68,-214,282,-468,-371,-97
398,378,-364,742,-594,-526,-68
399,504,-265,769,-595,-530,-65
400,443,-157,600,-580,-695,115
401,507,-108,615,-340,-660,320
402,460,22,438,-209,-231,22
403,328,-80,408,-476,-67,-409
404,305,-405,710,-617,-325,-292
405,316,-388,704,-341,-515,174
406,412,-126,538,-162,-431,269
407,431,15,416,-391,-304,-87
408,114,71,43,-644,-413,-231
409,-118,-43,-75,-578,-494,-84
410,29,-193,222,-361,-265,-96
411,179,-25,204,-352,-251,-101
412,200,118,82,-616,-602,-14
413,238,-204,442,-776,-653,-123
414,270,-503,773,-631,-491,-140
415,148,-332,480,-518,-574,56
416,-152,-251,99,-509,-541,32
417,-208,-410,202,-372,-310,-62
418,94,-120,214,-301,-407,106
419,164,230,-66,-338,-603,265
420,-4,5,-9,-197,-385,188
421,-54,-126,72,-175,-195,20
422,-117,-108,-9,-421,-409,-12
423,-22,-407,385,-437,-552,115
424,332,-368,700,-419,-486,67
425,358,-25,383,-701,-522,-179
426,26,-134,160,-761,-558,-203
427,-61,-281,220,-658,-476,-182
428,181,-351,532,-867,-411,-456
429,397,-651,1048,-808,-367,-441
430,336,-508,844,-249,-286,37
431,72,-92,164,-49,-225,176
432,-119,-246,127,-292,-220,-72
433,-132,-365,233,-396,-191,-205
434,-46,-47,1,-400,-186,-214
435,-48,-19,-29,-419,-314,-105
436,-273,-281,8,-397,-432,35
437,-433,-388,-45,-397,-406,9
438,-241,-362,121,-376,-243,-133
439,3,-205,208,-487,-181,-306
440,-119,-43,-76,-741,-414,-327
441,-531,-219,-312,-680,-423,-257
442,-744,-620,-124,-495,-96,-399
443,-585,-733,148,-513,-100,-413
444,-474,-497,23,-363,-155,-208
445,-494,-464,-30,-111,92,-203
446,-303,-673,370,-93,24,-117
447,-128,-538,410,-303,-256,-47
448,-299,-316,17,-624,-206,-418
449,-491,-528,37,-550,-34,-516
450,-494,-734,240,-144,121,-265
451,-477,-716,239,-148,200,-348
452,-428,-655,227,-264,36,-300
453,-307,-343,36,-93,-63,-30
454,-270,31,-301,-23,-27,4
455,-470,42,-512,42,-146,188
456,-761,-239,-522,56,-115,171
457,-695,-516,-179,-318,98,-416
458,-362,-439,77,-439,5,-444
459,-395,-223,-172,-114,-75,-39
460,-719,-409,-310,-101,184,-285
461,-789,-607,-182,-157,321,-478
462,-715,-449,-266,191,386,-195
463,-752,-427,-325,340,701,-361
464,-631,-542,-89,105,902,-797
465,-329,-331,2,-3,756,-759
466,-281,-25,-256,-79,408,-487
467,-440,-93,-347,-221,3,-224
468,-449,-247,-202,-105,-51,-54
469,-415,-98,-317,-132,133,-265
470,-457,-128,-329,-486,-44,-442
471,-472,-480,8,-301,-89,-212
472,-477,-463,-14,113,410,-297
473,-440,-387,-53,-149,676,-825
474,-396,-699,303,-230,561,-791
475,-504,-501,-3,358,396,-38
476,-591,110,-701,581,156,425
477,-467,49,-516,368,167,201
478,-333,-152,-181,432,453,-21
479,-316,123,-439,558,663,-105
480,-267,193,-460,388,807,-419
481,-158,1,-159,291,753,-462
482,-131,15,-146,432,569,-137
483,-172,137,-309,458,575,-117
484,-112,241,-353,389,614,-225
485,-74,239,-313,403,598,-195
486,-221,51,-272,371,548,-177
487,-214,-72,-142,364,395,-31
488,-96,-12,-84,392,416,-24
489,-317,-11,-306,228,572,-344
490,-310,-134,-176,103,471,-368
491,301,-125,426,168,223,-55
492,564,141,423,77,27,50
493,350,384,-34,-4,-6,2
494,357,401,-44,246,219,27
495,281,330,-49,394,379,15
496,-100,221,-321,406,436,-30
497,-241,148,-389,679,704,-25
498,-37,219,-256,712,757,-45
499,267,232,35,346,327,19
500,505,287,218,373,3,370
501,443,623,-180,725,40,685
502,236,678,-442,829,382,447
503,261,296,-35,695,780,-85
504,291,208,83,368,535,-167
505,183,320,-137,63,-21,84
506,306,188,118,70,37,33
507,499,199,300,201,204,-3
508,434,535,-101,343,8,335
509,391,735,-344,421,43,378
510,485,598,-113,261,133,128
511,554,463,91,299,-64,363
512,569,560,9,676,79,597
513,479,590,-111,614,382,232
514,384,461,-77,204,101,103
515,409,473,-64,165,-147,312
516,488,590,-102,204,118,86
517,532,619,-87,49,155,-106
518,421,409,12,-2,-89,87
519,319,23,296,-3,-90,87
520,528,45,483,-51,-97,46
521,720,400,320,-111,-311,200
522,589,370,219,-168,-402,234
523,383,260,123,-129,-354,225
524,235,377,-142,-122,-378,256
525,239,205,34,-111,-405,294
526,403,37,366,-15,-346,331
527,375,214,161,-178,-295,117
528,256,185,71,-438,-413,-25
529,411,127,284,-470,-729,259
530,594,316,278,-585,-936,351
531,630,186,444,-622,-800,178
532,551,-88,639,-358,-528,170
533,235,-31,266,-315,-370,55
534,16,5,11,-411,-370,-41
535,138,-120,258,-223,-428,205
536,195,-180,375,-188,-469,281
537,94,-200,294,-522,-531,9
538,64,-297,361,-763,-553,-210
539,118,-426,544,-683,-579,-104
540,193,-300,493,-291,-628,337
541,173,76,97,-63,-415,352
542,44,143,-99,-562,-168,-394
543,-123,-317,194,-1062,-311,-751
544,-301,-761,460,-808,-476,-332
545,-412,-720,308,-539,-369,-170
546,-496,-572,76,-660,-233,-427
547,-569,-703,134,-576,-224,-352
548,-520,-633,113,-268,-359,91
549,-437,-258,-179,-183,-462,279
550,-364,-241,-123,-341,-326,-15
551,-274,-548,274,-503,-158,-345
552,-269,-654,385,-457,-257,-200
553,-192,-517,325,-196,-344,148
554,28,-288,316,-26,-44,18
555,-67,-153,86,-86,323,-409
556,-470,-246,-224,-104,370,-474
557,-546,-366,-180,-53,263,-316
558,-446,-426,-20,-129,212,-341
559,-660,-602,-58,-154,309,-463
560,-646,-734,88,0,435,-435
561,-176,-513,337,92,276,-184
562,-26,-108,82,7,-27,34
563,-252,79,-331,-84,-112,28
564,-398,-25,-373,-9,-40,31
565,-419,-130,-289,161,48,113
566,-210,-22,-188,256,174,82
567,4,158,-154,222,282,-60
568,-172,169,-341,136,297,-161
569,-328,-6,-322,181,329,-148
570,-91,-90,-1,305,402,-97
571,135,87,48,300,266,34
572,81,246,-165,348,-25,373
573,42,271,-229,522,-10,532
574,153,373,-220,477,332,145
575,117,325,-208,263,521,-258
576,-84,29,-113,267,424,-157
577,-98,43,-141,399,327,72
578,-23,341,-364,422,372,50
579,-136,303,-439,432,487,-55
580,-64,-19,-45,403,557,-154
581,350,-133,483,298,508,-210
582,454,148,306,346,345,1
583,233,589,-356,445,73,372
584,284,786,-502,434,-107,541
585,367,731,-364,483,39,444
586,261,689,-428,528,170,358
587,406,640,-234,467,26,441
588,662,501,161,344,-42,386
589,632,426,206,188,-7,195
590,500,535,-35,262,-138,400
591,388,624,-236,406,-269,675
592,216,457,-241,97,-194,291
593,77,251,-174,-227,-92,-135
594,70,271,-201,13,-43,56
595,188,237,-49,160,113,47
596,365,11,354,-262,111,-373
597,387,6,381,-525,-316,-209
598,175,248,-73,-363,-653,290
599,217,396,-179,-348,-634,286
600,713,444,269,-493,-553,60
601,908,301,607,-584,-519,-65
602,495,-17,512,-629,-654,25
603,172,47,125,-483,-826,343
604,221,423,-202,-318,-751,433
605,315,379,-64,-332,-664,332
606,377,24,353,-356,-631,275
607,409,-64,473,-448,-508,60
608,163,-11,174,-611,-539,-72
609,-284,-191,-93,-654,-708,54
610,-404,-501,97,-576,-653,77
611,-152,-561,409,-493,-438,-55
612,-84,-398,314,-621,-435,-186
613,-303,-494,191,-811,-571,-240
614,-394,-752,358,-674,-490,-184
615,-340,-588,248,-347,-282,-65
616,-375,-246,-129,-145,-123,-22
617,-423,-284,-139,-173,23,-196
618,-421,-447,26,-310,14,-324
619,-492,-406,-86,-357,-118,-239
620,-653,-421,-232,-445,-154,-291
621,-722,-687,-35,-447,-76,-371
622,-541,-797,256,-59,127,-186
623,-432,-350,-82,256,263,-7
624,-564,65,-629,174,114,60
625,-416,-177,-239,87,-36,123
626,-171,-487,316,48,12,36
627,-363,-408,45,-108,9,-117
628,-303,-326,23,-73,24,-97
629,186,-257,443,186,351,-165
630,139,15,124,196,622,-426
631,-276,229,-505,165,447,-282
632,-360,188,-548,435,302,133
633,-366,30,-396,456,380,76
634,-373,-114,-259,181,253,-72
635,-63,-112,49,196,105,91
636,280,125,155,343,240,103
637,276,370,-94,450,401,49
638,179,334,-155,537,436,101
639,272,206,66,333,271,62
640,424,301,123,134,43,91
641,483,454,29,258,258,0
642,397,415,-18,324,538,-214
643,232,428,-196,394,240,154
644,205,646,-441,656,166,490
645,205,636,-431,646,645,1
646,88,325,-237,330,590,-260
647,220,270,-50,174,96,78
648,600,457,143,247,16,231
649,688,472,216,458,166,292
650,476,416,60,517,284,233
651,220,346,-126,84,228,-144
652,61,166,-105,-410,-221,-189
653,357,116,241,-486,-672,186
654,814,210,604,-299,-739,440
655,652,218,434,-39,-496,457
656,264,268,-4,4,-274,278
657,307,340,-33,-240,-414,174
658,368,162,206,-406,-632,226
659,198,-43,241,-566,-657,91
660,29,-47,76,-634,-705,71
661,-86,-18,-68,-298,-648,350
662,-96,0,-96,-162,-316,154
663,-208,-177,-31,-546,-65,-481
664,-502,-610,108,-792,-245,-547
665,-529,-742,213,-720,-591,-129
666,-336,-593,257,-652,-602,-50
667,-369,-618,249,-585,-475,-110
668,-601,-539,-62,-381,-430,49
669,-720,-356,-364,-286,-206,-80
670,-576,-445,-131,-458,-24,-434
671,-527,-495,-32,-383,53,-436
672,-724,-381,-343,-13,299,-312
673,-577,-369,-208,95,318,-223
674,-177,-282,105,46,160,-114
675,-246,-160,-86,69,407,-338
676,-665,-333,-332,15,669,-654
677,-914,-555,-359,-80,557,-637
678,-735,-487,-248,-183,430,-613
679,-277,-286,9,-224,284,-508
680,-159,-162,3,-8,-11,3
681,-312,-51,-261,367,33,334
682,-62,142,-204,559,551,8
683,256,257,-1,491,834,-343
684,76,169,-93,446,688,-242
685,-142,41,-183,431,542,-111
686,-29,-47,18,357,402,-45
687,158,-5,163,425,340,85
688,277,342,-65,403,455,-52
689,310,614,-304,192,378,-186
690,331,456,-125,223,154,69
691,522,351,171,207,-13,220
692,658,514,144,42,-245,287
693,502,617,-115,212,-241,453
694,382,707,-325,171,2,169
695,488,619,-131,-326,-47,-279
696,643,139,504,-457,-202,-255
697,782,-53,835,-380,-227,-153
698,778,176,602,-553,-380,-173
699,601,115,486,-438,-465,27
700,516,20,496,28,-328,356
701,524,270,254,141,-296,437
702,433,338,95,-102,-351,249
703,310,173,137,-173,-410,237
704,235,109,126,-164,-532,368
705,174,-88,262,-420,-402,-18
706,134,-462,596,-703,-191,-512
707,65,-594,659,-591,-449,-142
708,-66,-374,308,-168,-548,380
709,-152,-79,-73,-12,-51,39
710,-256,-106,-150,-360,202,-562
711,-507,-559,52,-666,46,-712
712,-714,-888,174,-557,-89,-468
713,-742,-736,-6,-286,-163,-123
714,-648,-431,-217,-188,-43,-145
715,-570,-270,-300,-328,32,-360
716,-698,-413,-285,-273,-73,-200
717,-671,-617,-54,222,254,-32
718,-313,-336,23,464,722,-258
719,-369,-45,-324,55,516,-461
720,-666,-223,-443,-243,66,-309
721,-339,-115,-224,-21,-3,-18
722,105,302,-197,73,67,6
723,36,298,-262,-46,116,-162
724,-95,153,-248,198,381,-183
725,46,252,-206,486,612,-126
726,236,342,-106,424,470,-46
727,259,330,-71,460,339,121
728,258,380,-122,579,302,277
729,455,515,-60,491,127,364
730,677,628,49,461,182,279
731,591,726,-135,486,437,49
732,228,653,-425,346,433,-87
733,91,333,-242,193,224,-31
734,321,263,58,174,-57,231
735,445,405,40,218,-232,450
736,502,272,230,194,-167,361
737,652,228,424,60,-115,175
738,562,323,239,-143,-185,42
739,438,123,315,-314,-403,89
740,474,34,440,-264,-665,401
741,298,166,132,-117,-568,451
742,191,127,64,-151,-248,97
743,381,157,224,-239,-142,-97
744,347,231,116,-326,-239,-87
745,177,66,111,-457,-360,-97
746,195,7,188,-432,-378,-54
747,-65,-5,-60,-299,-321,22
748,-573,-428,-145,-335,-279,-56
749,-510,-754,244,-553,-295,-258
750,-128,-460,332,-655,-435,-220
751,-269,-189,-80,-450,-420,-30
752,-415,-310,-105,-299,-88,-211
753,-69,-433,364,-409,54,-463
754,-80,-553,473,-435,-84,-351
755,-547,-547,0,-304,-57,-247
756,-579,-146,-433,-133,16,-149
757,-339,26,-365,88,-132,220
758,-462,-405,-57,229,-122,351
759,-640,-718,78,249,324,-75
760,-520,-476,-44,312,691,-379
761,-402,-6,-396,445,667,-222
762,-341,173,-514,344,636,-292
763,-94,-104,10,28,644,-616
764,175,-283,458,125,535,-410
765,244,-9,253,497,437,60
766,166,206,-40,547,411,136
767,130,162,-32,511,550,-39
768,317,284,33,473,650,-177
769,491,494,-3,380,419,-39
770,464,519,-55,549,271,278
771,516,573,-57,621,232,389
772,567,669,-102,360,32,328
773,442,656,-214,158,84,74
774,451,643,-192,-66,101,-167
775,654,461,193,-296,-368,72
776,850,154,696,-294,-658,364
777,929,254,675,-218,-677,459
778,767,519,248,-142,-792,650
779,604,392,212,-169,-744,575
780,628,146,482,-302,-692,390
781,422,-3,425,-225,-784,559
782,25,-236,261,-158,-524,366
783,-47,-473,426,-417,-159,-258
784,97,-485,582,-619,-330,-289
785,194,-196,390,-502,-603,101
786,183,43,140,-338,-497,159
787,-54,-193,139,-308,-389,81
788,-248,-468,220,-229,-248,19
789,-105,-277,172,-65,108,-173
790,99,-29,128,-39,144,-183
791,104,-22,126,-88,-26,-62
792,-135,-106,-29,-139,114,-253
793,-513,-334,-179,-170,193,-363
794,-718,-527,-191,98,214,-116
795,-649,-381,-268,380,500,-120
796,-419,-167,-252,267,528,-261
797,-162,-75,-87,246,229,17
798,-36,41,-77,470,232,238
799,-40,87,-127,422,480,-58
800,-52,65,-117,211,581,-370
801,67,155,-88,250,564,-314
802,233,296,-63,399,563,-164
803,5,340,-335,340,577,-237
804,-432,170,-602,186,590,-404
805,-301,0,-301,196,484,-288
806,139,226,-87,269,133,136
807,190,456,-266,292,-94,386
808,229,290,-61,300,72,228
809,459,257,202,209,118,91
810,327,463,-136,115,-142,257
811,101,492,-391,167,-238,405
812,219,463,-244,198,-133,331
813,236,410,-174,70,-176,246
814,142,227,-85,-92,-368,276
815,163,148,15,-134,-441,307
816,-50,101,-151,-155,-416,261
817,-304,-166,-138,-325,-479,154
818,-229,-521,292,-442,-431,-11
819,-177,-736,559,-278,-221,-57
