sample_idx,baseband_i,baseband_q
486,297,362
487,176,340
488,317,76
489,358,113
490,-129,86
491,-195,16
492,79,-20
493,-543,-485
494,-634,-816
495,825,-682
496,1436,-983
497,858,-1165
498,846,-495
499,603,-250
500,-444,-283
501,-855,516
502,-415,677
503,223,-251
504,760,-203
505,551,657
506,-79,869
507,-92,536
508,-53,-182
509,-361,-870
510,-93,-818
511,332,-452
512,135,-58
513,33,172
514,265,-219
515,390,-70
516,341,951
517,26,865
518,-257,-52
519,-152,-133
520,95,-74
521,222,-328
522,-49,-226
523,-346,-131
524,174,-298
525,748,-358
526,454,-227
527,-40,-14
528,-331,15
529,-340,107
530,3,393
531,-1,55
532,-174,-514
533,222,-527
534,657,-782
535,830,-936
536,696,-237
537,-94,46
538,-603,-112
539,-200,340
540,68,462
541,-109,-247
542,-112,-767
543,183,-601
544,479,281
545,431,857
546,174,-160
547,-43,-1256
548,-279,-740
549,-469,-167
550,-707,-480
551,-910,-315
552,-663,388
553,-281,561
554,-80,140
555,152,-380
556,280,-357
557,503,264
558,984,580
559,728,421
560,-193,420
561,-247,416
562,101,44
563,-410,-225
564,-497,-26
565,504,142
566,868,-136
567,342,-414
568,-94,-225
569,-242,126
570,258,187
571,845,-54
572,387,-308
573,-114,-246
574,421,-10
575,942,-19
576,707,16
577,488,296
578,625,87
579,333,-495
580,-353,-481
581,-392,-203
582,-176,-210
583,-579,-155
584,-510,-220
585,489,-455
586,638,-283
587,-158,-29
588,-247,-22
589,-43,157
590,-258,334
591,18,252
592,549,73
593,424,-132
594,83,69
595,-204,459
596,-663,-62
597,-999,-680
598,-975,-6
599,-659,446
600,-220,-514
601,-154,-1064
602,-576,-580
603,-386,-445
604,875,-737
605,1471,-907
606,572,-797
607,-125,-271
608,110,65
609,363,-37
610,527,-17
611,728,-80
612,332,-411
613,-534,-505
614,-703,-235
615,-92,-11
616,93,-347
617,-245,-880
618,-205,-624
619,29,222
620,-19,665
621,-52,385
622,32,-85
623,-27,-282
624,-363,-590
625,-562,-734
626,-125,145
627,95,921
628,-302,513
629,37,113
630,599,-26
631,93,-596
632,205,-663
633,1321,-114
634,1051,-233
635,-153,-409
636,-422,75
637,-503,-21
638,-778,-653
639,-254,-607
640,532,-265
641,496,27
642,106,286
643,155,-254
644,451,-892
645,448,-588
646,10,-334
647,-406,-129
648,-340,656
649,-405,775
650,-945,97
651,-720,-147
652,272,188
653,443,958
654,-80,1316
655,-566,342
656,-875,-733
657,-89,-798
658,1117,-211
659,787,567
660,-20,727
661,224,233
662,503,-73
663,295,-366
664,-30,-391
665,-321,438
666,-182,770
667,-165,-121
668,-755,-761
669,-788,-599
670,-124,-494
671,-49,-459
672,-620,-21
673,-835,133
674,-414,-359
675,-332,-258
676,-785,501
677,-373,609
678,586,306
679,329,243
680,-798,-9
681,-1403,-520
682,-898,-997
683,230,-1255
684,393,-819
685,-218,103
686,206,412
687,841,37
688,260,-153
689,-422,-220
690,-418,-313
691,-145,-77
692,159,-108
693,119,-534
694,4,-458
695,442,-428
696,695,-635
697,163,-100
698,-220,-43
699,20,-1152
700,369,-1394
701,667,-955
702,747,-1198
703,441,-814
704,307,494
705,458,921
706,368,514
707,169,456
708,91,483
709,112,-76
710,335,-675
711,365,-343
712,56,662
713,26,1058
714,-47,318
715,-705,-532
716,-1179,-382
717,-1007,308
718,-573,396
719,-354,-144
720,-669,-136
721,-578,936
722,271,1387
723,147,133
724,-610,-733
725,-8,-218
726,928,-235
727,682,-728
728,230,-286
729,395,158
730,650,-96
731,572,-47
732,488,274
733,809,196
734,1166,85
735,753,111
736,-297,-182
737,-699,-501
738,-222,-349
739,15,-90
740,120,-40
741,444,-147
742,261,-506
743,22,-787
744,140,-473
745,-259,55
746,-435,165
747,295,51
748,409,31
749,26,-67
750,308,-91
751,-84,241
752,-1312,319
753,-1042,-221
754,153,-463
755,91,-10
756,-38,218
757,826,-129
758,770,-395
759,-303,-317
760,-304,-58
761,300,344
762,-81,557
763,-612,304
764,-369,228
765,-123,518
766,-104,57
767,176,-863
768,610,-674
769,689,36
770,102,149
771,-342,163
772,151,95
773,524,-61
774,298,318
775,374,589
776,389,200
777,-94,-215
778,-206,-529
779,343,-781
780,1012,-691
781,1258,-302
782,886,150
783,648,191
784,878,-55
785,544,267
786,-228,586
787,-144,-40
788,423,-490
789,712,0
790,853,342
791,532,241
792,181,374
793,703,580
794,1338,463
795,1276,190
796,686,-118
797,-148,-267
798,-682,142
799,-665,557
800,-276,178
801,234,-141
802,408,180
803,224,-31
804,-24,-681
805,-74,-512
806,64,-89
807,-561,-274
808,-1707,-515
809,-1597,-390
810,-821,-101
811,-793,142
812,-532,283
813,14,318
814,-423,266
815,-868,504
816,-427,961
817,-177,883
818,-152,587
819,-20,727
820,-456,773
821,-860,461
822,-393,217
823,35,425
824,-222,1175
825,-562,1366
826,-231,318
827,534,-284
828,486,155
829,-430,-392
830,-999,-1574
831,-789,-823
832,18,875
833,562,1078
834,-157,617
835,-1005,704
836,-694,882
837,-241,759
838,-248,128
839,-113,-531
840,36,-489
841,109,-285
842,272,-241
843,89,-67
844,-215,-78
845,56,-127
846,338,182
847,24,309
848,-91,117
849,387,193
850,508,274
851,67,-102
852,-45,-69
853,299,1105
854,566,2123
855,315,1644
856,-484,835
857,-708,1136
858,119,1312
859,303,301
860,-555,-333
861,-676,-15
862,-66,-62
863,216,-412
864,434,-368
865,269,38
866,-388,669
867,-74,681
868,876,17
869,973,130
870,650,649
871,322,449
872,97,412
873,569,657
874,789,260
875,-3,-198
876,-642,-264
877,-853,-353
878,-1013,-286
879,-703,-68
880,-292,-22
881,-253,-119
882,28,-468
883,431,-718
884,66,-392
885,-698,-21
886,-874,319
887,-631,715
888,-438,28
889,-29,-1203
890,470,-806
891,495,437
892,310,290
893,399,-534
894,491,-432
895,285,-74
896,91,-157
897,186,198
898,264,694
899,49,193
900,-221,-374
901,-345,-83
902,-481,249
903,-608,313
904,-293,206
905,359,-227
906,345,-514
907,-433,-361
908,-628,-53
909,192,288
910,900,527
911,746,602
912,80,691
913,-382,700
914,-346,351
915,-24,-204
916,458,-445
917,651,-228
918,97,-40
919,-313,-263
920,-79,-452
921,-86,-27
922,-70,451
923,561,198
924,827,-160
925,491,77
926,609,262
927,1043,103
928,793,277
929,240,560
930,389,519
931,846,885
932,930,1319
933,854,696
934,617,200
935,52,879
936,-388,1083
937,-215,120
938,250,-344
939,175,273
940,-244,553
941,-126,-141
942,156,-662
943,-17,-285
944,-278,382
945,-398,371
946,-241,-513
947,305,-870
948,594,-247
949,634,-281
950,1117,-760
951,1265,-345
952,443,293
953,-187,681
954,-29,905
955,201,561
956,-332,130
957,-1277,33
958,-1013,188
959,-68,829
960,-210,1014
961,-291,-163
962,184,-1117
963,-420,-462
964,-1186,426
965,-518,305
966,582,164
967,542,342
968,-740,60
969,-1231,-47
970,81,221
971,874,-192
972,338,-686
973,205,-525
974,442,-364
975,306,-184
976,147,-110
977,47,-569
978,194,-437
979,871,604
980,1137,905
981,192,220
982,-669,-188
983,-49,-95
984,745,61
985,60,318
986,-711,583
987,20,440
988,756,95
989,179,152
990,-380,383
991,-135,309
992,-42,185
993,-226,-4
994,-177,-622
995,-199,-1044
996,-276,-612
997,-105,-167
998,-298,-439
999,-728,-687
1000,-333,-388
1001,357,32
1002,407,279
1003,193,172
1004,-98,-387
1005,-292,-909
1006,-242,-809
1007,-553,-154
1008,-811,520
1009,-500,827
1010,-455,405
1011,-580,-750
1012,-381,-1263
1013,-117,-402
1014,368,317
1015,570,206
1016,-7,-44
1017,-283,-276
1018,-65,236
1019,-239,1517
1020,-538,1534
1021,-558,422
1022,-553,330
1023,-462,476
1024,-222,-438
1025,-193,-586
1026,-363,489
1027,-264,468
1028,85,-288
1029,155,46
1030,-127,340
1031,-186,-197
1032,-4,-260
1033,-180,122
1034,-415,188
1035,-256,148
1036,-183,-50
1037,-223,-585
1038,-184,-744
1039,-290,-97
1040,-132,334
1041,259,-160
1042,240,-708
1043,232,-690
1044,300,-301
1045,-106,215
1046,-129,360
1047,761,-137
1048,1347,-887
1049,1032,-1255
1050,378,-888
1051,-157,-244
1052,-114,89
1053,457,-9
1054,427,-409
1055,-440,-652
1056,-868,-685
1057,-716,-853
1058,-769,-829
1059,-594,-543
1060,29,-598
1061,427,-906
1062,650,-734
1063,825,72
1064,856,542
1065,1083,39
1066,1140,-325
1067,424,44
1068,-320,-11
1069,-268,-439
1070,76,-160
1071,199,140
1072,423,-145
1073,595,-164
1074,700,-43
1075,1532,-262
1076,1928,-208
1077,452,-54
1078,-807,-332
1079,-462,-297
1080,-67,284
1081,-5,530
1082,69,237
1083,-206,-133
1084,-450,-170
1085,-212,66
1086,328,-142
1087,651,-702
1088,338,-641
1089,166,-371
1090,547,-699
1091,398,-611
1092,-117,291
1093,151,571
1094,588,179
1095,271,83
1096,-15,24
1097,334,-7
1098,427,213
1099,148,85
1100,475,-233
1101,482,-224
1102,-905,-151
1103,-1563,6
1104,-323,298
1105,479,297
1106,26,-153
1107,-55,-498
1108,276,-97
1109,-40,237
1110,-779,-162
1111,-1220,-50
1112,-1053,185
1113,-399,-738
1114,-104,-967
1115,-484,28
1116,-740,-284
1117,-968,-1251
1118,-1462,-592
1119,-1141,447
1120,-200,258
1121,-190,-302
1122,-462,-314
1123,197,45
1124,454,145
1125,-625,-420
1126,-1313,-954
1127,-718,-483
1128,-148,400
1129,-109,571
1130,46,295
1131,267,-17
1132,54,-596
1133,-335,-739
1134,-78,110
1135,496,577
1136,246,-172
1137,-469,-800
1138,-550,-522
1139,140,-247
1140,966,-363
1141,1011,-244
1142,527,131
1143,617,306
1144,843,291
1145,407,246
1146,-174,168
1147,-315,-281
1148,-10,-1131
1149,18,-1304
1150,-637,-761
1151,-687,-921
1152,219,-1341
1153,389,-789
1154,-311,13
1155,-503,358
1156,5,400
1157,573,13
1158,551,-596
1159,26,-954
1160,-29,-795
1161,341,-97
1162,377,368
1163,130,146
1164,-274,-33
1165,-512,-63
1166,-227,-463
1167,-167,-665
1168,-674,-125
1169,-920,349
1170,-555,38
1171,79,-375
1172,466,-77
1173,316,155
1174,80,-404
1175,50,-580
1176,-7,-136
1177,171,-265
1178,731,-97
1179,850,918
1180,319,931
1181,-1,411
1182,29,817
1183,-167,563
1184,-698,-631
1185,-936,-802
1186,-256,-330
1187,260,-464
1188,-332,-772
1189,-190,-388
1190,1087,505
1191,975,435
1192,-318,-522
1193,-585,-242
1194,-86,735
1195,1,415
1196,-348,-37
1197,-353,468
1198,351,550
1199,585,164
1200,-153,293
1201,-518,313
1202,-180,-132
1203,-42,-156
1204,-363,370
1205,-744,504
1206,-592,-218
1207,-51,-1025
1208,95,-1162
1209,-306,-892
1210,-700,-387
1211,-172,447
1212,744,949
1213,101,501
1214,-653,-419
1215,904,-963
1216,1920,-621
1217,409,355
1218,-648,483
1219,-668,-835
1220,-1161,-1392
1221,-1205,-130
1222,-670,727
1223,-357,358
1224,44,-22
1225,-40,-135
1226,-468,263
1227,96,895
1228,533,358
1229,-204,-705
1230,-750,-635
1231,-685,36
1232,-367,522
1233,69,848
1234,-29,693
1235,-172,317
1236,194,376
1237,122,516
1238,-128,170
1239,128,-219
1240,25,135
1241,-479,621
1242,-808,84
1243,-1121,-450
1244,-908,318
1245,-40,904
1246,166,172
1247,-545,-249
1248,-886,342
1249,-527,484
1250,-494,72
1251,-923,262
1252,-894,517
1253,-523,-65
1254,-338,-534
1255,-126,-207
1256,-13,-205
1257,127,-873
1258,701,-712
1259,786,449
1260,136,870
1261,93,462
1262,509,378
1263,119,394
1264,-879,360
1265,-1172,495
1266,-396,180
1267,-66,-301
1268,-697,-62
1269,-485,327
1270,374,153
1271,8,-305
1272,-618,-301
1273,-212,500
1274,25,1001
1275,-334,504
1276,-211,86
1277,342,146
1278,356,283
1279,-120,537
1280,-75,261
1281,673,-650
1282,1118,-769
1283,693,-204
1284,-113,-322
1285,-664,-645
1286,-647,-384
1287,40,-120
1288,687,-46
1289,207,151
1290,-564,246
1291,-307,21
1292,-249,-460
1293,-1012,-664
1294,-947,85
1295,-103,784
1296,301,165
1297,340,-305
1298,158,194
1299,54,-428
1300,488,-1534
1301,735,-351
1302,259,1217
1303,-212,519
1304,-62,-366
1305,292,47
1306,80,436
1307,-266,376
1308,103,90
1309,434,-77
1310,90,233
1311,-148,163
1312,-221,-317
1313,-475,-365
1314,-584,-719
1315,-710,-1199
1316,-628,-439
1317,428,394
1318,1473,-77
1319,1236,-667
1320,551,-276
1321,513,849
1322,555,1563
1323,-135,865
1324,-513,-77
1325,276,-14
1326,665,-24
1327,248,-389
1328,221,-63
1329,-161,312
1330,-914,89
1331,-542,-10
1332,366,-204
1333,1008,-627
1334,1027,-414
1335,-363,-14
1336,-1346,15
1337,-493,263
1338,61,277
1339,-166,-237
1340,-28,-260
1341,-160,138
1342,-397,399
1343,16,421
1344,232,-146
1345,12,-559
1346,77,-283
1347,185,-247
1348,25,65
1349,64,1040
1350,295,911
1351,248,-183
1352,232,-545
1353,432,-385
1354,142,-327
1355,-428,-570
1356,-348,-1169
1357,108,-1056
1358,416,111
1359,637,785
1360,462,406
1361,20,79
1362,121,163
1363,411,-173
1364,46,-1036
1365,-557,-1243
1366,-716,-470
1367,-360,48
1368,210,-13
1369,219,172
1370,-586,316
1371,-1292,-277
1372,-1273,-988
1373,-682,-1095
1374,241,-914
1375,840,-623
1376,586,56
1377,173,561
1378,169,84
1379,240,-756
1380,386,-931
1381,571,-406
1382,580,343
1383,822,560
1384,1014,24
1385,392,-303
1386,-381,-20
1387,-396,257
1388,38,394
1389,18,626
1390,-625,780
1391,-802,480
1392,-120,-77
1393,382,-255
1394,125,-135
1395,-663,-56
1396,-1191,-10
1397,-692,-284
1398,56,-662
1399,236,-513
1400,300,-160
1401,-120,-28
1402,-1158,-306
1403,-1121,-796
1404,-50,-502
1405,83,-125
1406,-673,-824
1407,-1152,-1003
1408,-1053,-468
1409,-459,-894
1410,-68,-1002
1411,-59,59
1412,459,486
1413,1141,142
1414,1106,-49
1415,843,-21
1416,740,177
1417,481,95
1418,202,-74
1419,67,286
1420,-257,392
1421,-629,41
1422,-472,106
1423,-39,144
1424,155,-178
1425,388,-4
1426,702,295
1427,435,-116
1428,-294,-251
1429,-405,355
1430,274,590
1431,636,727
1432,283,1050
1433,-7,192
1434,147,-980
1435,582,-589
1436,1091,8
1437,915,-207
1438,-163,-161
1439,-602,-223
1440,181,-667
1441,525,-318
1442,73,267
1443,-150,-60
1444,-512,-207
1445,-795,479
1446,-173,625
1447,-173,109
1448,-1158,240
1449,-937,683
1450,46,502
1451,218,-30
1452,185,-627
1453,58,-634
1454,-164,463
1455,247,949
1456,459,-235
1457,50,-1185
1458,59,-728
1459,-21,114
1460,-558,549
1461,-98,713
1462,748,783
1463,267,684
1464,-131,580
1465,543,759
1466,686,969
1467,456,609
1468,717,-418
1469,831,-1013
1470,1039,-278
1471,1139,512
1472,135,127
1473,-704,-377
1474,-293,-258
1475,301,-181
1476,503,32
1477,576,710
1478,640,801
1479,198,99
1480,-991,-238
1481,-1359,-339
1482,-397,-508
1483,181,121
1484,362,880
1485,826,725
1486,907,852
1487,898,1454
1488,1010,1115
1489,479,368
1490,-53,284
1491,-107,271
1492,-434,-253
1493,-575,-1091
1494,-282,-1547
1495,-564,-846
1496,-753,282
1497,110,280
1498,623,-532
1499,194,-563
1500,45,3
1501,156,-312
1502,36,-1001
1503,146,-635
1504,514,-120
1505,661,-243
1506,432,272
1507,183,995
1508,327,465
1509,300,-319
1510,-203,-553
1511,-232,-566
1512,67,159
1513,-86,800
1514,65,120
1515,552,-381
1516,283,100
1517,-65,103
1518,180,-622
1519,-56,-1171
1520,-723,-927
1521,-619,-5
1522,93,273
1523,622,-347
1524,777,-418
1525,426,179
1526,-55,650
1527,184,937
1528,484,809
1529,-142,425
1530,-365,195
1531,405,-637
1532,513,-1637
1533,251,-888
1534,719,685
1535,761,744
1536,109,50
1537,-181,-48
1538,-166,-224
1539,208,-548
1540,761,-382
1541,481,-21
1542,-46,335
1543,199,457
1544,446,-116
1545,208,-598
1546,-1,-384
1547,-174,-263
1548,-379,-130
1549,-193,415
1550,327,428
1551,361,-30
1552,-184,-9
1553,-319,-68
1554,24,-511
1555,-29,-566
1556,-360,-327
1557,-421,-271
1558,-513,-360
1559,-807,-214
1560,-747,253
1561,-306,86
1562,-135,-659
1563,-211,-721
1564,-179,-606
1565,-365,-830
1566,-723,-664
1567,-322,-515
1568,586,-246
1569,471,864
1570,-420,1228
1571,-696,102
1572,-572,-648
1573,-327,-462
1574,181,-200
1575,352,-6
1576,433,88
1577,385,-140
1578,-498,-313
1579,-662,114
1580,440,478
1581,822,-118
1582,558,-703
1583,323,-440
1584,-24,-270
1585,368,-142
1586,681,633
1587,-83,917
1588,2,192
1589,848,-328
1590,382,-550
1591,-281,-734
1592,169,-326
1593,501,-239
1594,149,-1242
1595,-159,-1389
1596,-136,53
1597,-305,976
1598,-802,780
1599,-703,358
1600,-129,-425
1601,36,-982
1602,249,-317
1603,410,419
1604,224,247
1605,835,131
1606,1431,434
1607,606,544
1608,251,334
1609,979,37
1610,702,-101
1611,-174,-102
1612,-139,-155
1613,127,-274
1614,11,-635
1615,20,-870
1616,260,-141
1617,337,531
1618,50,-170
1619,-479,-849
1620,-945,-358
1621,-961,170
1622,-507,151
1623,-17,108
1624,267,311
1625,289,469
1626,209,244
1627,349,119
1628,439,267
1629,175,256
1630,-450,432
1631,-1202,481
1632,-779,-175
1633,506,-432
1634,23,-100
1635,-1454,-125
1636,-1327,-95
1637,-804,-12
1638,-902,-433
1639,-341,-580
1640,241,-253
1641,-271,-178
1642,-857,-161
1643,-586,-263
1644,82,-758
1645,317,-606
1646,264,439
1647,676,989
1648,1172,614
1649,1216,24
1650,1196,-71
1651,826,450
1652,78,477
1653,110,-459
1654,428,-952
1655,-116,-398
1656,-317,101
1657,292,-62
1658,123,-190
1659,-568,270
1660,-557,512
1661,-412,-99
1662,-542,-595
1663,-573,-380
1664,-534,-39
1665,-158,141
1666,331,81
1667,78,-128
1668,-26,-90
1669,650,37
1670,453,87
1671,-382,94
1672,6,-152
1673,611,-105
1674,317,536
1675,305,800
1676,582,521
1677,398,124
1678,403,-540
1679,710,-913
1680,486,-495
1681,55,-62
1682,405,-67
1683,927,55
1684,372,492
1685,-297,513
1686,272,135
1687,877,317
1688,551,514
1689,348,-126
1690,389,-401
1691,10,181
1692,-119,264
1693,128,-418
1694,-106,-704
1695,-12,-92
1696,793,403
1697,369,12
1698,-887,-100
1699,-636,731
1700,51,1215
1701,-191,877
1702,164,406
1703,1131,47
1704,1133,-115
1705,278,-223
1706,-656,-347
1707,-917,-286
1708,-174,-553
1709,396,-935
1710,293,-428
1711,487,59
1712,836,-146
1713,617,37
1714,261,212
1715,209,-413
1716,177,-905
1717,-118,-788
1718,-576,-558
1719,-861,-470
1720,-712,-363
1721,-203,6
1722,-14,368
1723,-451,539
1724,-492,786
1725,55,863
1726,0,424
1727,-467,-139
1728,-515,-178
1729,-169,220
1730,585,113
1731,848,-389
1732,-97,-128
1733,-669,293
1734,-45,-159
1735,755,-382
1736,938,71
1737,63,191
1738,-841,586
1739,-592,1622
1740,-315,1474
1741,-181,83
1742,775,-529
1743,1406,-376
1744,940,-618
1745,387,-967
1746,319,-856
1747,592,-528
1748,614,-404
1749,148,-464
1750,-261,-427
1751,-430,-320
1752,-355,-276
1753,-58,-310
1754,112,-426
1755,274,-378
1756,528,-65
1757,577,121
1758,722,-2
1759,1009,-110
1760,721,16
1761,111,49
1762,4,-232
1763,40,-530
1764,-235,-646
1765,-457,-405
1766,-471,42
1767,-127,-29
1768,619,-140
1769,929,474
1770,575,566
1771,208,-278
1772,-206,-509
1773,-440,-196
1774,-25,-229
1775,104,-113
1776,-619,75
1777,-1117,-27
1778,-840,307
1779,-326,658
1780,-90,-39
1781,-284,-695
1782,-501,-184
1783,-314,263
1784,-17,-409
1785,111,-1114
1786,250,-819
1787,152,-301
1788,-200,-235
1789,235,-178
1790,1071,-104
1791,601,65
1792,-290,707
1793,-38,957
1794,297,321
1795,91,-62
1796,-52,166
1797,-333,329
1798,-507,343
1799,-166,492
1800,64,687
1801,194,522
1802,655,143
1803,774,-7
1804,146,-189
1805,-208,-521
1806,84,-565
1807,-247,-95
1808,-926,507
1809,-18,479
1810,1507,493
1811,1242,1477
1812,104,1679
1813,-165,402
1814,-61,-214
1815,63,48
1816,455,144
1817,316,285
1818,-615,511
1819,-1044,741
1820,-494,619
1821,-170,35
1822,-700,-3
1823,-1045,-298
1824,-522,-1689
1825,15,-1611
1826,-40,151
1827,-315,280
1828,-516,-909
1829,-537,-869
1830,-370,-274
1831,-109,-416
1832,36,-420
1833,-211,-93
1834,-360,-422
1835,24,-821
1836,329,-522
1837,563,-349
1838,1036,-372
1839,803,-168
1840,-276,-202
1841,-659,-4
1842,49,656
1843,546,590
1844,334,42
