sample_idx,baseband_i,baseband_q
446,2150,-264
447,2310,-307
448,2294,-269
449,2251,-319
450,2307,-322
451,2212,-275
452,2248,-320
453,2233,-267
454,2148,-326
455,2180,-383
456,2088,-318
457,2046,-351
458,1961,-271
459,1832,-248
460,1828,-299
461,1673,-215
462,1616,-241
463,1547,-194
464,1316,-125
465,1301,-157
466,1208,-100
467,1091,-147
468,1018,-115
469,758,-25
470,608,-99
471,446,-81
472,307,-70
473,224,-17
474,7,50
475,-17,-8
476,-134,59
477,-382,22
478,-450,-19
479,-625,111
480,-745,108
481,-893,177
482,-1086,217
483,-1070,164
484,-1219,223
485,-1382,195
486,-1489,212
487,-1655,209
488,-1647,133
489,-1745,205
490,-1837,193
491,-1868,224
492,-2078,293
493,-2144,233
494,-2160,300
495,-2148,298
496,-2109,253
497,-2269,296
498,-2254,259
499,-2211,309
500,-2266,312
501,-2172,265
502,-2207,310
503,-2192,257
504,-2107,316
505,-2139,373
506,-2047,308
507,-2005,340
508,-1920,260
509,-1792,237
510,-1787,288
511,-1633,205
512,-1575,230
513,-1507,184
514,-1276,116
515,-1259,147
516,-1167,90
517,-1050,136
518,-977,104
519,-717,13
520,-568,88
521,-405,71
522,-265,60
523,-184,7
524,34,-62
525,58,-3
526,175,-69
527,422,-33
528,490,8
529,666,-122
530,787,-118
531,935,-187
532,1128,-228
533,1111,-175
534,1260,-234
535,1424,-205
536,1530,-222
537,1695,-218
538,1688,-142
539,1785,-216
540,1878,-203
541,1909,-233
542,2119,-304
543,2185,-244
544,2201,-309
545,2190,-308
546,2150,-264
547,2310,-307
548,2294,-269
549,2251,-319
550,2307,-322
551,2212,-275
552,2248,-320
553,2233,-267
554,2148,-326
555,2180,-383
556,2088,-318
557,2046,-351
558,1961,-271
559,1832,-248
560,1828,-299
561,1673,-215
562,1616,-241
563,1547,-194
564,1316,-125
565,1301,-157
566,1208,-100
567,1091,-147
568,1018,-115
569,758,-25
570,608,-99
571,446,-81
572,307,-70
573,224,-17
574,7,50
575,-17,-8
576,-134,59
577,-382,22
578,-450,-19
579,-625,111
580,-745,108
581,-893,177
582,-1086,217
583,-1070,164
584,-1219,223
585,-1382,195
586,-1489,212
587,-1655,209
588,-1647,133
589,-1745,205
590,-1837,193
591,-1868,224
592,-2078,293
593,-2144,233
594,-2160,300
595,-2148,298
596,-2109,253
597,-2269,296
598,-2254,259
599,-2211,309
600,-2266,312
601,-2172,265
602,-2207,310
603,-2192,257
604,-2107,316
605,-2139,373
606,-2047,308
607,-2005,340
608,-1920,260
609,-1792,237
610,-1787,288
611,-1633,205
612,-1575,230
613,-1507,184
614,-1276,116
615,-1259,147
616,-1167,90
617,-1050,136
618,-977,104
619,-717,13
620,-568,88
621,-405,71
622,-265,60
623,-184,7
624,34,-62
625,58,-3
626,175,-69
627,422,-33
628,490,8
629,666,-122
630,787,-118
631,935,-187
632,1128,-228
633,1111,-175
634,1260,-234
635,1424,-205
636,1530,-222
637,1695,-218
638,1688,-142
639,1785,-216
640,1878,-203
641,1909,-233
642,2119,-304
643,2185,-244
644,2201,-309
645,2190,-308
646,2150,-264
647,2310,-307
648,2294,-269
649,2251,-319
650,2307,-322
651,2212,-275
652,2248,-320
653,2233,-267
654,2148,-326
655,2180,-383
656,2088,-318
657,2046,-351
658,1961,-271
659,1832,-248
660,1828,-299
661,1673,-215
662,1616,-241
663,1547,-194
664,1316,-125
665,1301,-157
666,1208,-100
667,1091,-147
668,1018,-115
669,758,-25
670,608,-99
671,446,-81
672,307,-70
673,224,-17
674,7,50
675,-17,-8
676,-134,59
677,-382,22
678,-450,-19
679,-625,111
680,-745,108
681,-893,177
682,-1086,217
683,-1070,164
684,-1219,223
685,-1382,195
686,-1489,212
687,-1655,209
688,-1647,133
689,-1745,205
690,-1837,193
691,-1868,224
692,-2078,293
693,-2144,233
694,-2160,300
695,-2148,298
696,-2109,253
697,-2269,296
698,-2254,259
699,-2211,309
700,-2266,312
701,-2172,265
702,-2207,310
703,-2192,257
704,-2107,316
705,-2139,373
706,-2047,308
707,-2005,340
708,-1920,260
709,-1792,237
710,-1787,288
711,-1633,205
712,-1575,230
713,-1507,184
714,-1276,116
715,-1259,147
716,-1167,90
717,-1050,136
718,-977,104
719,-717,13
720,-568,88
721,-405,71
722,-265,60
723,-184,7
724,34,-62
725,58,-3
726,175,-69
727,422,-33
728,490,8
729,666,-122
730,787,-118
731,935,-187
732,1128,-228
733,1111,-175
734,1260,-234
735,1424,-205
736,1530,-222
737,1695,-218
738,1688,-142
739,1785,-216
740,1878,-203
741,1909,-233
742,2119,-304
743,2185,-244
744,2201,-309
745,2190,-308
746,2150,-264
747,2310,-307
748,2294,-269
749,2251,-319
750,2307,-322
751,2212,-275
752,2248,-320
753,2233,-267
754,2148,-326
755,2180,-383
756,2088,-318
757,2046,-351
758,1961,-271
759,1832,-248
760,1828,-299
761,1673,-215
762,1616,-241
763,1547,-194
764,1316,-125
765,1301,-157
766,1208,-100
767,1091,-147
768,1018,-115
769,758,-25
770,608,-99
771,446,-81
772,307,-70
773,224,-17
774,7,50
775,-17,-8
776,-134,59
777,-382,22
778,-450,-19
779,-625,111
780,-745,108
781,-893,177
782,-1086,217
783,-1070,164
784,-1219,223
785,-1382,195
786,-1489,212
787,-1655,209
788,-1647,133
789,-1745,205
790,-1837,193
791,-1868,224
792,-2078,293
793,-2144,233
794,-2160,300
795,-2148,298
796,-2109,253
797,-2269,296
798,-2254,259
799,-2211,309
800,-2266,312
801,-2172,265
802,-2207,310
803,-2192,257
804,-2107,316
805,-2139,373
806,-2047,308
807,-2005,340
808,-1920,260
809,-1792,237
810,-1787,288
811,-1633,205
812,-1575,230
813,-1507,184
814,-1276,116
815,-1259,147
816,-1167,90
817,-1050,136
818,-977,104
819,-717,13
820,-568,88
821,-405,71
822,-265,60
823,-184,7
824,34,-62
825,58,-3
826,175,-69
827,422,-33
828,490,8
829,666,-122
830,787,-118
831,935,-187
832,1128,-228
833,1111,-175
834,1260,-234
835,1424,-205
836,1530,-222
837,1695,-218
838,1688,-142
839,1785,-216
840,1878,-203
841,1909,-233
842,2119,-304
843,2185,-244
844,2201,-309
845,2190,-308
846,2150,-264
847,2310,-307
848,2294,-269
849,2251,-319
850,2307,-322
851,2212,-275
852,2248,-320
853,2233,-267
854,2148,-326
855,2180,-383
856,2088,-318
857,2046,-351
858,1961,-271
859,1832,-248
860,1828,-299
861,1673,-215
862,1616,-241
863,1547,-194
864,1316,-125
865,1301,-157
866,1208,-100
867,1091,-147
868,1018,-115
869,758,-25
870,608,-99
871,446,-81
872,307,-70
873,224,-17
874,7,50
875,-17,-8
876,-134,59
877,-382,22
878,-450,-19
879,-625,111
880,-745,108
881,-893,177
882,-1086,217
883,-1070,164
884,-1219,223
885,-1382,195
886,-1489,212
887,-1655,209
888,-1647,133
889,-1745,205
890,-1837,193
891,-1868,224
892,-2078,293
893,-2144,233
894,-2160,300
895,-2148,298
896,-2109,253
897,-2269,296
898,-2254,259
899,-2211,309
900,-2266,312
901,-2172,265
902,-2207,310
903,-2192,257
904,-2107,316
905,-2139,373
906,-2047,308
907,-2005,340
908,-1920,260
909,-1792,237
910,-1787,288
911,-1633,205
912,-1575,230
913,-1507,184
914,-1276,116
915,-1259,147
916,-1167,90
917,-1050,136
918,-977,104
919,-717,13
920,-568,88
921,-405,71
922,-265,60
923,-184,7
924,34,-62
925,58,-3
926,175,-69
927,422,-33
928,490,8
929,666,-122
930,787,-118
931,935,-187
932,1128,-228
933,1111,-175
934,1260,-234
935,1424,-205
936,1530,-222
937,1695,-218
938,1688,-142
939,1785,-216
940,1878,-203
941,1909,-233
942,2119,-304
943,2185,-244
944,2201,-309
945,2190,-308
946,2150,-264
947,2310,-307
948,2294,-269
949,2251,-319
950,2307,-322
951,2212,-275
952,2248,-320
953,2233,-267
954,2148,-326
955,2180,-383
956,2088,-318
957,2046,-351
958,1961,-271
959,1832,-248
960,1828,-299
961,1673,-215
962,1616,-241
963,1547,-194
964,1316,-125
965,1301,-157
966,1208,-100
967,1091,-147
968,1018,-115
969,758,-25
970,608,-99
971,446,-81
972,307,-70
973,224,-17
974,7,50
975,-17,-8
976,-134,59
977,-382,22
978,-450,-19
979,-625,111
980,-745,108
981,-893,177
982,-1086,217
983,-1070,164
984,-1219,223
985,-1382,195
986,-1489,212
987,-1655,209
988,-1647,133
989,-1745,205
990,-1837,193
991,-1868,224
992,-2078,293
993,-2144,233
994,-2160,300
995,-2148,298
996,-2109,253
997,-2269,296
998,-2254,259
999,-2211,309
1000,-2266,312
1001,-2172,265
1002,-2207,310
1003,-2192,257
1004,-2107,316
1005,-2139,373
1006,-2047,308
1007,-2005,340
1008,-1920,260
1009,-1792,237
1010,-1787,288
1011,-1633,205
1012,-1575,230
1013,-1507,184
1014,-1276,116
1015,-1259,147
1016,-1167,90
1017,-1050,136
1018,-977,104
1019,-717,13
1020,-568,88
1021,-405,71
1022,-265,60
1023,-184,7
1024,34,-62
1025,58,-3
1026,175,-69
1027,422,-33
1028,490,8
1029,666,-122
1030,787,-118
1031,935,-187
1032,1128,-228
1033,1111,-175
1034,1260,-234
1035,1424,-205
1036,1530,-222
1037,1695,-218
1038,1688,-142
1039,1785,-216
1040,1878,-203
1041,1909,-233
1042,2119,-304
1043,2185,-244
1044,2201,-309
1045,2190,-308
1046,2150,-264
1047,2310,-307
1048,2294,-269
1049,2251,-319
1050,2307,-322
1051,2212,-275
1052,2248,-320
1053,2233,-267
1054,2148,-326
1055,2180,-383
1056,2088,-318
1057,2046,-351
1058,1961,-271
1059,1832,-248
1060,1828,-299
1061,1673,-215
1062,1616,-241
1063,1547,-194
1064,1316,-125
1065,1301,-157
1066,1208,-100
1067,1091,-147
1068,1018,-115
1069,758,-25
1070,608,-99
1071,446,-81
1072,307,-70
1073,224,-17
1074,7,50
1075,-17,-8
1076,-134,59
1077,-382,22
1078,-450,-19
1079,-625,111
1080,-745,108
1081,-893,177
1082,-1086,217
1083,-1070,164
1084,-1219,223
1085,-1382,195
1086,-1489,212
1087,-1655,209
1088,-1647,133
1089,-1745,205
1090,-1837,193
1091,-1868,224
1092,-2078,293
1093,-2144,233
1094,-2160,300
1095,-2148,298
1096,-2109,253
1097,-2269,296
1098,-2254,259
1099,-2211,309
1100,-2266,312
1101,-2172,265
1102,-2207,310
1103,-2192,257
1104,-2107,316
1105,-2139,373
1106,-2047,308
1107,-2005,340
1108,-1920,260
1109,-1792,237
1110,-1787,288
1111,-1633,205
1112,-1575,230
1113,-1507,184
1114,-1276,116
1115,-1259,147
1116,-1167,90
1117,-1050,136
1118,-977,104
1119,-717,13
1120,-568,88
1121,-405,71
1122,-265,60
1123,-184,7
1124,34,-62
1125,58,-3
1126,175,-69
1127,422,-33
1128,490,8
1129,666,-122
1130,787,-118
1131,935,-187
1132,1128,-228
1133,1111,-175
1134,1260,-234
1135,1424,-205
1136,1530,-222
1137,1695,-218
1138,1688,-142
1139,1785,-216
1140,1878,-203
1141,1909,-233
1142,2119,-304
1143,2185,-244
1144,2201,-309
1145,2190,-308
1146,2150,-264
1147,2310,-307
1148,2294,-269
1149,2251,-319
1150,2307,-322
1151,2212,-275
1152,2248,-320
1153,2233,-267
1154,2148,-326
1155,2180,-383
1156,2088,-318
1157,2046,-351
1158,1961,-271
1159,1832,-248
1160,1828,-299
1161,1673,-215
1162,1616,-241
1163,1547,-194
1164,1316,-125
1165,1301,-157
1166,1208,-100
1167,1091,-147
1168,1018,-115
1169,758,-25
1170,608,-99
1171,446,-81
1172,307,-70
1173,224,-17
1174,7,50
1175,-17,-8
1176,-134,59
1177,-382,22
1178,-450,-19
1179,-625,111
1180,-745,108
1181,-893,177
1182,-1086,217
1183,-1070,164
1184,-1219,223
1185,-1382,195
1186,-1489,212
1187,-1655,209
1188,-1647,133
1189,-1745,205
1190,-1837,193
1191,-1868,224
1192,-2078,293
1193,-2144,233
1194,-2160,300
1195,-2148,298
1196,-2109,253
1197,-2269,296
1198,-2254,259
1199,-2211,309
1200,-2266,312
1201,-2172,265
1202,-2207,310
1203,-2192,257
1204,-2107,316
1205,-2139,373
1206,-2047,308
1207,-2005,340
1208,-1920,260
1209,-1792,237
1210,-1787,288
1211,-1633,205
1212,-1575,230
1213,-1507,184
1214,-1276,116
1215,-1259,147
1216,-1167,90
1217,-1050,136
1218,-977,104
1219,-717,13
1220,-568,88
1221,-405,71
1222,-265,60
1223,-184,7
1224,34,-62
1225,58,-3
1226,175,-69
1227,422,-33
1228,490,8
1229,666,-122
1230,787,-118
1231,935,-187
1232,1128,-228
1233,1111,-175
1234,1260,-234
1235,1424,-205
1236,1530,-222
1237,1695,-218
1238,1688,-142
1239,1785,-216
1240,1878,-203
1241,1909,-233
1242,2119,-304
1243,2185,-244
1244,2201,-309
1245,2190,-308
1246,2150,-264
1247,2310,-307
1248,2294,-269
1249,2251,-319
1250,2307,-322
1251,2212,-275
1252,2248,-320
1253,2233,-267
1254,2148,-326
1255,2180,-383
1256,2088,-318
1257,2046,-351
1258,1961,-271
1259,1832,-248
1260,1828,-299
1261,1673,-215
1262,1616,-241
1263,1547,-194
1264,1316,-125
1265,1301,-157
1266,1208,-100
1267,1091,-147
1268,1018,-115
1269,758,-25
1270,608,-99
1271,446,-81
1272,307,-70
1273,224,-17
1274,7,50
1275,-17,-8
1276,-134,59
1277,-382,22
1278,-450,-19
1279,-625,111
1280,-745,108
1281,-893,177
1282,-1086,217
1283,-1070,164
1284,-1219,223
1285,-1382,195
1286,-1489,212
1287,-1655,209
1288,-1647,133
1289,-1745,205
1290,-1837,193
1291,-1868,224
1292,-2078,293
1293,-2144,233
1294,-2160,300
1295,-2148,298
1296,-2109,253
1297,-2269,296
1298,-2254,259
1299,-2211,309
1300,-2266,312
1301,-2172,265
1302,-2207,310
1303,-2192,257
1304,-2107,316
1305,-2139,373
1306,-2047,308
1307,-2005,340
1308,-1920,260
1309,-1792,237
1310,-1787,288
1311,-1633,205
1312,-1575,230
1313,-1507,184
1314,-1276,116
1315,-1259,147
1316,-1167,90
1317,-1050,136
1318,-977,104
1319,-717,13
1320,-568,88
1321,-405,71
1322,-265,60
1323,-184,7
1324,34,-62
1325,58,-3
1326,175,-69
1327,422,-33
1328,490,8
1329,666,-122
1330,787,-118
1331,935,-187
1332,1128,-228
1333,1111,-175
1334,1260,-234
1335,1424,-205
1336,1530,-222
1337,1695,-218
1338,1688,-142
1339,1785,-216
1340,1878,-203
1341,1909,-233
1342,2119,-304
1343,2185,-244
1344,2201,-309
1345,2190,-308
1346,2150,-264
1347,2310,-307
1348,2294,-269
1349,2251,-319
1350,2307,-322
1351,2212,-275
1352,2248,-320
1353,2233,-267
1354,2148,-326
1355,2180,-383
1356,2088,-318
1357,2046,-351
1358,1961,-271
1359,1832,-248
1360,1828,-299
1361,1673,-215
1362,1616,-241
1363,1547,-194
1364,1316,-125
1365,1301,-157
1366,1208,-100
1367,1091,-147
1368,1018,-115
1369,758,-25
1370,608,-99
1371,446,-81
1372,307,-70
1373,224,-17
1374,7,50
1375,-17,-8
1376,-134,59
1377,-382,22
1378,-450,-19
1379,-625,111
1380,-745,108
1381,-893,177
1382,-1086,217
1383,-1070,164
1384,-1219,223
1385,-1382,195
1386,-1489,212
1387,-1655,209
1388,-1647,133
1389,-1745,205
1390,-1837,193
1391,-1868,224
1392,-2078,293
1393,-2144,233
1394,-2160,300
1395,-2148,298
1396,-2109,253
1397,-2269,296
1398,-2254,259
1399,-2211,309
1400,-2266,312
1401,-2172,265
1402,-2207,310
1403,-2192,257
1404,-2107,316
1405,-2139,373
1406,-2047,308
1407,-2005,340
1408,-1920,260
1409,-1792,237
1410,-1787,288
1411,-1633,205
1412,-1575,230
1413,-1507,184
1414,-1276,116
1415,-1259,147
1416,-1167,90
1417,-1050,136
1418,-977,104
1419,-717,13
1420,-568,88
1421,-405,71
1422,-265,60
1423,-184,7
1424,34,-62
1425,58,-3
1426,175,-69
1427,422,-33
1428,490,8
1429,666,-122
1430,787,-118
1431,935,-187
1432,1128,-228
1433,1111,-175
1434,1260,-234
1435,1424,-205
1436,1530,-222
1437,1695,-218
1438,1688,-142
1439,1785,-216
1440,1878,-203
1441,1909,-233
1442,2119,-304
1443,2185,-244
1444,2201,-309
1445,2190,-308
1446,2150,-264
1447,2310,-307
1448,2294,-269
1449,2251,-319
1450,2307,-322
1451,2212,-275
1452,2248,-320
1453,2233,-267
1454,2148,-326
1455,2180,-383
1456,2088,-318
1457,2046,-351
1458,1961,-271
1459,1832,-248
1460,1828,-299
1461,1673,-215
1462,1616,-241
1463,1547,-194
1464,1316,-125
1465,1301,-157
1466,1208,-100
1467,1091,-147
1468,1018,-115
1469,758,-25
1470,608,-99
1471,446,-81
1472,307,-70
1473,224,-17
1474,7,50
1475,-17,-8
1476,-134,59
1477,-382,22
1478,-450,-19
1479,-625,111
1480,-745,108
1481,-893,177
1482,-1086,217
1483,-1070,164
1484,-1219,223
1485,-1382,195
1486,-1489,212
1487,-1655,209
1488,-1647,133
1489,-1745,205
1490,-1837,193
1491,-1868,224
1492,-2078,293
1493,-2144,233
1494,-2160,300
1495,-2148,298
1496,-2109,253
1497,-2269,296
1498,-2254,259
1499,-2211,309
1500,-2266,312
1501,-2172,265
1502,-2207,310
1503,-2192,257
1504,-2107,316
1505,-2139,373
1506,-2047,308
1507,-2005,340
1508,-1920,260
1509,-1792,237
1510,-1787,288
1511,-1633,205
1512,-1575,230
1513,-1507,184
1514,-1276,116
1515,-1259,147
1516,-1167,90
1517,-1050,136
1518,-977,104
1519,-717,13
1520,-568,88
1521,-405,71
1522,-265,60
1523,-184,7
1524,34,-62
1525,58,-3
1526,175,-69
1527,422,-33
1528,490,8
1529,666,-122
1530,787,-118
1531,935,-187
1532,1128,-228
1533,1111,-175
1534,1260,-234
1535,1424,-205
1536,1530,-222
1537,1695,-218
1538,1688,-142
1539,1785,-216
1540,1878,-203
1541,1909,-233
1542,2119,-304
1543,2185,-244
1544,2201,-309
1545,2190,-308
1546,2150,-264
1547,2310,-307
1548,2294,-269
1549,2251,-319
1550,2307,-322
1551,2212,-275
1552,2248,-320
1553,2233,-267
1554,2148,-326
1555,2180,-383
1556,2088,-318
1557,2046,-351
1558,1961,-271
1559,1832,-248
1560,1828,-299
1561,1673,-215
1562,1616,-241
1563,1547,-194
1564,1316,-125
1565,1301,-157
1566,1208,-100
1567,1091,-147
1568,1018,-115
1569,758,-25
1570,608,-99
1571,446,-81
1572,307,-70
1573,224,-17
1574,7,50
1575,-17,-8
1576,-134,59
1577,-382,22
1578,-450,-19
1579,-625,111
1580,-745,108
1581,-893,177
1582,-1086,217
1583,-1070,164
1584,-1219,223
1585,-1382,195
1586,-1489,212
1587,-1655,209
1588,-1647,133
1589,-1745,205
1590,-1837,193
1591,-1868,224
1592,-2078,293
1593,-2144,233
1594,-2160,300
1595,-2148,298
1596,-2109,253
1597,-2269,296
1598,-2254,259
1599,-2211,309
1600,-2266,312
1601,-2172,265
1602,-2207,310
1603,-2192,257
1604,-2107,316
1605,-2139,373
1606,-2047,308
1607,-2005,340
1608,-1920,260
1609,-1792,237
1610,-1787,288
1611,-1633,205
1612,-1575,230
1613,-1507,184
1614,-1276,116
1615,-1259,147
1616,-1167,90
1617,-1050,136
1618,-977,104
1619,-717,13
1620,-568,88
1621,-405,71
1622,-265,60
1623,-184,7
1624,34,-62
1625,58,-3
1626,175,-69
1627,422,-33
1628,490,8
1629,666,-122
1630,787,-118
1631,935,-187
1632,1128,-228
1633,1111,-175
1634,1260,-234
1635,1424,-205
1636,1530,-222
1637,1695,-218
1638,1688,-142
1639,1785,-216
1640,1878,-203
1641,1909,-233
1642,2119,-304
1643,2185,-244
1644,2201,-309
1645,2190,-308
1646,2150,-264
1647,2310,-307
1648,2294,-269
1649,2251,-319
1650,2307,-322
1651,2212,-275
1652,2248,-320
1653,2233,-267
1654,2148,-326
1655,2180,-383
1656,2088,-318
1657,2046,-351
1658,1961,-271
1659,1832,-248
1660,1828,-299
1661,1673,-215
1662,1616,-241
1663,1547,-194
1664,1316,-125
1665,1301,-157
1666,1208,-100
1667,1091,-147
1668,1018,-115
1669,758,-25
1670,608,-99
1671,446,-81
1672,307,-70
1673,224,-17
1674,7,50
1675,-17,-8
1676,-134,59
1677,-382,22
1678,-450,-19
1679,-625,111
1680,-745,108
1681,-893,177
1682,-1086,217
1683,-1070,164
1684,-1219,223
1685,-1382,195
1686,-1489,212
1687,-1655,209
1688,-1647,133
1689,-1745,205
1690,-1837,193
1691,-1868,224
1692,-2078,293
1693,-2144,233
1694,-2160,300
1695,-2148,298
1696,-2109,253
1697,-2269,296
1698,-2254,259
1699,-2211,309
1700,-2266,312
1701,-2172,265
1702,-2207,310
1703,-2192,257
1704,-2107,316
1705,-2139,373
1706,-2047,308
1707,-2005,340
1708,-1920,260
1709,-1792,237
1710,-1787,288
1711,-1633,205
1712,-1575,230
1713,-1507,184
1714,-1276,116
1715,-1259,147
