sample_idx,baseband_i,baseband_q
485,-158,291
486,-131,432
487,-172,458
488,-112,389
489,-74,403
490,-221,371
491,-214,364
492,-96,392
493,-317,228
494,-310,103
495,301,168
496,564,77
497,350,-4
498,357,246
499,281,394
500,-100,406
501,-241,679
502,-37,712
503,267,346
504,505,373
505,443,725
506,236,829
507,261,695
508,291,368
509,183,63
510,306,70
511,499,201
512,434,343
513,391,421
514,485,261
515,554,299
516,569,676
517,479,614
518,384,204
519,409,165
520,488,204
521,532,49
522,421,-2
523,319,-3
524,528,-51
525,720,-111
526,589,-168
527,383,-129
528,235,-122
529,239,-111
530,403,-15
531,375,-178
532,256,-438
533,411,-470
534,594,-585
535,630,-622
536,551,-358
537,235,-315
538,16,-411
539,138,-223
540,195,-188
541,94,-522
542,64,-763
543,118,-683
544,193,-291
545,173,-63
546,44,-562
547,-123,-1062
548,-301,-808
549,-412,-539
550,-496,-660
551,-569,-576
552,-520,-268
553,-437,-183
554,-364,-341
555,-274,-503
556,-269,-457
557,-192,-196
558,28,-26
559,-67,-86
560,-470,-104
561,-546,-53
562,-446,-129
563,-660,-154
564,-646,0
565,-176,92
566,-26,7
567,-252,-84
568,-398,-9
569,-419,161
570,-210,256
571,4,222
572,-172,136
573,-328,181
574,-91,305
575,135,300
576,81,348
577,42,522
578,153,477
579,117,263
580,-84,267
581,-98,399
582,-23,422
583,-136,432
584,-64,403
585,350,298
586,454,346
587,233,445
588,284,434
589,367,483
590,261,528
591,406,467
592,662,344
593,632,188
594,500,262
595,388,406
596,216,97
597,77,-227
598,70,13
599,188,160
600,365,-262
601,387,-525
602,175,-363
603,217,-348
604,713,-493
605,908,-584
606,495,-629
607,172,-483
608,221,-318
609,315,-332
610,377,-356
611,409,-448
612,163,-611
613,-284,-654
614,-404,-576
615,-152,-493
616,-84,-621
617,-303,-811
618,-394,-674
619,-340,-347
620,-375,-145
621,-423,-173
622,-421,-310
623,-492,-357
624,-653,-445
625,-722,-447
626,-541,-59
627,-432,256
628,-564,174
629,-416,87
630,-171,48
631,-363,-108
632,-303,-73
633,186,186
634,139,196
635,-276,165
636,-360,435
637,-366,456
638,-373,181
639,-63,196
640,280,343
641,276,450
642,179,537
643,272,333
644,424,134
645,483,258
646,397,324
647,232,394
648,205,656
649,205,646
650,88,330
651,220,174
652,600,247
653,688,458
654,476,517
655,220,84
656,61,-410
657,357,-486
658,814,-299
659,652,-39
660,264,4
661,307,-240
662,368,-406
663,198,-566
664,29,-634
665,-86,-298
666,-96,-162
667,-208,-546
668,-502,-792
669,-529,-720
670,-336,-652
671,-369,-585
672,-601,-381
673,-720,-286
674,-576,-458
675,-527,-383
676,-724,-13
677,-577,95
678,-177,46
679,-246,69
680,-665,15
681,-914,-80
682,-735,-183
683,-277,-224
684,-159,-8
685,-312,367
686,-62,559
687,256,491
688,76,446
689,-142,431
690,-29,357
691,158,425
692,277,403
693,310,192
694,331,223
695,522,207
696,658,42
697,502,212
698,382,171
699,488,-326
700,643,-457
701,782,-380
702,778,-553
703,601,-438
704,516,28
705,524,141
706,433,-102
707,310,-173
708,235,-164
709,174,-420
710,134,-703
711,65,-591
712,-66,-168
713,-152,-12
714,-256,-360
715,-507,-666
716,-714,-557
717,-742,-286
718,-648,-188
719,-570,-328
720,-698,-273
721,-671,222
722,-313,464
723,-369,55
724,-666,-243
725,-339,-21
726,105,73
727,36,-46
728,-95,198
729,46,486
730,236,424
731,259,460
732,258,579
733,455,491
734,677,461
735,591,486
736,228,346
737,91,193
738,321,174
739,445,218
740,502,194
741,652,60
742,562,-143
743,438,-314
744,474,-264
745,298,-117
746,191,-151
747,381,-239
748,347,-326
749,177,-457
750,195,-432
751,-65,-299
752,-573,-335
753,-510,-553
754,-128,-655
755,-269,-450
756,-415,-299
757,-69,-409
758,-80,-435
759,-547,-304
760,-579,-133
761,-339,88
762,-462,229
763,-640,249
764,-520,312
765,-402,445
766,-341,344
767,-94,28
768,175,125
769,244,497
770,166,547
771,130,511
772,317,473
773,491,380
774,464,549
775,516,621
776,567,360
777,442,158
778,451,-66
779,654,-296
780,850,-294
781,929,-218
782,767,-142
783,604,-169
784,628,-302
785,422,-225
786,25,-158
787,-47,-417
788,97,-619
789,194,-502
790,183,-338
791,-54,-308
792,-248,-229
793,-105,-65
794,99,-39
795,104,-88
796,-135,-139
797,-513,-170
798,-718,98
799,-649,380
800,-419,267
801,-162,246
802,-36,470
803,-40,422
804,-52,211
805,67,250
806,233,399
807,5,340
808,-432,186
809,-301,196
810,139,269
811,190,292
812,229,300
813,459,209
814,327,115
815,101,167
816,219,198
817,236,70
818,142,-92
819,163,-134
820,-50,-155
821,-304,-325
822,-229,-442
823,-177,-278
824,-356,44
825,-548,146
826,-495,-194
827,-269,-392
828,-355,-125
829,-696,-254
830,-832,-653
831,-722,-220
832,-368,528
833,-63,646
834,-286,544
835,-567,645
836,-349,806
837,-41,791
838,56,505
839,162,258
840,323,233
841,443,273
842,532,292
843,524,220
844,446,71
845,512,-6
846,579,12
847,408,-22
848,354,-164
849,525,-196
850,428,-186
851,136,-426
852,47,-479
853,86,-5
854,114,361
855,-56,201
856,-496,-42
857,-655,114
858,-354,261
859,-297,-84
860,-622,-261
861,-673,-6
862,-408,35
863,-209,18
864,-30,179
865,-26,350
866,-239,666
867,-38,743
868,441,450
869,572,516
870,560,704
871,493,568
872,430,524
873,733,497
874,850,248
875,439,29
876,184,-130
877,113,-273
878,-17,-358
879,12,-400
880,46,-396
881,-14,-495
882,29,-707
883,26,-746
884,-209,-584
885,-537,-425
886,-679,-247
887,-657,-41
888,-653,-187
889,-486,-583
890,-202,-355
891,-181,282
892,-245,286
893,-131,43
894,8,239
895,69,402
896,83,392
897,199,577
898,384,708
899,371,470
900,323,193
901,386,210
902,286,293
903,154,201
904,301,25
905,539,-232
906,477,-466
907,66,-436
908,-150,-342
909,116,-324
910,324,-246
911,151,-236
912,-182,-238
913,-443,-137
914,-488,-212
915,-395,-363
916,-254,-305
917,-163,-153
918,-359,12
919,-498,71
920,-301,100
921,-230,396
922,-157,596
923,243,444
924,450,408
925,379,537
926,517,537
927,759,421
928,733,364
929,565,392
930,641,297
931,835,232
932,786,297
933,628,9
934,466,-288
935,164,-40
936,-118,14
937,-185,-403
938,-146,-552
939,-237,-301
940,-457,-122
941,-490,-323
942,-392,-529
943,-477,-206
944,-590,251
945,-576,301
946,-449,101
947,-109,66
948,158,314
949,248,361
950,560,149
951,768,258
952,497,498
953,307,562
954,440,638
955,545,469
956,332,90
957,-91,-68
958,-59,-98
959,275,-4
960,133,18
961,-20,-515
962,72,-946
963,-278,-615
964,-701,-265
965,-527,-296
966,-141,-230
967,-172,-78
968,-705,-62
969,-886,19
970,-303,200
971,53,210
972,-82,115
973,-14,207
974,194,384
975,312,450
976,373,409
977,354,198
978,496,106
979,837,392
980,928,415
981,553,-17
982,146,-228
983,274,-272
984,521,-381
985,122,-311
986,-319,-254
987,-115,-369
988,38,-430
989,-278,-377
990,-519,-215
991,-478,-107
992,-437,-105
993,-468,-5
994,-442,-50
995,-409,-176
996,-355,115
997,-120,376
998,-6,261
999,-107,259
1000,148,319
1001,558,290
1002,572,318
1003,485,153
1004,418,-192
1005,304,-437
1006,289,-534
1007,111,-371
1008,-140,-155
1009,-167,-131
1010,-308,-245
1011,-497,-661
1012,-478,-903
1013,-448,-441
1014,-306,-46
1015,-210,-7
1016,-438,84
1017,-493,70
1018,-286,336
1019,-266,989
1020,-306,1032
1021,-216,666
1022,-51,678
1023,161,589
1024,293,154
1025,322,18
1026,337,272
1027,345,244
1028,414,-145
1029,409,-230
1030,178,-184
1031,36,-481
1032,8,-589
1033,-229,-387
1034,-438,-359
1035,-469,-317
1036,-551,-273
1037,-560,-445
1038,-508,-341
1039,-512,97
1040,-322,317
1041,-85,286
1042,-33,166
1043,95,121
1044,226,335
1045,199,530
1046,349,517
1047,742,325
1048,1007,-138
1049,933,-467
1050,629,-411
1051,338,-372
1052,243,-358
1053,317,-410
1054,196,-679
1055,-264,-720
1056,-566,-626
1057,-614,-722
1058,-741,-571
1059,-687,-269
1060,-399,-207
1061,-236,-154
1062,-37,18
1063,211,357
1064,325,643
1065,534,446
1066,681,272
1067,488,434
1068,311,304
1069,362,49
1070,462,80
1071,513,-21
1072,517,-255
1073,462,-352
1074,441,-486
1075,612,-576
1076,576,-509
1077,-118,-470
1078,-716,-457
1079,-618,-320
1080,-472,6
1081,-486,286
1082,-385,255
1083,-381,198
1084,-404,348
1085,-132,450
1086,258,360
1087,453,167
1088,431,117
1089,477,205
1090,682,-4
1091,634,-189
1092,354,70
1093,362,66
1094,453,-261
1095,196,-334
1096,-16,-455
1097,40,-516
1098,-83,-264
1099,-292,-274
1100,-203,-344
1101,-275,-96
1102,-807,43
1103,-980,207
1104,-397,477
1105,87,446
1106,43,309
1107,106,254
1108,400,290
1109,381,362
1110,140,143
1111,31,-2
1112,40,38
1113,176,-451
1114,184,-801
1115,-156,-449
1116,-402,-600
1117,-561,-1046
1118,-898,-636
1119,-847,-110
1120,-457,-110
1121,-491,-147
1122,-586,-61
1123,-243,204
1124,-70,433
1125,-364,239
1126,-488,88
1127,-85,303
1128,355,495
1129,424,557
1130,447,426
1131,576,16
1132,431,-383
1133,163,-560
1134,205,-411
1135,242,-198
1136,-47,-486
1137,-381,-816
1138,-529,-581
1139,-368,-371
1140,-46,-334
1141,-39,-13
1142,-135,269
1143,69,371
1144,219,506
1145,153,511
1146,107,491
1147,157,352
1148,372,-140
1149,439,-331
1150,141,-239
1151,101,-589
1152,398,-846
1153,334,-644
1154,-52,-504
1155,-300,-363
1156,-284,-287
1157,-153,-448
1158,-264,-469
1159,-493,-433
1160,-407,-333
1161,-200,148
1162,-80,464
1163,2,416
1164,-68,490
1165,-25,448
1166,267,199
1167,303,133
1168,104,125
1169,60,49
1170,160,-144
1171,346,-452
1172,390,-437
1173,145,-360
1174,-76,-676
1175,-256,-659
1176,-482,-299
1177,-429,-313
1178,-149,-79
1179,-35,519
1180,-77,574
1181,-94,546
1182,-13,818
1183,74,653
1184,-2,232
1185,25,49
1186,402,-66
1187,534,-199
1188,217,-459
1189,263,-546
1190,615,-185
1191,399,-230
1192,-219,-668
1193,-516,-438
1194,-451,-22
1195,-441,-87
1196,-603,-24
1197,-506,278
1198,-75,461
1199,77,565
1200,-94,592
1201,-74,561
1202,173,424
1203,366,222
1204,293,301
1205,120,288
1206,198,-282
1207,307,-734
1208,175,-788
1209,-101,-829
1210,-474,-607
1211,-468,-165
1212,-89,38
1213,-355,60
1214,-686,-82
1215,49,-210
1216,540,144
1217,27,627
1218,-188,578
1219,-29,108
1220,-82,-141
1221,19,178
1222,204,444
1223,283,111
1224,389,-258
1225,181,-336
1226,-123,-335
1227,-31,-206
1228,-101,-266
1229,-491,-633
1230,-694,-524
1231,-738,43
1232,-555,360
1233,-223,560
1234,-176,688
1235,-44,542
1236,314,545
1237,363,635
1238,373,327
1239,531,50
1240,416,111
1241,196,31
1242,-38,-309
1243,-405,-549
1244,-464,-404
1245,-260,-92
1246,-338,-196
1247,-625,-354
1248,-761,81
1249,-603,394
1250,-399,291
1251,-409,534
1252,-305,706
1253,3,304
1254,189,125
1255,367,215
1256,524,-67
1257,520,-460
1258,606,-505
1259,534,-247
1260,65,-94
1261,-148,-282
1262,-45,-338
1263,-293,-98
1264,-770,37
1265,-873,168
1266,-540,291
1267,-292,181
1268,-343,317
1269,-112,711
1270,405,593
1271,409,161
1272,153,97
1273,330,245
1274,436,230
1275,120,-34
1276,5,-388
1277,123,-469
1278,-50,-282
1279,-356,-167
1280,-397,-210
1281,-193,-316
1282,9,-242
1283,-55,145
1284,-248,364
1285,-205,242
1286,-2,282
1287,314,348
1288,684,150
1289,571,104
1290,217,103
1291,269,-277
1292,105,-640
1293,-467,-680
1294,-553,-469
1295,-343,-120
1296,-331,-114
1297,-268,-204
1298,-291,188
1299,-299,183
1300,111,-245
1301,410,318
1302,278,1013
1303,240,516
1304,406,54
1305,522,140
1306,446,8
1307,230,-108
1308,190,-242
1309,197,-504
1310,-115,-342
1311,-422,-237
1312,-509,-429
1313,-618,-212
1314,-657,-97
1315,-588,-241
1316,-399,244
1317,229,644
1318,885,297
1319,879,107
1320,664,204
1321,739,332
1322,626,527
1323,125,155
1324,-135,-475
1325,13,-406
1326,-26,-315
1327,-277,-500
1328,-387,-150
1329,-562,192
1330,-682,113
1331,-349,317
1332,168,418
1333,608,166
1334,718,299
1335,249,366
1336,-44,20
1337,234,1
1338,312,-58
1339,107,-492
1340,-39,-544
1341,-293,-366
1342,-491,-262
1343,-429,-13
1344,-357,-50
1345,-341,-147
1346,-245,229
1347,-60,373
1348,129,407
1349,284,878
1350,470,770
1351,574,25
1352,528,-230
1353,481,-306
1354,268,-576
1355,-178,-696
1356,-363,-889
1357,-241,-865
1358,-198,-176
1359,-183,298
1360,-193,221
1361,-268,357
1362,-45,535
1363,326,311
1364,301,12
1365,129,-165
1366,176,-165
1367,286,-39
1368,397,-172
1369,320,-365
1370,-190,-318
1371,-694,-528
1372,-815,-861
1373,-730,-679
1374,-400,-380
1375,-1,-146
1376,8,432
1377,9,743
1378,326,376
1379,479,60
1380,541,-79
1381,733,-165
1382,705,58
1383,612,31
1384,545,-448
1385,61,-527
1386,-467,-325
1387,-518,-281
1388,-433,15
1389,-474,384
1390,-539,480
1391,-464,563
1392,-73,489
1393,362,275
1394,382,308
1395,116,265
1396,-14,-36
1397,76,-269
1398,176,-535
1399,142,-739
1400,-19,-516
1401,-370,-286
1402,-814,-423
1403,-854,-369
1404,-421,81
1405,-170,262
1406,-314,106
1407,-368,153
1408,-98,184
1409,243,-97
1410,379,-255
1411,398,-173
1412,473,-139
1413,477,-277
1414,324,-511
1415,118,-424
1416,-79,-110
1417,-230,-115
1418,-317,19
1419,-304,509
1420,-218,589
1421,-146,460
1422,63,536
1423,409,313
1424,524,-42
1425,475,-90
1426,521,-237
1427,332,-485
1428,-167,-448
1429,-393,-311
1430,-270,-134
1431,-229,245
1432,-278,468
1433,-238,293
1434,-63,122
1435,335,203
1436,758,332
1437,741,302
1438,347,58
1439,166,-276
1440,316,-519
1441,308,-586
1442,-4,-462
1443,-334,-386
1444,-599,-394
1445,-652,-39
1446,-390,411
1447,-327,388
1448,-528,445
1449,-274,761
1450,311,593
1451,546,146
1452,469,-126
1453,327,-334
1454,229,-196
1455,192,2
1456,-8,-546
1457,-292,-1040
1458,-378,-534
1459,-458,90
1460,-568,291
1461,-271,628
1462,244,860
1463,365,658
1464,356,558
1465,588,531
1466,653,284
1467,505,41
1468,446,-422
1469,345,-924
1470,212,-591
1471,47,-50
1472,-364,-183
1473,-677,-139
1474,-478,289
1475,-20,325
1476,303,383
1477,476,709
1478,653,532
1479,538,88
1480,-30,-101
1481,-293,-478
1482,-81,-752
1483,-82,-351
1484,-159,-27
1485,-82,-2
1486,-92,411
1487,87,808
1488,347,732
1489,233,630
1490,224,532
1491,429,330
1492,297,73
1493,175,-538
1494,229,-1039
1495,-108,-719
1496,-423,-320
1497,-227,-448
1498,-194,-496
1499,-387,-224
1500,-258,93
1501,-106,244
1502,-49,117
1503,267,86
1504,590,255
1505,684,119
1506,632,-47
1507,416,92
1508,244,-130
1509,93,-641
1510,-301,-665
1511,-519,-396
1512,-368,-82
1513,-319,370
1514,-177,484
1515,215,280
1516,299,409
1517,290,478
1518,579,-85
1519,498,-596
1520,-25,-529
1521,-151,-382
1522,6,-419
1523,-46,-442
1524,-105,-400
1525,-223,-112
1526,-445,470
1527,-155,765
1528,336,660
1529,233,674
1530,235,532
1531,683,-162
1532,624,-698
1533,323,-573
1534,391,-257
1535,152,-152
1536,-340,-262
1537,-448,-345
1538,-447,-143
1539,-274,107
1540,205,186
1541,314,381
1542,211,583
1543,512,364
1544,703,-3
1545,468,-221
1546,257,-493
1547,-14,-621
1548,-429,-391
1549,-485,-205
1550,-262,-130
1551,-292,93
1552,-367,244
1553,-123,262
1554,148,352
1555,256,247
1556,314,-24
1557,236,-94
1558,40,-310
1559,-146,-596
1560,-351,-368
1561,-447,-283
1562,-382,-594
1563,-382,-363
1564,-391,16
1565,-302,-34
1566,-231,147
1567,74,333
1568,624,192
1569,661,383
1570,206,422
1571,-9,-322
1572,-136,-785
1573,-323,-557
1574,-293,-423
1575,-307,-242
1576,-321,202
1577,-162,270
1578,-217,162
1579,-103,487
1580,523,569
1581,821,1
1582,613,-349
1583,359,-391
1584,93,-610
1585,-38,-496
1586,-149,32
1587,-429,196
1588,-385,156
1589,-17,277
1590,93,172
1591,114,88
1592,400,323
1593,674,86
1594,553,-607
1595,189,-719
1596,2,-367
1597,-227,-155
1598,-708,23
1599,-763,22
1600,-402,-232
1601,-290,-129
1602,-78,310
1603,309,511
1604,408,499
1605,676,348
1606,971,43
1607,538,-81
1608,158,-174
1609,306,-484
1610,12,-468
1611,-535,-150
1612,-462,-87
1613,-184,50
1614,-116,279
1615,122,135
1616,494,198
1617,602,486
1618,452,-25
1619,153,-704
1620,-246,-550
1621,-467,-364
1622,-457,-448
1623,-463,-132
1624,-347,267
1625,-87,343
1626,29,463
1627,217,581
1628,579,400
1629,612,252
1630,188,231
1631,-230,-175
1632,-177,-634
1633,57,-527
1634,-319,-369
1635,-956,-293
1636,-954,153
1637,-607,363
1638,-336,116
1639,60,173
1640,394,247
1641,345,-58
1642,96,-173
1643,24,-319
1644,123,-780
1645,-28,-672
1646,-284,-27
1647,-113,249
1648,171,325
1649,262,410
1650,495,333
1651,607,462
1652,404,513
1653,491,-141
1654,567,-680
1655,18,-474
1656,-337,-371
1657,-164,-541
1658,-344,-258
1659,-671,238
1660,-496,369
1661,-255,336
1662,-128,280
1663,130,99
1664,242,49
1665,249,54
1666,326,-261
1667,88,-475
1668,-214,-298
1669,-113,-242
1670,-229,-132
1671,-572,288
1672,-229,366
1673,367,288
1674,436,616
1675,499,625
1676,710,122
1677,523,-191
1678,210,-515
1679,149,-874
1680,-84,-605
1681,-451,-117
1682,-276,-38
1683,147,215
1684,75,742
1685,20,679
1686,486,304
1687,738,342
1688,514,136
1689,365,-505
1690,159,-586
1691,-274,-261
1692,-405,-238
1693,-308,-194
1694,-364,55
1695,-81,304
1696,487,548
1697,405,478
1698,52,112
1699,208,95
1700,204,236
1701,-139,-62
1702,-47,-356
1703,174,-188
1704,37,-19
1705,-165,-26
1706,-352,199
1707,-276,410
1708,308,96
1709,661,-227
1710,487,-162
1711,455,-324
1712,446,-573
1713,42,-369
1714,-296,-260
1715,-303,-348
1716,-293,-102
1717,-279,111
1718,-167,123
1719,-77,256
1720,97,183
1721,394,-124
1722,298,-137
1723,-219,-59
1724,-395,-168
1725,-304,-58
1726,-485,166
1727,-534,64
1728,-265,146
1729,27,583
1730,537,440
1731,855,-98
1732,409,-57
1733,16,-54
1734,127,-585
1735,131,-617
1736,-79,-165
1737,-376,-52
1738,-600,326
1739,-392,1068
1740,5,964
1741,325,314
1742,711,110
1743,925,-147
1744,664,-649
1745,127,-758
1746,-200,-662
1747,-156,-573
1748,-170,-194
1749,-304,146
1750,-181,146
1751,36,217
1752,191,309
1753,427,-39
1754,481,-448
1755,245,-441
1756,76,-418
1757,-10,-468
1758,-131,-187
1759,-78,105
1760,74,184
1761,90,405
1762,200,464
1763,438,38
1764,386,-276
1765,107,-245
1766,-41,-370
1767,-93,-565
1768,-139,-297
1769,-107,161
1770,-27,266
1771,-32,284
1772,-75,398
1773,129,268
1774,454,61
1775,369,-12
1776,-48,-297
1777,-356,-513
1778,-510,-204
1779,-490,-15
1780,-385,-205
1781,-418,-32
1782,-298,418
1783,138,480
1784,409,194
1785,450,-218
1786,516,-545
1787,296,-508
1788,-186,-384
1789,-217,-467
1790,19,-347
1791,-205,215
1792,-364,701
1793,61,745
1794,383,589
1795,409,322
1796,442,-57
1797,188,-201
1798,-202,-204
1799,-264,-339
1800,-302,-163
1801,-368,281
1802,-39,340
1803,344,270
1804,293,375
1805,266,166
1806,487,-262
1807,250,-240
1808,-278,-90
1809,-87,-363
1810,365,-242
1811,94,608
1812,-286,831
1813,-142,373
1814,97,398
1815,381,430
1816,740,40
1817,534,-59
1818,-164,-56
1819,-478,-257
1820,-391,-230
1821,-479,-42
1822,-662,88
1823,-553,91
1824,-177,-166
1825,222,-214
1826,421,172
1827,263,147
1828,-41,-545
1829,-208,-902
1830,-382,-536
1831,-509,-216
1832,-365,-133
1833,-270,182
1834,-194,376
1835,256,64
1836,652,-175
1837,646,-147
1838,601,-317
1839,358,-589
1840,-329,-534
1841,-729,-188
1842,-377,130
1843,32,343
1844,110,485
1845,226,166
1846,362,-577
1847,404,-802
1848,532,-550
1849,468,-617
1850,-21,-576
1851,-467,-183
1852,-565,-44
1853,-397,102
1854,-60,409
1855,293,324
1856,605,194
1857,725,316
1858,474,1
1859,189,-564
1860,22,-464
1861,-304,7
1862,-580,127
1863,-595,217
1864,-441,512
1865,86,449
1866,701,157
1867,730,153
1868,427,-111
1869,110,-728
