bin,py_i,py_q,rtl_i,rtl_q,py_mag,rtl_mag,diff_i,diff_q
120,0,1,0,1,1,1,0,0
121,-1,1,-1,1,2,2,0,0
122,-1,1,-1,1,2,2,0,0
123,0,1,0,1,1,1,0,0
124,-1,1,-1,1,2,2,0,0
125,-1,1,-1,1,2,2,0,0
126,-2,2,-2,2,4,4,0,0
127,-3,2,-3,2,5,5,0,0
128,-4,1,-4,1,5,5,0,0
129,-4,0,-4,0,4,4,0,0
130,-3,0,-3,0,3,3,0,0
131,-3,-1,-3,-1,4,4,0,0
132,-3,-1,-3,-1,4,4,0,0
133,-3,-1,-3,-1,4,4,0,0
134,-3,-1,-3,-1,4,4,0,0
135,-4,-1,-4,-1,5,5,0,0
136,-3,-2,-3,-2,5,5,0,0
137,-3,-2,-3,-2,5,5,0,0
138,-3,-3,-3,-3,6,6,0,0
139,-3,-3,-3,-3,6,6,0,0
140,-3,-4,-3,-4,7,7,0,0
141,-3,-5,-3,-5,8,8,0,0
142,-2,-6,-2,-6,8,8,0,0
143,-1,-5,-1,-5,6,6,0,0
144,0,-4,0,-4,4,4,0,0
145,0,-4,0,-4,4,4,0,0
146,0,-3,0,-3,3,3,0,0
147,0,-3,0,-3,3,3,0,0
148,0,-3,0,-3,3,3,0,0
149,0,-3,0,-3,3,3,0,0
150,0,-3,0,-3,3,3,0,0
151,0,-3,0,-3,3,3,0,0
152,1,-3,1,-3,4,4,0,0
153,1,-3,1,-3,4,4,0,0
154,2,-2,2,-2,4,4,0,0
155,2,-1,2,-1,3,3,0,0
156,1,0,1,0,1,1,0,0
157,1,-1,1,-1,2,2,0,0
158,1,-1,1,-1,2,2,0,0
159,2,0,2,0,2,2,0,0
160,2,0,2,0,2,2,0,0
161,1,1,1,1,2,2,0,0
162,2,1,2,1,3,3,0,0
163,2,1,2,1,3,3,0,0
164,1,1,1,1,2,2,0,0
165,1,1,1,1,2,2,0,0
166,0,1,0,1,1,1,0,0
167,-1,1,-1,1,2,2,0,0
168,-2,1,-2,1,3,3,0,0
169,-2,1,-2,1,3,3,0,0
170,-2,1,-2,1,3,3,0,0
171,-2,1,-2,1,3,3,0,0
172,-3,1,-3,1,4,4,0,0
173,-3,0,-3,0,3,3,0,0
174,-2,0,-2,0,2,2,0,0
175,-3,0,-3,0,3,3,0,0
176,-4,0,-4,0,4,4,0,0
177,-4,-1,-4,-1,5,5,0,0
178,-4,-2,-4,-2,6,6,0,0
179,-4,-3,-4,-3,7,7,0,0
180,-3,-3,-3,-3,6,6,0,0
181,-3,-3,-3,-3,6,6,0,0
182,-3,-3,-3,-3,6,6,0,0
183,-2,-3,-2,-3,5,5,0,0
184,-2,-4,-2,-4,6,6,0,0
185,-2,-3,-2,-3,5,5,0,0
186,-2,-4,-2,-4,6,6,0,0
187,-2,-5,-2,-5,7,7,0,0
188,-1,-5,-1,-5,6,6,0,0
189,0,-5,0,-5,5,5,0,0
190,-1,-5,-1,-5,6,6,0,0
191,-1,-5,-1,-5,6,6,0,0
192,-1,-5,-1,-5,6,6,0,0
193,0,-5,0,-5,5,5,0,0
194,1,-4,1,-4,5,5,0,0
195,2,-4,2,-4,6,6,0,0
196,2,-3,2,-3,5,5,0,0
197,2,-2,2,-2,4,4,0,0
198,1,-2,1,-2,3,3,0,0
199,2,-2,2,-2,4,4,0,0
200,2,-1,2,-1,3,3,0,0
201,1,0,1,0,1,1,0,0
202,1,-1,1,-1,2,2,0,0
203,1,-1,1,-1,2,2,0,0
204,1,-1,1,-1,2,2,0,0
205,1,-1,1,-1,2,2,0,0
206,2,-1,2,-1,3,3,0,0
207,3,0,3,0,3,3,0,0
208,2,1,2,1,3,3,0,0
209,1,1,1,1,2,2,0,0
210,1,1,1,1,2,2,0,0
211,0,0,0,0,0,0,0,0
212,0,0,0,0,0,0,0,0
213,-1,0,-1,0,1,1,0,0
214,0,0,0,0,0,0,0,0
215,1,1,1,1,2,2,0,0
216,0,2,0,2,2,2,0,0
217,-2,2,-2,2,4,4,0,0
218,-3,1,-3,1,4,4,0,0
219,-3,1,-3,1,4,4,0,0
220,-3,0,-3,0,3,3,0,0
221,-3,0,-3,0,3,3,0,0
222,-2,-1,-2,-1,3,3,0,0
223,-3,-1,-3,-1,4,4,0,0
224,-3,-2,-3,-2,5,5,0,0
225,-2,-2,-2,-2,4,4,0,0
226,-3,-2,-3,-2,5,5,0,0
227,-2,-2,-2,-2,4,4,0,0
228,-2,-3,-2,-3,5,5,0,0
229,-1,-3,-1,-3,4,4,0,0
230,-1,-3,-1,-3,4,4,0,0
231,-1,-3,-1,-3,4,4,0,0
232,-1,-3,-1,-3,4,4,0,0
233,-1,-3,-1,-3,4,4,0,0
234,-1,-3,-1,-3,4,4,0,0
235,0,-4,0,-4,4,4,0,0
236,0,-4,0,-4,4,4,0,0
237,1,-3,1,-3,4,4,0,0
238,0,-3,0,-3,3,3,0,0
239,1,-4,1,-4,5,5,0,0
240,1,-3,1,-3,4,4,0,0
241,1,-3,1,-3,4,4,0,0
242,1,-2,1,-2,3,3,0,0
243,1,-2,1,-2,3,3,0,0
244,2,-1,2,-1,3,3,0,0
245,2,-1,2,-1,3,3,0,0
246,2,-1,2,-1,3,3,0,0
247,2,0,2,0,2,2,0,0
248,1,-1,1,-1,2,2,0,0
249,1,-1,1,-1,2,2,0,0
250,1,0,1,0,1,1,0,0
251,0,0,0,0,0,0,0,0
252,0,0,0,0,0,0,0,0
253,0,0,0,0,0,0,0,0
254,1,0,1,0,1,1,0,0
255,1,1,1,1,2,2,0,0
256,1,2,1,2,3,3,0,0
257,1,1,1,1,2,2,0,0
258,0,1,0,1,1,1,0,0
259,-1,1,-1,1,2,2,0,0
260,-2,0,-2,0,2,2,0,0
261,-2,0,-2,0,2,2,0,0
262,-2,0,-2,0,2,2,0,0
263,-2,0,-2,0,2,2,0,0
264,-2,-1,-2,-1,3,3,0,0
265,-2,0,-2,0,2,2,0,0
266,-2,-1,-2,-1,3,3,0,0
267,-3,0,-3,0,3,3,0,0
268,-4,0,-4,0,4,4,0,0
269,-4,-1,-4,-1,5,5,0,0
270,-3,-2,-3,-2,5,5,0,0
271,-3,-3,-3,-3,6,6,0,0
272,-3,-3,-3,-3,6,6,0,0
273,-4,-3,-4,-3,7,7,0,0
274,-4,-3,-4,-3,7,7,0,0
275,-3,-4,-3,-4,7,7,0,0
276,-2,-3,-2,-3,5,5,0,0
277,-2,-3,-2,-3,5,5,0,0
278,-2,-2,-2,-2,4,4,0,0
279,-2,-2,-2,-2,4,4,0,0
280,-2,-2,-2,-2,4,4,0,0
281,-2,-3,-2,-3,5,5,0,0
282,-1,-3,-1,-3,4,4,0,0
283,0,-4,0,-4,4,4,0,0
284,1,-4,1,-4,5,5,0,0
285,2,-3,2,-3,5,5,0,0
286,2,-2,2,-2,4,4,0,0
287,1,-2,1,-2,3,3,0,0
288,1,-2,1,-2,3,3,0,0
289,1,-2,1,-2,3,3,0,0
290,1,-1,1,-1,2,2,0,0
291,0,-1,0,-1,1,1,0,0
292,1,-1,1,-1,2,2,0,0
293,1,-1,1,-1,2,2,0,0
294,1,0,1,0,1,1,0,0
295,1,0,1,0,1,1,0,0
296,1,0,1,0,1,1,0,0
297,1,1,1,1,2,2,0,0
298,1,2,1,2,3,3,0,0
299,1,2,1,2,3,3,0,0
300,1,2,1,2,3,3,0,0
301,1,3,1,3,4,4,0,0
302,-1,3,-1,3,4,4,0,0
303,-2,3,-2,3,5,5,0,0
304,-3,2,-3,2,5,5,0,0
305,-2,1,-2,1,3,3,0,0
306,-3,1,-3,1,4,4,0,0
307,-3,1,-3,1,4,4,0,0
308,-3,1,-3,1,4,4,0,0
309,-3,1,-3,1,4,4,0,0
310,-4,-1,-4,-1,5,5,0,0
311,-4,0,-4,0,4,4,0,0
312,-5,-1,-5,-1,6,6,0,0
313,-4,-2,-4,-2,6,6,0,0
314,-3,-3,-3,-3,6,6,0,0
315,-2,-3,-2,-3,5,5,0,0
316,-2,-2,-2,-2,4,4,0,0
317,-2,-3,-2,-3,5,5,0,0
318,-2,-3,-2,-3,5,5,0,0
319,-2,-2,-2,-2,4,4,0,0
320,-2,-2,-2,-2,4,4,0,0
321,-2,-2,-2,-2,4,4,0,0
322,-1,-2,-1,-2,3,3,0,0
323,-1,-2,-1,-2,3,3,0,0
324,-1,-3,-1,-3,4,4,0,0
325,0,-2,0,-2,2,2,0,0
326,0,-3,0,-3,3,3,0,0
327,0,-3,0,-3,3,3,0,0
328,1,-3,1,-3,4,4,0,0
329,0,-4,0,-4,4,4,0,0
330,1,-4,1,-4,5,5,0,0
331,1,-3,1,-3,4,4,0,0
332,1,-3,1,-3,4,4,0,0
333,2,-2,2,-2,4,4,0,0
334,1,-1,1,-1,2,2,0,0
335,1,-1,1,-1,2,2,0,0
336,2,0,2,0,2,2,0,0
337,1,1,1,1,2,2,0,0
338,2,0,2,0,2,2,0,0
339,1,0,1,0,1,1,0,0
340,2,1,2,1,3,3,0,0
341,2,1,2,1,3,3,0,0
342,1,2,1,2,3,3,0,0
343,1,3,1,3,4,4,0,0
344,0,3,0,3,3,3,0,0
345,-1,2,-1,2,3,3,0,0
346,-1,2,-1,2,3,3,0,0
347,-2,1,-2,1,3,3,0,0
348,-2,1,-2,1,3,3,0,0
349,-3,0,-3,0,3,3,0,0
350,-3,0,-3,0,3,3,0,0
351,-3,0,-3,0,3,3,0,0
352,-3,0,-3,0,3,3,0,0
353,-3,1,-3,1,4,4,0,0
354,-3,-1,-3,-1,4,4,0,0
355,-2,-1,-2,-1,3,3,0,0
356,-2,-2,-2,-2,4,4,0,0
357,-2,-1,-2,-1,3,3,0,0
358,-2,-2,-2,-2,4,4,0,0
359,-3,-2,-3,-2,5,5,0,0
360,-3,-2,-3,-2,5,5,0,0
361,-2,-3,-2,-3,5,5,0,0
362,-2,-3,-2,-3,5,5,0,0
363,-1,-2,-1,-2,3,3,0,0
364,-1,-2,-1,-2,3,3,0,0
365,-2,-3,-2,-3,5,5,0,0
366,-2,-3,-2,-3,5,5,0,0
367,-1,-4,-1,-4,5,5,0,0
368,-1,-4,-1,-4,5,5,0,0
369,-1,-4,-1,-4,5,5,0,0
370,0,-3,0,-3,3,3,0,0
371,0,-3,0,-3,3,3,0,0
372,0,-3,0,-3,3,3,0,0
373,0,-4,0,-4,4,4,0,0
374,1,-4,1,-4,5,5,0,0
375,1,-3,1,-3,4,4,0,0
376,1,-2,1,-2,3,3,0,0
377,1,-2,1,-2,3,3,0,0
378,2,-1,2,-1,3,3,0,0
379,1,0,1,0,1,1,0,0
380,1,1,1,1,2,2,0,0
381,1,0,1,0,1,1,0,0
382,2,0,2,0,2,2,0,0
383,2,0,2,0,2,2,0,0
384,2,1,2,1,3,3,0,0
385,1,2,1,2,3,3,0,0
386,1,2,1,2,3,3,0,0
387,0,2,0,2,2,2,0,0
388,0,2,0,2,2,2,0,0
389,-1,1,-1,1,2,2,0,0
390,-1,1,-1,1,2,2,0,0
391,-2,1,-2,1,3,3,0,0
392,-2,1,-2,1,3,3,0,0
393,-3,1,-3,1,4,4,0,0
394,-4,1,-4,1,5,5,0,0
395,-4,1,-4,1,5,5,0,0
396,-4,0,-4,0,4,4,0,0
397,-3,0,-3,0,3,3,0,0
398,-3,0,-3,0,3,3,0,0
399,-2,-1,-2,-1,3,3,0,0
400,-2,-1,-2,-1,3,3,0,0
401,-2,0,-2,0,2,2,0,0
402,-2,-1,-2,-1,3,3,0,0
403,-3,-1,-3,-1,4,4,0,0
404,-3,-2,-3,-2,5,5,0,0
405,-3,-3,-3,-3,6,6,0,0
406,-3,-3,-3,-3,6,6,0,0
407,-3,-3,-3,-3,6,6,0,0
408,-3,-3,-3,-3,6,6,0,0
409,-3,-3,-3,-3,6,6,0,0
410,-3,-3,-3,-3,6,6,0,0
411,-2,-3,-2,-3,5,5,0,0
412,-1,-3,-1,-3,4,4,0,0
413,-1,-2,-1,-2,3,3,0,0
414,0,-3,0,-3,3,3,0,0
415,0,-2,0,-2,2,2,0,0
416,0,-2,0,-2,2,2,0,0
417,0,-3,0,-3,3,3,0,0
418,1,-3,1,-3,4,4,0,0
419,2,-3,2,-3,5,5,0,0
420,2,-2,2,-2,4,4,0,0
421,1,-1,1,-1,2,2,0,0
422,1,-1,1,-1,2,2,0,0
423,1,-2,1,-2,3,3,0,0
424,1,-2,1,-2,3,3,0,0
425,1,-2,1,-2,3,3,0,0
426,1,-1,1,-1,2,2,0,0
427,1,0,1,0,1,1,0,0
428,1,1,1,1,2,2,0,0
429,1,2,1,2,3,3,0,0
430,1,2,1,2,3,3,0,0
431,0,1,0,1,1,1,0,0
432,0,1,0,1,1,1,0,0
433,-1,2,-1,2,3,3,0,0
434,-1,1,-1,1,2,2,0,0
435,-2,1,-2,1,3,3,0,0
436,-2,1,-2,1,3,3,0,0
437,-2,1,-2,1,3,3,0,0
438,-2,1,-2,1,3,3,0,0
439,-2,1,-2,1,3,3,0,0
440,-2,1,-2,1,3,3,0,0
441,-2,1,-2,1,3,3,0,0
442,-3,2,-3,2,5,5,0,0
443,-4,1,-4,1,5,5,0,0
444,-4,0,-4,0,4,4,0,0
445,-5,-1,-5,-1,6,6,0,0
446,-4,-1,-4,-1,5,5,0,0
447,-4,-1,-4,-1,5,5,0,0
448,-4,-1,-4,-1,5,5,0,0
449,-4,-2,-4,-2,6,6,0,0
450,-4,-2,-4,-2,6,6,0,0
451,-3,-3,-3,-3,6,6,0,0
452,-2,-3,-2,-3,5,5,0,0
453,-2,-4,-2,-4,6,6,0,0
454,-2,-4,-2,-4,6,6,0,0
455,-2,-4,-2,-4,6,6,0,0
456,-2,-3,-2,-3,5,5,0,0
457,-2,-4,-2,-4,6,6,0,0
458,-2,-4,-2,-4,6,6,0,0
459,-1,-4,-1,-4,5,5,0,0
460,1,-4,1,-4,5,5,0,0
461,1,-4,1,-4,5,5,0,0
462,1,-4,1,-4,5,5,0,0
463,2,-5,2,-5,7,7,0,0
464,2,-4,2,-4,6,6,0,0
465,2,-3,2,-3,5,5,0,0
466,1,-3,1,-3,4,4,0,0
467,2,-2,2,-2,4,4,0,0
468,1,-2,1,-2,3,3,0,0
469,1,-2,1,-2,3,3,0,0
470,2,-1,2,-1,3,3,0,0
471,3,-1,3,-1,4,4,0,0
472,2,-1,2,-1,3,3,0,0
473,1,-1,1,-1,2,2,0,0
474,1,0,1,0,1,1,0,0
475,1,0,1,0,1,1,0,0
476,1,1,1,1,2,2,0,0
477,1,1,1,1,2,2,0,0
478,1,1,1,1,2,2,0,0
479,0,1,0,1,1,1,0,0
480,0,1,0,1,1,1,0,0
481,-1,0,-1,0,1,1,0,0
482,-1,-1,-1,-1,2,2,0,0
483,-2,0,-2,0,2,2,0,0
484,-1,1,-1,1,2,2,0,0
485,-2,1,-2,1,3,3,0,0
486,-2,1,-2,1,3,3,0,0
487,-2,1,-2,1,3,3,0,0
488,-2,1,-2,1,3,3,0,0
489,-3,0,-3,0,3,3,0,0
490,-3,-1,-3,-1,4,4,0,0
491,-3,-1,-3,-1,4,4,0,0
492,-3,-1,-3,-1,4,4,0,0
493,-3,-2,-3,-2,5,5,0,0
494,-3,-2,-3,-2,5,5,0,0
495,-4,-2,-4,-2,6,6,0,0
496,-4,-3,-4,-3,7,7,0,0
497,-3,-3,-3,-3,6,6,0,0
498,-3,-4,-3,-4,7,7,0,0
499,-2,-3,-2,-3,5,5,0,0
500,-2,-4,-2,-4,6,6,0,0
501,-1,-4,-1,-4,5,5,0,0
502,-1,-3,-1,-3,4,4,0,0
503,-1,-3,-1,-3,4,4,0,0
504,0,-3,0,-3,3,3,0,0
505,0,-3,0,-3,3,3,0,0
506,-1,-3,-1,-3,4,4,0,0
507,0,-3,0,-3,3,3,0,0
508,0,-2,0,-2,2,2,0,0
509,0,-2,0,-2,2,2,0,0
510,0,-2,0,-2,2,2,0,0
511,1,-2,1,-2,3,3,0,0
512,1,-2,1,-2,3,3,0,0
513,2,-1,2,-1,3,3,0,0
514,1,-1,1,-1,2,2,0,0
515,2,-1,2,-1,3,3,0,0
516,1,0,1,0,1,1,0,0
517,1,2,1,2,3,3,0,0
518,0,2,0,2,2,2,0,0
519,-1,2,-1,2,3,3,0,0
520,-1,2,-1,2,3,3,0,0
521,-1,2,-1,2,3,3,0,0
522,-1,2,-1,2,3,3,0,0
523,0,1,0,1,1,1,0,0
524,0,1,0,1,1,1,0,0
525,-2,2,-2,2,4,4,0,0
526,-2,2,-2,2,4,4,0,0
527,-3,2,-3,2,5,5,0,0
528,-2,1,-2,1,3,3,0,0
529,-3,1,-3,1,4,4,0,0
530,-3,0,-3,0,3,3,0,0
531,-3,0,-3,0,3,3,0,0
532,-3,1,-3,1,4,4,0,0
533,-3,-1,-3,-1,4,4,0,0
534,-3,-1,-3,-1,4,4,0,0
535,-3,-2,-3,-2,5,5,0,0
536,-3,-1,-3,-1,4,4,0,0
537,-3,-2,-3,-2,5,5,0,0
538,-4,-3,-4,-3,7,7,0,0
539,-3,-3,-3,-3,6,6,0,0
540,-2,-3,-2,-3,5,5,0,0
541,-2,-3,-2,-3,5,5,0,0
542,-2,-3,-2,-3,5,5,0,0
543,-2,-3,-2,-3,5,5,0,0
544,-2,-3,-2,-3,5,5,0,0
545,-2,-2,-2,-2,4,4,0,0
546,-2,-3,-2,-3,5,5,0,0
547,-1,-3,-1,-3,4,4,0,0
548,0,-3,0,-3,3,3,0,0
549,-1,-2,-1,-2,3,3,0,0
550,0,-2,0,-2,2,2,0,0
551,0,-2,0,-2,2,2,0,0
552,1,-2,1,-2,3,3,0,0
553,1,-1,1,-1,2,2,0,0
554,0,-1,0,-1,1,1,0,0
555,-1,-1,-1,-1,2,2,0,0
556,0,-1,0,-1,1,1,0,0
557,0,-1,0,-1,1,1,0,0
558,0,0,0,0,0,0,0,0
559,0,0,0,0,0,0,0,0
560,1,0,1,0,1,1,0,0
561,1,1,1,1,2,2,0,0
562,1,1,1,1,2,2,0,0
563,1,0,1,0,1,1,0,0
564,1,0,1,0,1,1,0,0
565,0,1,0,1,1,1,0,0
566,0,1,0,1,1,1,0,0
567,0,1,0,1,1,1,0,0
568,-1,2,-1,2,3,3,0,0
569,-1,2,-1,2,3,3,0,0
570,-1,2,-1,2,3,3,0,0
571,-2,2,-2,2,4,4,0,0
572,-2,1,-2,1,3,3,0,0
573,-2,1,-2,1,3,3,0,0
574,-2,1,-2,1,3,3,0,0
575,-3,0,-3,0,3,3,0,0
576,-2,0,-2,0,2,2,0,0
577,-2,0,-2,0,2,2,0,0
578,-3,0,-3,0,3,3,0,0
579,-3,0,-3,0,3,3,0,0
580,-4,-1,-4,-1,5,5,0,0
581,-4,-1,-4,-1,5,5,0,0
582,-4,-1,-4,-1,5,5,0,0
583,-4,-1,-4,-1,5,5,0,0
584,-3,-1,-3,-1,4,4,0,0
585,-4,0,-4,0,4,4,0,0
586,-4,0,-4,0,4,4,0,0
587,-4,-1,-4,-1,5,5,0,0
588,-3,-2,-3,-2,5,5,0,0
589,-3,-2,-3,-2,5,5,0,0
590,-2,-2,-2,-2,4,4,0,0
591,-2,-3,-2,-3,5,5,0,0
592,-1,-3,-1,-3,4,4,0,0
593,-2,-3,-2,-3,5,5,0,0
594,-1,-3,-1,-3,4,4,0,0
595,0,-3,0,-3,3,3,0,0
596,0,-3,0,-3,3,3,0,0
597,0,-4,0,-4,4,4,0,0
598,0,-3,0,-3,3,3,0,0
599,1,-3,1,-3,4,4,0,0
600,1,-3,1,-3,4,4,0,0
601,1,-2,1,-2,3,3,0,0
602,2,-2,2,-2,4,4,0,0
603,2,0,2,0,2,2,0,0
604,2,0,2,0,2,2,0,0
605,2,0,2,0,2,2,0,0
606,1,0,1,0,1,1,0,0
607,1,0,1,0,1,1,0,0
608,1,1,1,1,2,2,0,0
609,1,1,1,1,2,2,0,0
610,1,1,1,1,2,2,0,0
611,1,1,1,1,2,2,0,0
612,1,2,1,2,3,3,0,0
613,0,2,0,2,2,2,0,0
614,-1,2,-1,2,3,3,0,0
615,-1,2,-1,2,3,3,0,0
616,-2,2,-2,2,4,4,0,0
617,-2,2,-2,2,4,4,0,0
618,-3,1,-3,1,4,4,0,0
619,-3,1,-3,1,4,4,0,0
620,-4,1,-4,1,5,5,0,0
621,-3,1,-3,1,4,4,0,0
622,-4,1,-4,1,5,5,0,0
623,-4,1,-4,1,5,5,0,0
624,-5,1,-5,1,6,6,0,0
625,-4,0,-4,0,4,4,0,0
626,-4,0,-4,0,4,4,0,0
627,-4,-1,-4,-1,5,5,0,0
628,-4,-2,-4,-2,6,6,0,0
629,-3,-3,-3,-3,6,6,0,0
630,-3,-3,-3,-3,6,6,0,0
631,-3,-2,-3,-2,5,5,0,0
632,-2,-2,-2,-2,4,4,0,0
633,-2,-2,-2,-2,4,4,0,0
634,-1,-2,-1,-2,3,3,0,0
635,0,-3,0,-3,3,3,0,0
636,-1,-3,-1,-3,4,4,0,0
637,-1,-2,-1,-2,3,3,0,0
638,-1,-2,-1,-2,3,3,0,0
639,-1,-2,-1,-2,3,3,0,0
640,0,-2,0,-2,2,2,0,0
641,1,-2,1,-2,3,3,0,0
642,1,-2,1,-2,3,3,0,0
643,1,-1,1,-1,2,2,0,0
644,2,-1,2,-1,3,3,0,0
645,1,0,1,0,1,1,0,0
646,1,0,1,0,1,1,0,0
647,1,-1,1,-1,2,2,0,0
648,1,-1,1,-1,2,2,0,0
649,2,0,2,0,2,2,0,0
650,2,1,2,1,3,3,0,0
651,1,1,1,1,2,2,0,0
652,1,2,1,2,3,3,0,0
653,1,2,1,2,3,3,0,0
654,0,2,0,2,2,2,0,0
655,0,2,0,2,2,2,0,0
656,-1,2,-1,2,3,3,0,0
657,-1,2,-1,2,3,3,0,0
658,-2,2,-2,2,4,4,0,0
659,-2,2,-2,2,4,4,0,0
660,-2,2,-2,2,4,4,0,0
661,-1,2,-1,2,3,3,0,0
662,-1,3,-1,3,4,4,0,0
663,-2,2,-2,2,4,4,0,0
664,-3,2,-3,2,5,5,0,0
665,-4,1,-4,1,5,5,0,0
666,-4,0,-4,0,4,4,0,0
667,-4,-1,-4,-1,5,5,0,0
668,-4,-1,-4,-1,5,5,0,0
669,-4,-1,-4,-1,5,5,0,0
670,-3,-1,-3,-1,4,4,0,0
671,-3,-2,-3,-2,5,5,0,0
672,-3,-1,-3,-1,4,4,0,0
673,-3,-2,-3,-2,5,5,0,0
674,-2,-3,-2,-3,5,5,0,0
675,-2,-2,-2,-2,4,4,0,0
676,-1,-2,-1,-2,3,3,0,0
677,-2,-2,-2,-2,4,4,0,0
678,-1,-2,-1,-2,3,3,0,0
679,-1,-2,-1,-2,3,3,0,0
680,-1,-2,-1,-2,3,3,0,0
681,0,-2,0,-2,2,2,0,0
682,0,-1,0,-1,1,1,0,0
683,-1,-2,-1,-2,3,3,0,0
684,0,-2,0,-2,2,2,0,0
685,0,-2,0,-2,2,2,0,0
