idx,rtl_i,py_i,err_i,rtl_q,py_q,err_q
159,1616,1591,25,-241,-259,18
160,1547,1405,142,-194,-185,-9
161,1316,1405,-89,-125,-195,70
162,1301,1299,2,-157,-113,-44
163,1208,1169,39,-100,-155,55
164,1091,1064,27,-147,-155,8
165,1018,844,174,-115,-94,-21
166,758,764,-6,-25,-100,75
167,608,568,40,-99,-29,-70
168,446,422,24,-81,-104,23
169,307,418,-111,-70,-88,18
170,224,183,41,-17,43,-60
171,7,54,-47,50,-34,84
172,-17,-66,49,-8,0,-8
173,-134,-274,140,59,31,28
174,-382,-398,16,22,7,15
175,-450,-582,132,-19,60,-79
176,-625,-597,-28,111,49,62
177,-745,-706,-39,108,158,-50
178,-893,-960,67,177,202,-25
179,-1086,-989,-97,217,157,60
180,-1070,-1120,50,164,207,-43
181,-1219,-1256,37,223,150,73
182,-1382,-1379,-3,195,211,-16
183,-1489,-1583,94,212,284,-72
184,-1655,-1617,-38,209,219,-10
185,-1647,-1731,84,133,263,-130
186,-1745,-1793,48,205,224,-19
187,-1837,-1809,-28,193,202,-9
188,-1868,-1999,131,224,246,-22
189,-2078,-2029,-49,293,232,61
190,-2144,-2103,-41,233,303,-70
191,-2160,-2191,31,300,270,30
192,-2148,-2127,-21,298,248,50
193,-2109,-2202,93,253,295,-42
194,-2269,-2195,-74,296,228,68
195,-2254,-2195,-59,259,298,-39
196,-2211,-2266,55,309,318,-9
197,-2266,-2206,-60,312,281,31
198,-2172,-2242,70,265,355,-90
199,-2207,-2202,-5,310,278,32
200,-2192,-2147,-45,257,259,-2
201,-2107,-2165,58,316,314,2
202,-2139,-2030,-109,373,313,60
203,-2047,-2051,4,308,359,-51
204,-2005,-2027,22,340,261,79
205,-1920,-1854,-66,260,230,30
206,-1792,-1820,28,237,273,-36
207,-1787,-1692,-95,288,218,70
208,-1633,-1625,-8,205,285,-80
209,-1575,-1550,-25,230,248,-18
210,-1507,-1365,-142,184,174,10
211,-1276,-1364,88,116,183,-67
212,-1259,-1259,0,147,102,45
213,-1167,-1127,-40,90,144,-54
214,-1050,-1022,-28,136,144,-8
215,-977,-802,-175,104,84,20
216,-717,-722,5,13,90,-77
217,-568,-528,-40,88,18,70
218,-405,-382,-23,71,92,-21
219,-265,-377,112,60,78,-18
220,-184,-142,-42,7,-53,60
221,34,-13,47,-62,22,-84
222,58,107,-49,-3,-11,8
223,175,315,-140,-69,-41,-28
224,422,439,-17,-33,-16,-17
225,490,622,-132,8,-70,78
226,666,637,29,-122,-59,-63
227,787,747,40,-118,-169,51
228,935,1003,-68,-187,-212,25
229,1128,1030,98,-228,-166,-62
230,1111,1159,-48,-175,-218,43
231,1260,1296,-36,-234,-162,-72
232,1424,1420,4,-205,-221,16
233,1530,1623,-93,-222,-293,71
234,1695,1658,37,-218,-228,10
235,1688,1772,-84,-142,-273,131
236,1785,1835,-50,-216,-233,17
237,1878,1850,28,-203,-213,10
238,1909,2041,-132,-233,-259,26
239,2119,2070,49,-304,-242,-62
240,2185,2142,43,-244,-313,69
241,2201,2232,-31,-309,-281,-28
242,2190,2169,21,-308,-260,-48
243,2150,2243,-93,-264,-305,41
244,2310,2235,75,-307,-238,-69
245,2294,2236,58,-269,-307,38
246,2251,2307,-56,-319,-328,9
247,2307,2247,60,-322,-290,-32
248,2212,2283,-71,-275,-365,90
249,2248,2243,5,-320,-287,-33
250,2233,2188,45,-267,-270,3
251,2148,2207,-59,-326,-325,-1
252,2180,2071,109,-383,-324,-59
253,2088,2093,-5,-318,-370,52
254,2046,2069,-23,-351,-272,-79
255,1961,1895,66,-271,-240,-31
256,1832,1862,-30,-248,-282,34
257,1828,1732,96,-299,-228,-71
258,1673,1665,8,-215,-296,81
259,1616,1591,25,-241,-259,18
260,1547,1405,142,-194,-185,-9
261,1316,1405,-89,-125,-195,70
262,1301,1299,2,-157,-113,-44
263,1208,1169,39,-100,-155,55
264,1091,1064,27,-147,-155,8
265,1018,844,174,-115,-94,-21
266,758,764,-6,-25,-100,75
267,608,568,40,-99,-29,-70
268,446,422,24,-81,-104,23
269,307,418,-111,-70,-88,18
270,224,183,41,-17,43,-60
271,7,54,-47,50,-34,84
272,-17,-66,49,-8,0,-8
273,-134,-274,140,59,31,28
274,-382,-398,16,22,7,15
275,-450,-582,132,-19,60,-79
276,-625,-597,-28,111,49,62
277,-745,-706,-39,108,158,-50
278,-893,-960,67,177,202,-25
279,-1086,-989,-97,217,157,60
280,-1070,-1120,50,164,207,-43
281,-1219,-1256,37,223,150,73
282,-1382,-1379,-3,195,211,-16
283,-1489,-1583,94,212,284,-72
284,-1655,-1617,-38,209,219,-10
285,-1647,-1731,84,133,263,-130
286,-1745,-1793,48,205,224,-19
287,-1837,-1809,-28,193,202,-9
288,-1868,-1999,131,224,246,-22
289,-2078,-2029,-49,293,232,61
290,-2144,-2103,-41,233,303,-70
291,-2160,-2191,31,300,270,30
292,-2148,-2127,-21,298,248,50
293,-2109,-2202,93,253,295,-42
294,-2269,-2195,-74,296,228,68
295,-2254,-2195,-59,259,298,-39
296,-2211,-2266,55,309,318,-9
297,-2266,-2206,-60,312,281,31
298,-2172,-2242,70,265,355,-90
299,-2207,-2202,-5,310,278,32
300,-2192,-2147,-45,257,259,-2
301,-2107,-2165,58,316,314,2
302,-2139,-2030,-109,373,313,60
303,-2047,-2051,4,308,359,-51
304,-2005,-2027,22,340,261,79
305,-1920,-1854,-66,260,230,30
306,-1792,-1820,28,237,273,-36
307,-1787,-1692,-95,288,218,70
308,-1633,-1625,-8,205,285,-80
309,-1575,-1550,-25,230,248,-18
310,-1507,-1365,-142,184,174,10
311,-1276,-1364,88,116,183,-67
312,-1259,-1259,0,147,102,45
313,-1167,-1127,-40,90,144,-54
314,-1050,-1022,-28,136,144,-8
315,-977,-802,-175,104,84,20
316,-717,-722,5,13,90,-77
317,-568,-528,-40,88,18,70
318,-405,-382,-23,71,92,-21
319,-265,-377,112,60,78,-18
320,-184,-142,-42,7,-53,60
321,34,-13,47,-62,22,-84
322,58,107,-49,-3,-11,8
323,175,315,-140,-69,-41,-28
324,422,439,-17,-33,-16,-17
325,490,622,-132,8,-70,78
326,666,637,29,-122,-59,-63
327,787,747,40,-118,-169,51
328,935,1003,-68,-187,-212,25
329,1128,1030,98,-228,-166,-62
330,1111,1159,-48,-175,-218,43
331,1260,1296,-36,-234,-162,-72
332,1424,1420,4,-205,-221,16
333,1530,1623,-93,-222,-293,71
334,1695,1658,37,-218,-228,10
335,1688,1772,-84,-142,-273,131
336,1785,1835,-50,-216,-233,17
337,1878,1850,28,-203,-213,10
338,1909,2041,-132,-233,-259,26
339,2119,2070,49,-304,-242,-62
340,2185,2142,43,-244,-313,69
341,2201,2232,-31,-309,-281,-28
342,2190,2169,21,-308,-260,-48
343,2150,2243,-93,-264,-305,41
344,2310,2235,75,-307,-238,-69
345,2294,2236,58,-269,-307,38
346,2251,2307,-56,-319,-328,9
347,2307,2247,60,-322,-290,-32
348,2212,2283,-71,-275,-365,90
349,2248,2243,5,-320,-287,-33
350,2233,2188,45,-267,-270,3
351,2148,2207,-59,-326,-325,-1
352,2180,2071,109,-383,-324,-59
353,2088,2093,-5,-318,-370,52
354,2046,2069,-23,-351,-272,-79
355,1961,1895,66,-271,-240,-31
356,1832,1862,-30,-248,-282,34
357,1828,1732,96,-299,-228,-71
358,1673,1665,8,-215,-296,81
359,1616,1591,25,-241,-259,18
360,1547,1405,142,-194,-185,-9
361,1316,1405,-89,-125,-195,70
362,1301,1299,2,-157,-113,-44
363,1208,1169,39,-100,-155,55
364,1091,1064,27,-147,-155,8
365,1018,844,174,-115,-94,-21
366,758,764,-6,-25,-100,75
367,608,568,40,-99,-29,-70
368,446,422,24,-81,-104,23
369,307,418,-111,-70,-88,18
370,224,183,41,-17,43,-60
371,7,54,-47,50,-34,84
372,-17,-66,49,-8,0,-8
373,-134,-274,140,59,31,28
374,-382,-398,16,22,7,15
375,-450,-582,132,-19,60,-79
376,-625,-597,-28,111,49,62
377,-745,-706,-39,108,158,-50
378,-893,-960,67,177,202,-25
379,-1086,-989,-97,217,157,60
380,-1070,-1120,50,164,207,-43
381,-1219,-1256,37,223,150,73
382,-1382,-1379,-3,195,211,-16
383,-1489,-1583,94,212,284,-72
384,-1655,-1617,-38,209,219,-10
385,-1647,-1731,84,133,263,-130
386,-1745,-1793,48,205,224,-19
387,-1837,-1809,-28,193,202,-9
388,-1868,-1999,131,224,246,-22
389,-2078,-2029,-49,293,232,61
390,-2144,-2103,-41,233,303,-70
391,-2160,-2191,31,300,270,30
392,-2148,-2127,-21,298,248,50
393,-2109,-2202,93,253,295,-42
394,-2269,-2195,-74,296,228,68
395,-2254,-2195,-59,259,298,-39
396,-2211,-2266,55,309,318,-9
397,-2266,-2206,-60,312,281,31
398,-2172,-2242,70,265,355,-90
399,-2207,-2202,-5,310,278,32
400,-2192,-2147,-45,257,259,-2
401,-2107,-2165,58,316,314,2
402,-2139,-2030,-109,373,313,60
403,-2047,-2051,4,308,359,-51
404,-2005,-2027,22,340,261,79
405,-1920,-1854,-66,260,230,30
406,-1792,-1820,28,237,273,-36
407,-1787,-1692,-95,288,218,70
408,-1633,-1625,-8,205,285,-80
409,-1575,-1550,-25,230,248,-18
410,-1507,-1365,-142,184,174,10
411,-1276,-1364,88,116,183,-67
412,-1259,-1259,0,147,102,45
413,-1167,-1127,-40,90,144,-54
414,-1050,-1022,-28,136,144,-8
415,-977,-802,-175,104,84,20
416,-717,-722,5,13,90,-77
417,-568,-528,-40,88,18,70
418,-405,-382,-23,71,92,-21
419,-265,-377,112,60,78,-18
420,-184,-142,-42,7,-53,60
421,34,-13,47,-62,22,-84
422,58,107,-49,-3,-11,8
423,175,315,-140,-69,-41,-28
424,422,439,-17,-33,-16,-17
425,490,622,-132,8,-70,78
426,666,637,29,-122,-59,-63
427,787,747,40,-118,-169,51
428,935,1003,-68,-187,-212,25
429,1128,1030,98,-228,-166,-62
430,1111,1159,-48,-175,-218,43
431,1260,1296,-36,-234,-162,-72
432,1424,1420,4,-205,-221,16
433,1530,1623,-93,-222,-293,71
434,1695,1658,37,-218,-228,10
435,1688,1772,-84,-142,-273,131
436,1785,1835,-50,-216,-233,17
437,1878,1850,28,-203,-213,10
438,1909,2041,-132,-233,-259,26
439,2119,2070,49,-304,-242,-62
440,2185,2142,43,-244,-313,69
441,2201,2232,-31,-309,-281,-28
442,2190,2169,21,-308,-260,-48
443,2150,2243,-93,-264,-305,41
444,2310,2235,75,-307,-238,-69
445,2294,2236,58,-269,-307,38
446,2251,2307,-56,-319,-328,9
447,2307,2247,60,-322,-290,-32
448,2212,2283,-71,-275,-365,90
449,2248,2243,5,-320,-287,-33
450,2233,2188,45,-267,-270,3
451,2148,2207,-59,-326,-325,-1
452,2180,2071,109,-383,-324,-59
453,2088,2093,-5,-318,-370,52
454,2046,2069,-23,-351,-272,-79
455,1961,1895,66,-271,-240,-31
456,1832,1862,-30,-248,-282,34
457,1828,1732,96,-299,-228,-71
458,1673,1665,8,-215,-296,81
459,1616,1591,25,-241,-259,18
460,1547,1405,142,-194,-185,-9
461,1316,1405,-89,-125,-195,70
462,1301,1299,2,-157,-113,-44
463,1208,1169,39,-100,-155,55
464,1091,1064,27,-147,-155,8
465,1018,844,174,-115,-94,-21
466,758,764,-6,-25,-100,75
467,608,568,40,-99,-29,-70
468,446,422,24,-81,-104,23
469,307,418,-111,-70,-88,18
470,224,183,41,-17,43,-60
471,7,54,-47,50,-34,84
472,-17,-66,49,-8,0,-8
473,-134,-274,140,59,31,28
474,-382,-398,16,22,7,15
475,-450,-582,132,-19,60,-79
476,-625,-597,-28,111,49,62
477,-745,-706,-39,108,158,-50
478,-893,-960,67,177,202,-25
479,-1086,-989,-97,217,157,60
480,-1070,-1120,50,164,207,-43
481,-1219,-1256,37,223,150,73
482,-1382,-1379,-3,195,211,-16
483,-1489,-1583,94,212,284,-72
484,-1655,-1617,-38,209,219,-10
485,-1647,-1731,84,133,263,-130
486,-1745,-1793,48,205,224,-19
487,-1837,-1809,-28,193,202,-9
488,-1868,-1999,131,224,246,-22
489,-2078,-2029,-49,293,232,61
490,-2144,-2103,-41,233,303,-70
491,-2160,-2191,31,300,270,30
492,-2148,-2127,-21,298,248,50
493,-2109,-2202,93,253,295,-42
494,-2269,-2195,-74,296,228,68
495,-2254,-2195,-59,259,298,-39
496,-2211,-2266,55,309,318,-9
497,-2266,-2206,-60,312,281,31
498,-2172,-2242,70,265,355,-90
499,-2207,-2202,-5,310,278,32
500,-2192,-2147,-45,257,259,-2
501,-2107,-2165,58,316,314,2
502,-2139,-2030,-109,373,313,60
503,-2047,-2051,4,308,359,-51
504,-2005,-2027,22,340,261,79
505,-1920,-1854,-66,260,230,30
506,-1792,-1820,28,237,273,-36
507,-1787,-1692,-95,288,218,70
508,-1633,-1625,-8,205,285,-80
509,-1575,-1550,-25,230,248,-18
510,-1507,-1365,-142,184,174,10
511,-1276,-1364,88,116,183,-67
512,-1259,-1259,0,147,102,45
513,-1167,-1127,-40,90,144,-54
514,-1050,-1022,-28,136,144,-8
515,-977,-802,-175,104,84,20
516,-717,-722,5,13,90,-77
517,-568,-528,-40,88,18,70
518,-405,-382,-23,71,92,-21
519,-265,-377,112,60,78,-18
520,-184,-142,-42,7,-53,60
521,34,-13,47,-62,22,-84
522,58,107,-49,-3,-11,8
523,175,315,-140,-69,-41,-28
524,422,439,-17,-33,-16,-17
525,490,622,-132,8,-70,78
526,666,637,29,-122,-59,-63
527,787,747,40,-118,-169,51
528,935,1003,-68,-187,-212,25
529,1128,1030,98,-228,-166,-62
530,1111,1159,-48,-175,-218,43
531,1260,1296,-36,-234,-162,-72
532,1424,1420,4,-205,-221,16
533,1530,1623,-93,-222,-293,71
534,1695,1658,37,-218,-228,10
535,1688,1772,-84,-142,-273,131
536,1785,1835,-50,-216,-233,17
537,1878,1850,28,-203,-213,10
538,1909,2041,-132,-233,-259,26
539,2119,2070,49,-304,-242,-62
540,2185,2142,43,-244,-313,69
541,2201,2232,-31,-309,-281,-28
542,2190,2169,21,-308,-260,-48
543,2150,2243,-93,-264,-305,41
544,2310,2235,75,-307,-238,-69
545,2294,2236,58,-269,-307,38
546,2251,2307,-56,-319,-328,9
547,2307,2247,60,-322,-290,-32
548,2212,2283,-71,-275,-365,90
549,2248,2243,5,-320,-287,-33
550,2233,2188,45,-267,-270,3
551,2148,2207,-59,-326,-325,-1
552,2180,2071,109,-383,-324,-59
553,2088,2093,-5,-318,-370,52
554,2046,2069,-23,-351,-272,-79
555,1961,1895,66,-271,-240,-31
556,1832,1862,-30,-248,-282,34
557,1828,1732,96,-299,-228,-71
558,1673,1665,8,-215,-296,81
559,1616,1591,25,-241,-259,18
560,1547,1405,142,-194,-185,-9
561,1316,1405,-89,-125,-195,70
562,1301,1299,2,-157,-113,-44
563,1208,1169,39,-100,-155,55
564,1091,1064,27,-147,-155,8
565,1018,844,174,-115,-94,-21
566,758,764,-6,-25,-100,75
567,608,568,40,-99,-29,-70
568,446,422,24,-81,-104,23
569,307,418,-111,-70,-88,18
570,224,183,41,-17,43,-60
571,7,54,-47,50,-34,84
572,-17,-66,49,-8,0,-8
573,-134,-274,140,59,31,28
574,-382,-398,16,22,7,15
575,-450,-582,132,-19,60,-79
576,-625,-597,-28,111,49,62
577,-745,-706,-39,108,158,-50
578,-893,-960,67,177,202,-25
579,-1086,-989,-97,217,157,60
580,-1070,-1120,50,164,207,-43
581,-1219,-1256,37,223,150,73
582,-1382,-1379,-3,195,211,-16
583,-1489,-1583,94,212,284,-72
584,-1655,-1617,-38,209,219,-10
585,-1647,-1731,84,133,263,-130
586,-1745,-1793,48,205,224,-19
587,-1837,-1809,-28,193,202,-9
588,-1868,-1999,131,224,246,-22
589,-2078,-2029,-49,293,232,61
590,-2144,-2103,-41,233,303,-70
591,-2160,-2191,31,300,270,30
592,-2148,-2127,-21,298,248,50
593,-2109,-2202,93,253,295,-42
594,-2269,-2195,-74,296,228,68
595,-2254,-2195,-59,259,298,-39
596,-2211,-2266,55,309,318,-9
597,-2266,-2206,-60,312,281,31
598,-2172,-2242,70,265,355,-90
599,-2207,-2202,-5,310,278,32
600,-2192,-2147,-45,257,259,-2
601,-2107,-2165,58,316,314,2
602,-2139,-2030,-109,373,313,60
603,-2047,-2051,4,308,359,-51
604,-2005,-2027,22,340,261,79
605,-1920,-1854,-66,260,230,30
606,-1792,-1820,28,237,273,-36
607,-1787,-1692,-95,288,218,70
608,-1633,-1625,-8,205,285,-80
609,-1575,-1550,-25,230,248,-18
610,-1507,-1365,-142,184,174,10
611,-1276,-1364,88,116,183,-67
612,-1259,-1259,0,147,102,45
613,-1167,-1127,-40,90,144,-54
614,-1050,-1022,-28,136,144,-8
615,-977,-802,-175,104,84,20
616,-717,-722,5,13,90,-77
617,-568,-528,-40,88,18,70
618,-405,-382,-23,71,92,-21
619,-265,-377,112,60,78,-18
620,-184,-142,-42,7,-53,60
621,34,-13,47,-62,22,-84
622,58,107,-49,-3,-11,8
623,175,315,-140,-69,-41,-28
624,422,439,-17,-33,-16,-17
625,490,622,-132,8,-70,78
626,666,637,29,-122,-59,-63
627,787,747,40,-118,-169,51
628,935,1003,-68,-187,-212,25
629,1128,1030,98,-228,-166,-62
630,1111,1159,-48,-175,-218,43
631,1260,1296,-36,-234,-162,-72
632,1424,1420,4,-205,-221,16
633,1530,1623,-93,-222,-293,71
634,1695,1658,37,-218,-228,10
635,1688,1772,-84,-142,-273,131
636,1785,1835,-50,-216,-233,17
637,1878,1850,28,-203,-213,10
638,1909,2041,-132,-233,-259,26
639,2119,2070,49,-304,-242,-62
640,2185,2142,43,-244,-313,69
641,2201,2232,-31,-309,-281,-28
642,2190,2169,21,-308,-260,-48
643,2150,2243,-93,-264,-305,41
644,2310,2235,75,-307,-238,-69
645,2294,2236,58,-269,-307,38
646,2251,2307,-56,-319,-328,9
647,2307,2247,60,-322,-290,-32
648,2212,2283,-71,-275,-365,90
649,2248,2243,5,-320,-287,-33
650,2233,2188,45,-267,-270,3
651,2148,2207,-59,-326,-325,-1
652,2180,2071,109,-383,-324,-59
653,2088,2093,-5,-318,-370,52
654,2046,2069,-23,-351,-272,-79
655,1961,1895,66,-271,-240,-31
656,1832,1862,-30,-248,-282,34
657,1828,1732,96,-299,-228,-71
658,1673,1665,8,-215,-296,81
659,1616,1591,25,-241,-259,18
660,1547,1405,142,-194,-185,-9
661,1316,1405,-89,-125,-195,70
662,1301,1299,2,-157,-113,-44
663,1208,1169,39,-100,-155,55
664,1091,1064,27,-147,-155,8
665,1018,844,174,-115,-94,-21
666,758,764,-6,-25,-100,75
667,608,568,40,-99,-29,-70
668,446,422,24,-81,-104,23
669,307,418,-111,-70,-88,18
670,224,183,41,-17,43,-60
671,7,54,-47,50,-34,84
672,-17,-66,49,-8,0,-8
673,-134,-274,140,59,31,28
674,-382,-398,16,22,7,15
675,-450,-582,132,-19,60,-79
676,-625,-597,-28,111,49,62
677,-745,-706,-39,108,158,-50
678,-893,-960,67,177,202,-25
679,-1086,-989,-97,217,157,60
680,-1070,-1120,50,164,207,-43
681,-1219,-1256,37,223,150,73
682,-1382,-1379,-3,195,211,-16
683,-1489,-1583,94,212,284,-72
684,-1655,-1617,-38,209,219,-10
685,-1647,-1731,84,133,263,-130
686,-1745,-1793,48,205,224,-19
687,-1837,-1809,-28,193,202,-9
688,-1868,-1999,131,224,246,-22
689,-2078,-2029,-49,293,232,61
690,-2144,-2103,-41,233,303,-70
691,-2160,-2191,31,300,270,30
692,-2148,-2127,-21,298,248,50
693,-2109,-2202,93,253,295,-42
694,-2269,-2195,-74,296,228,68
695,-2254,-2195,-59,259,298,-39
696,-2211,-2266,55,309,318,-9
697,-2266,-2206,-60,312,281,31
698,-2172,-2242,70,265,355,-90
699,-2207,-2202,-5,310,278,32
700,-2192,-2147,-45,257,259,-2
701,-2107,-2165,58,316,314,2
702,-2139,-2030,-109,373,313,60
703,-2047,-2051,4,308,359,-51
704,-2005,-2027,22,340,261,79
705,-1920,-1854,-66,260,230,30
706,-1792,-1820,28,237,273,-36
707,-1787,-1692,-95,288,218,70
708,-1633,-1625,-8,205,285,-80
709,-1575,-1550,-25,230,248,-18
710,-1507,-1365,-142,184,174,10
711,-1276,-1364,88,116,183,-67
712,-1259,-1259,0,147,102,45
713,-1167,-1127,-40,90,144,-54
714,-1050,-1022,-28,136,144,-8
715,-977,-802,-175,104,84,20
716,-717,-722,5,13,90,-77
717,-568,-528,-40,88,18,70
718,-405,-382,-23,71,92,-21
719,-265,-377,112,60,78,-18
720,-184,-142,-42,7,-53,60
721,34,-13,47,-62,22,-84
722,58,107,-49,-3,-11,8
723,175,315,-140,-69,-41,-28
724,422,439,-17,-33,-16,-17
725,490,622,-132,8,-70,78
726,666,637,29,-122,-59,-63
727,787,747,40,-118,-169,51
728,935,1003,-68,-187,-212,25
729,1128,1030,98,-228,-166,-62
730,1111,1159,-48,-175,-218,43
731,1260,1296,-36,-234,-162,-72
732,1424,1420,4,-205,-221,16
733,1530,1623,-93,-222,-293,71
734,1695,1658,37,-218,-228,10
735,1688,1772,-84,-142,-273,131
736,1785,1835,-50,-216,-233,17
737,1878,1850,28,-203,-213,10
738,1909,2041,-132,-233,-259,26
739,2119,2070,49,-304,-242,-62
740,2185,2142,43,-244,-313,69
741,2201,2232,-31,-309,-281,-28
742,2190,2169,21,-308,-260,-48
743,2150,2243,-93,-264,-305,41
744,2310,2235,75,-307,-238,-69
745,2294,2236,58,-269,-307,38
746,2251,2307,-56,-319,-328,9
747,2307,2247,60,-322,-290,-32
748,2212,2283,-71,-275,-365,90
749,2248,2243,5,-320,-287,-33
750,2233,2188,45,-267,-270,3
751,2148,2207,-59,-326,-325,-1
752,2180,2071,109,-383,-324,-59
753,2088,2093,-5,-318,-370,52
754,2046,2069,-23,-351,-272,-79
755,1961,1895,66,-271,-240,-31
756,1832,1862,-30,-248,-282,34
757,1828,1732,96,-299,-228,-71
