sample_idx,baseband_i,baseband_q
400,-3059,-37213
401,-6932,-34837
402,-7986,-34238
403,-11961,-30169
404,-17580,-23556
405,-20093,-20531
406,-22574,-21065
407,-25042,-18751
408,-27461,-11599
409,-32117,-8609
410,-36432,-7656
411,-36294,-3659
412,-31838,-2374
413,-27092,630
414,-24316,7239
415,-22666,9577
416,-19977,9894
417,-15265,13256
418,-11411,19893
419,-7455,23744
420,-3642,23296
421,-4536,27571
422,-2260,31948
423,5635,31771
424,7091,34720
425,6217,35593
426,10880,30398
427,15943,25326
428,20425,22075
429,23435,20362
430,23961,16312
431,27754,11426
432,34276,9629
433,37125,5885
434,34374,2964
435,28977,1702
436,24999,-4198
437,23225,-8936
438,21345,-10176
439,16302,-12828
440,10793,-18187
441,8546,-23878
442,4761,-23398
443,1088,-24393
444,1132,-33221
445,-2560,-36172
446,-7277,-34151
447,-8303,-33909
448,-13322,-28884
449,-19363,-21896
450,-20837,-18651
451,-23820,-18276
452,-29042,-15660
453,-32516,-8038
454,-33973,-5423
455,-33815,-5947
456,-31319,500
457,-26401,6052
458,-22333,6882
459,-19923,8333
460,-16657,13295
461,-11630,20772
462,-5727,22940
463,-4471,24382
464,-5180,30515
465,1630,32000
466,7431,32751
467,6445,35758
468,9828,31825
469,16346,24675
470,19645,20793
471,23008,20434
472,26989,17795
473,30596,8868
474,33575,5350
475,34470,6109
476,32214,19
477,26885,-5399
478,22382,-6681
479,19576,-8704
480,15666,-14000
481,10770,-21870
482,5044,-23477
483,2587,-24446
484,2985,-32157
485,-2184,-34606
486,-7359,-33654
487,-8163,-34101
488,-13687,-28564
489,-19693,-21876
490,-20744,-18175
491,-24872,-15718
492,-32072,-12950
493,-35669,-6640
494,-34108,-3687
495,-29587,-2766
496,-25379,4108
497,-22927,8853
498,-20644,11231
499,-13925,16177
500,-6843,20866
501,-7069,26603
502,-4139,28693
503,4918,28753
504,6275,34553
505,5735,35686
506,11974,29248
507,17089,23836
508,20664,20756
509,25721,19595
510,29890,13295
511,32918,5500
512,33855,6266
513,31437,2799
514,26723,-6649
515,22926,-9476
516,19499,-10836
517,12686,-15411
518,8317,-22043
519,7023,-26543
520,432,-25780
521,-4244,-30162
522,-3378,-36732
523,-7115,-34006
524,-13371,-27972
525,-17937,-23134
526,-22926,-21039
527,-26974,-18205
528,-30754,-8863
529,-33683,-5286
530,-32935,-5917
531,-29174,2304
532,-24593,8770
533,-21358,10034
534,-15736,13703
535,-8491,19267
536,-7417,26059
537,-4178,27621
538,4647,27704
539,6071,34569
540,6430,35124
541,13775,27439
542,18487,22078
543,21453,18521
544,27840,16592
545,33589,11218
546,35143,3749
547,31182,2451
548,25340,-1462
549,21853,-8002
550,19187,-11569
551,14243,-18203
552,6691,-21753
553,3243,-24079
554,3595,-32703
555,-1906,-35402
556,-8442,-32740
557,-11507,-30313
558,-17856,-24502
559,-23275,-20867
560,-25201,-15357
561,-29817,-7526
562,-34101,-7198
563,-33181,-3474
564,-28168,5400
565,-23466,8373
566,-19296,11214
567,-11368,16393
568,-6867,23067
569,-6712,28865
570,968,28469
571,7666,31570
572,7018,35770
573,12001,29450
574,19012,22511
575,20868,18048
576,25506,13307
577,33662,11355
578,37495,5617
579,32728,-1184
580,25157,-3683
581,21111,-7556
582,15924,-12272
583,10762,-19652
584,7615,-26002
585,316,-25000
586,-4469,-29751
587,-3994,-36780
588,-9381,-31652
589,-16737,-24434
590,-19924,-19613
591,-25077,-15267
592,-33053,-12871
593,-37477,-5934
594,-33069,589
595,-25371,2597
596,-21594,6852
597,-16670,11507
598,-11427,19030
599,-7893,25901
600,147,24875
601,5375,29800
602,5081,36507
603,11002,30173
604,18358,22937
605,20805,18041
606,25819,12643
607,33556,11051
608,36522,5033
609,31436,-2646
610,24551,-5298
611,19837,-10050
612,12325,-15473
613,7515,-22401
614,6760,-29482
615,-950,-29411
616,-7601,-32206
617,-8197,-34713
618,-14869,-27071
619,-21987,-21592
620,-24133,-15696
621,-29559,-7459
622,-33792,-7170
623,-31271,-2556
624,-26678,6469
625,-22635,9418
626,-17080,15225
627,-8189,20235
628,-3035,23745
629,-3357,33712
630,1764,37039
631,9664,31820
632,14029,27037
633,20191,21818
634,26726,19031
635,31723,12901
636,34646,3324
637,30052,925
638,23557,-2690
639,19532,-9182
640,14297,-14222
641,10480,-23236
642,4188,-26190
643,-4590,-26354
644,-6095,-34556
645,-8790,-33315
646,-17330,-24602
647,-21060,-20292
648,-24764,-12040
649,-31793,-7715
650,-33319,-6745
651,-29627,2477
652,-24554,8366
653,-19148,12565
654,-11928,19882
655,-3485,21751
656,-1264,28590
657,-721,37517
658,6918,33757
659,14317,27126
660,18661,20864
661,25344,14915
662,33115,13081
663,36972,5329
664,32286,-3094
665,24211,-5522
666,18751,-11809
667,11078,-17268
668,5900,-22739
669,5856,-32853
670,-827,-34642
671,-9768,-31121
672,-13631,-28099
673,-19936,-21238
674,-27916,-17684
675,-33774,-12345
676,-35341,-1728
677,-29221,1644
678,-22677,4922
679,-17172,12194
680,-9750,17588
681,-7307,26791
682,-3875,31996
683,5465,30557
684,10405,31827
685,14951,27221
686,23324,20431
687,29182,17758
688,33689,7879
689,33041,344
690,26192,-480
691,21138,-7059
692,14953,-13246
693,9250,-20411
694,6909,-30074
695,-788,-30699
696,-8472,-30990
697,-11607,-31288
698,-19006,-23379
699,-26432,-19364
700,-30774,-14008
701,-33872,-2726
702,-29851,157
703,-23122,3591
704,-17389,11923
705,-10026,17249
706,-7167,26951
707,-3940,33222
708,5603,30880
709,11507,30809
710,15734,25611
711,24096,18341
712,31531,16258
713,35832,6352
714,32846,-2502
715,24479,-4018
716,18658,-11985
717,10877,-17762
718,4171,-22400
719,4270,-34695
720,-1169,-36936
721,-11294,-30126
722,-15991,-24682
723,-22031,-16147
724,-30215,-12538
725,-33600,-9064
726,-31744,2398
727,-25267,7867
728,-18829,12813
729,-11818,20875
730,-1311,21984
731,2552,28939
732,3217,36374
733,12314,29431
734,19664,22824
735,23185,15831
736,30373,6511
737,32268,5977
738,27027,1109
739,21202,-8736
740,15143,-13851
741,10759,-23357
742,3979,-28870
743,-5397,-28337
744,-9331,-32815
745,-14188,-28698
746,-23373,-20140
747,-29851,-17912
748,-34344,-7276
749,-32778,2149
750,-24732,3212
751,-18956,11493
752,-11096,17581
753,-3564,22148
754,-3659,34985
755,1605,36970
756,12403,28855
757,17302,22675
758,23454,13501
759,30961,9509
760,31545,7110
761,27638,-3596
762,20833,-10017
763,14501,-16504
764,8981,-25827
765,-1075,-26275
766,-7868,-29991
767,-10115,-33507
768,-18178,-24183
769,-27021,-19161
770,-32377,-13875
771,-34713,-568
772,-28634,3524
773,-20847,7890
774,-14524,17317
775,-4449,19830
776,-342,28612
777,599,37273
778,10597,30388
779,18873,23560
780,23204,16007
781,30694,5922
782,31476,5319
783,25346,364
784,19294,-10126
785,12026,-15223
786,8239,-26330
787,4189,-34582
788,-6264,-30925
789,-13002,-29001
790,-17377,-22336
791,-26390,-13235
792,-32105,-11939
793,-31713,-3222
794,-26570,7444
795,-18518,11319
796,-12922,21171
797,-4601,26360
798,5647,26364
799,8966,33219
800,13640,29324
801,23703,19708
802,31593,17584
803,36222,6163
804,32654,-4793
805,23020,-6787
806,16816,-15959
807,7424,-21181
808,-2637,-23445
809,-3801,-34466
810,-8721,-32985
811,-19561,-23050
812,-25891,-19386
813,-31482,-8217
814,-32446,538
815,-25300,1723
816,-19021,11536
817,-10407,17942
818,-1739,22258
819,-728,34934
820,5308,34626
821,16832,25229
822,22716,20454
823,29053,9166
824,32492,2270
825,26634,1552
826,20121,-9328
827,11774,-16518
828,3835,-21626
829,3009,-35220
830,-3418,-35655
831,-15100,-26494
832,-20617,-21265
833,-27319,-9712
834,-32127,-2929
835,-27059,-2206
836,-20532,8559
837,-12335,15804
838,-4609,21429
839,-3670,35302
840,3048,35745
841,14923,26667
842,20459,21331
843,27228,9718
844,32192,3223
845,27135,2506
846,20474,-8664
847,12139,-15996
848,4265,-21464
849,3162,-35284
850,-3613,-35435
851,-15484,-26180
852,-21084,-21216
853,-27655,-9454
854,-32028,-2087
855,-26612,-1116
856,-20009,9628
857,-11512,16577
858,-2992,21739
859,-1512,35162
860,4842,34709
861,16747,25212
862,23355,20571
863,29685,8569
864,32207,528
865,25682,-817
866,18828,-11909
867,9754,-18436
868,498,-22395
869,-1466,-34872
870,-7690,-33110
871,-19573,-23004
872,-26966,-19532
873,-32623,-7250
874,-32238,2869
875,-23826,4949
876,-16879,15783
877,-6949,21429
878,4144,23444
879,6663,34387
880,11931,30878
881,23694,19420
882,31545,17485
883,35380,5533
884,30970,-7259
885,19594,-9730
886,13429,-20986
887,5459,-28481
888,-6883,-26378
889,-11018,-30683
890,-15839,-24887
891,-27150,-12048
892,-31342,-11265
893,-29266,-3114
894,-23518,10047
895,-12899,13813
896,-8444,26385
897,-5019,37523
898,7504,31202
899,16286,25346
900,21295,16855
901,29914,4917
902,30574,3902
903,23513,-2551
904,16014,-14715
905,5933,-18102
906,389,-28587
907,-2463,-36875
908,-13364,-27326
909,-24167,-21423
910,-30406,-14659
911,-33937,562
912,-27995,5207
913,-18797,11467
914,-11278,23624
915,1203,23845
916,9187,27593
917,11010,32084
918,20510,19801
919,29866,13252
920,30755,10581
921,28244,-4520
922,19075,-11832
923,9996,-17819
924,8031,-34028
925,-621,-35405
926,-13216,-27311
927,-18965,-22387
928,-26585,-9437
929,-31787,-2135
930,-26216,-672
931,-18812,12007
932,-9083,18960
933,1383,22464
934,4338,34685
935,10555,31554
936,23092,20192
937,30804,18121
938,34192,5286
939,29490,-8446
940,17088,-10703
941,11457,-23397
942,5685,-33513
943,-7851,-28320
944,-14669,-26594
945,-19257,-18675
946,-29438,-4932
947,-30520,-3848
948,-23094,3033
949,-15266,16168
950,-3898,18953
951,3039,28518
952,5922,36060
953,16771,24875
954,27795,18975
955,32747,13644
956,33008,-3559
957,22601,-10098
958,12097,-15954
959,9287,-31896
960,-785,-32733
961,-13107,-26513
962,-17475,-23451
963,-25444,-9815
964,-31559,-1763
965,-25901,-271
966,-18440,12971
967,-8295,19787
968,3218,22570
969,6106,34841
970,12352,30070
971,25543,15831
972,31083,14750
973,30878,4322
974,25193,-10247
975,13050,-13354
976,8067,-26870
977,4382,-38729
978,-9124,-30531
979,-19739,-24186
980,-25928,-15880
981,-32283,-535
982,-28462,3086
983,-19053,10309
984,-11459,24758
985,1299,24944
986,10457,26732
987,12567,29437
988,22734,15006
989,31626,7855
990,27463,6845
991,20978,-8310
992,11612,-16370
993,804,-21108
994,-2525,-35181
995,-9879,-31664
996,-23371,-19460
997,-30347,-17795
998,-32461,-4849
999,-26911,9905
1000,-14022,12385
1001,-8776,26404
1002,-4373,38697
1003,9552,30116
1004,20615,23725
1005,27591,15764
1006,33098,-902
1007,27475,-5396
1008,17882,-11625
1009,11439,-27407
1010,-1225,-28315
1011,-11957,-26291
1012,-14735,-26457
1013,-24057,-11236
1014,-31914,-2302
1015,-25997,-1492
1016,-18399,12996
1017,-8132,20478
1018,5644,22024
1019,9140,33543
1020,13892,27825
1021,27218,12204
1022,30413,11363
1023,25632,2088
1024,19515,-12360
1025,7345,-15851
1026,183,-28368
1027,-3335,-36879
1028,-16043,-25066
1029,-27340,-19337
1030,-31766,-13674
1031,-31355,4434
1032,-19825,11572
1033,-9363,17989
1034,-7152,35425
1035,2984,35195
1036,17537,24338
1037,26395,20746
1038,33690,6690
1039,31275,-7381
1040,18572,-9611
1041,11943,-23155
1042,5955,-35582
1043,-7716,-29219
1044,-17978,-24708
1045,-25097,-16649
1046,-31882,53
1047,-28203,3708
1048,-18868,10165
1049,-11494,27481
1050,1116,28506
1051,12510,25178
1052,16382,25442
1053,24794,10140
1054,31546,-197
1055,24858,-1119
1056,16031,-17028
1057,6278,-26153
1058,-7239,-23011
1059,-12444,-29305
1060,-17114,-22171
1061,-29380,-4058
1062,-30584,-3308
1063,-21350,4459
1064,-13486,20697
1065,-234,20505
1066,10143,25937
1067,11893,31425
1068,22362,13930
1069,32388,5463
1070,26597,5363
1071,18852,-12034
1072,8906,-20232
1073,-5876,-20980
1074,-10025,-33034
1075,-14428,-26161
1076,-28510,-9136
1077,-30822,-9668
1078,-23050,289
1079,-16253,16965
1080,-2516,18018
1081,7153,27970
1082,8505,35065
1083,20670,17630
1084,31593,9924
1085,26633,8294
1086,20532,-9818
1087,10919,-17417
1088,-3213,-20780
1089,-6378,-35505
1090,-12259,-28576
1091,-27897,-11524
1092,-30237,-11499
1093,-23224,-428
1094,-17202,15943
1095,-3431,17106
1096,5943,28352
1097,7408,35745
1098,20431,17916
1099,31663,10259
1100,26418,8484
1101,20309,-10266
1102,10669,-17952
1103,-4324,-20477
1104,-8026,-34651
1105,-13138,-27297
1106,-28464,-9618
1107,-30775,-10279
1108,-22530,486
1109,-15795,18301
1110,-1522,18398
1111,9626,26702
1112,10859,33386
1113,21704,14188
1114,32641,5034
1115,26424,5262
1116,17717,-13329
1117,8143,-22244
1118,-6646,-20079
1119,-12338,-30060
1120,-16555,-23205
1121,-29118,-3018
1122,-30556,-2269
1123,-20234,5542
1124,-11804,25014
1125,572,24473
1126,12025,23544
1127,15531,27518
1128,23779,10581
1129,31127,-2400
1130,24510,-2135
1131,15090,-18719
1132,5966,-32060
1133,-7724,-25367
1134,-17378,-24210
1135,-24205,-17995
1136,-30776,1100
1137,-26705,6182
1138,-17062,11841
1139,-10289,31428
1140,870,34140
1141,14201,25135
1142,24809,21618
1143,33809,6890
1144,30150,-7863
1145,16239,-11020
1146,10234,-25549
1147,3712,-37721
1148,-12427,-28506
1149,-24405,-21377
1150,-31593,-13653
1151,-32972,4388
1152,-17752,12186
1153,-3544,20284
1154,-2176,35983
1155,8760,30507
1156,26029,17713
1157,28450,16416
1158,25793,2101
1159,20792,-13733
1160,4556,-15329
1161,-5229,-28615
1162,-6712,-35979
1163,-20682,-16494
1164,-32523,-8233
1165,-26235,-7463
1166,-18091,12858
1167,-8454,22389
1168,6885,19280
1169,13432,28478
1170,17642,22433
1171,28585,855
1172,29300,-1649
1173,19340,-8052
1174,10950,-30081
1175,-572,-32448
1176,-13726,-24348
1177,-23825,-22315
1178,-32889,-7131
1179,-29784,8024
1180,-15560,11372
1181,-9521,26164
1182,-3130,37182
1183,14657,26836
1184,26016,20496
1185,28550,13078
1186,28939,-5918
1187,15744,-12794
1188,-653,-19865
1189,-3079,-36664
1190,-11075,-28390
1191,-28748,-10140
1192,-30651,-10666
1193,-21627,921
1194,-14372,21046
1195,-498,20045
1196,11629,22846
1197,14651,29209
1198,23205,10630
1199,30752,-3721
1200,24088,-2893
1201,14846,-20168
1202,5704,-36187
1203,-8418,-28671
1204,-20705,-23091
1205,-31228,-15350
1206,-34487,3484
1207,-19804,11056
1208,-5858,19217
1209,-3651,35736
1210,8976,29813
1211,27524,15607
1212,28599,14846
1213,22651,679
1214,17146,-17722
1215,1729,-17463
1216,-10473,-24874
1217,-12651,-31935
1218,-22393,-11621
1219,-31544,1948
1220,-24763,799
1221,-14930,19410
1222,-6008,35701
1223,8067,28159
1224,20575,23141
1225,30740,15252
1226,33707,-4064
1227,18599,-11550
1228,3532,-19720
1229,1481,-36287
1230,-9800,-28929
1231,-28477,-12754
1232,-29669,-12674
1233,-21805,253
1234,-15269,20303
1235,-734,19440
1236,12008,22162
1237,15972,28374
1238,24644,9748
1239,29642,-6418
1240,20497,-7134
1241,12413,-23421
1242,4346,-37817
1243,-12706,-28354
1244,-24710,-21139
1245,-28719,-13384
1246,-29445,5872
1247,-15642,13046
1248,2318,19112
1249,5804,35788
1250,12618,26900
1251,29121,4034
1252,30758,3434
1253,19782,-4992
1254,11227,-29014
1255,-610,-30512
1256,-14005,-23056
1257,-24287,-22407
1258,-33918,-6742
1259,-29049,9190
1260,-10101,13405
1261,-2650,28938
1262,1191,36323
1263,20140,18805
1264,31943,11663
1265,25292,9048
1266,18154,-13374
1267,8287,-24528
1268,-7581,-19474
1269,-16971,-24604
1270,-24582,-18809
1271,-31152,2632
1272,-22876,9077
1273,-11525,16716
1274,-7358,34938
1275,7342,30635
1276,26580,16675
1277,28233,15189
1278,22209,422
1279,16188,-19358
1280,1049,-18642
1281,-12092,-21972
1282,-17071,-27996
1283,-26159,-9123
1284,-28978,7750
1285,-17645,9749
1286,-10360,25588
1287,-2675,36530
1288,17385,23600
1289,28927,16963
1290,24701,11010
1291,20159,-11394
1292,9805,-20501
1293,-6985,-18016
1294,-14995,-26927
1295,-21498,-20793
1296,-29757,2248
1297,-23546,8721
1298,-12310,16140
1299,-7561,34684
1300,7181,30821
1301,26378,17139
1302,28157,15535
1303,21960,276
1304,15741,-20068
1305,783,-19122
1306,-12792,-20976
1307,-19074,-26201
1308,-28170,-8240
1309,-28638,8158
1310,-15470,10930
1311,-8725,27048
1312,-1315,36060
1313,19921,20001
1314,31488,13306
1315,24877,9760
1316,17917,-14020
1317,7973,-26151
1318,-7762,-20392
1319,-18303,-23647
1320,-28124,-17752
1321,-33751,3382
1322,-19432,11108
1323,-3049,19473
1324,-722,36981
1325,9906,28088
1326,29118,7410
1327,30672,7238
1328,19649,-3759
1329,11366,-29919
1330,-115,-32123
1331,-15142,-23471
1332,-26091,-20739
1333,-32455,-4320
1334,-25834,11684
1335,-4912,13792
1336,7216,26600
1337,9528,34427
1338,21876,11814
1339,30685,-4227
1340,22068,-4139
1341,13123,-22488
1342,3760,-37200
1343,-15409,-25824
1344,-27253,-18870
1345,-24613,-11559
1346,-19854,11804
1347,-9457,21259
1348,7284,17719
1349,17590,24246
1350,26221,18397
1351,32495,-3218
1352,20004,-10682
1353,4025,-18900
1354,1150,-36848
1355,-9896,-28058
1356,-29200,-6388
1357,-30574,-6058
1358,-19515,4344
1359,-11198,31133
1360,1286,33445
1361,17260,23306
1362,25818,19898
1363,28666,3268
1364,22656,-14113
1365,2955,-15193
1366,-11171,-23510
1367,-14323,-30448
1368,-24058,-10083
1369,-28264,7950
1370,-16466,10390
1371,-9170,26672
1372,-1429,36225
1373,20173,18060
1374,32721,10374
1375,25234,8741
1376,15595,-17251
1377,6647,-34148
1378,-8056,-26203
1379,-21246,-22531
1380,-28963,-14314
1381,-30432,6080
1382,-15436,13632
1383,6017,17225
1384,12779,30164
1385,18116,22977
1386,28624,-1845
1387,22836,-9259
1388,10338,-16514
1389,5807,-35626
1390,-9021,-28555
1391,-29252,-8091
1392,-30277,-8168
1393,-19727,3608
1394,-11159,31269
1395,1836,32903
1396,18037,22868
1397,25684,19647
1398,25445,1843
1399,19037,-16846
1400,2241,-16985
1401,-13255,-20805
1402,-20792,-25200
1403,-30522,-7748
1404,-28687,9305
1405,-8275,13398
1406,1373,29103
1407,3478,37540
1408,20907,13263
1409,31905,-2919
1410,23188,-1603
1411,14333,-21421
1412,3323,-37243
1413,-16726,-23688
1414,-28581,-16792
1415,-24830,-10950
1416,-16824,16002
1417,-7164,29680
1418,7656,23076
1419,21241,22644
1420,29642,14520
1421,31319,-5929
1422,15932,-13373
1423,-6156,-17347
1424,-13140,-29866
1425,-18917,-22778
1426,-29583,1991
1427,-21153,10444
1428,-5843,17694
1429,-2691,36647
1430,9969,28036
1431,29663,2213
1432,29834,1084
1433,19465,-6445
1434,10448,-33244
1435,-6007,-32926
1436,-23774,-18489
1437,-27875,-17039
1438,-21008,1133
1439,-12251,27359
1440,-403,27604
1441,15076,22412
1442,25907,20848
1443,29068,2845
1444,22536,-14284
1445,3296,-15717
1446,-13342,-21540
1447,-20121,-25570
1448,-30131,-8126
1449,-29193,9282
1450,-6856,13757
1451,5164,27441
1452,6465,35793
1453,21885,12580
1454,29487,-7618
1455,17420,-8716
1456,10699,-25135
1457,1727,-37026
1458,-21072,-15947
1459,-32147,-4133
1460,-24633,-5021
1461,-15657,19945
1462,-3764,38255
1463,14642,25558
1464,26735,19306
1465,24915,11842
1466,16556,-16964
1467,6825,-30933
1468,-7397,-24115
1469,-21625,-23037
1470,-27195,-13202
1471,-24705,9296
1472,-12682,17157
1473,6682,17445
1474,19377,23985
1475,27307,16760
1476,33323,-3556
1477,18391,-12225
1478,-6122,-18167
1479,-11134,-31488
1480,-15707,-24532
1481,-28999,1279
1482,-20708,11165
1483,-3492,18028
1484,-1148,36567
1485,10434,28642
1486,29443,349
1487,26557,-4280
1488,15690,-10493
1489,9222,-34637
1490,-9453,-29352
1491,-29253,-6979
1492,-29387,-7824
1493,-20312,3715
1494,-10533,33956
1495,6141,32879
1496,23338,17924
1497,27971,17459
1498,20893,-1803
1499,10723,-31171
1500,-1648,-30770
1501,-17145,-22503
1502,-26025,-20344
1503,-22449,732
1504,-13752,22922
1505,-1679,22579
1506,14805,21787
1507,26354,21062
1508,28306,2067
1509,21411,-14777
1510,3717,-16301
1511,-14702,-20959
1512,-24038,-22417
1513,-30678,-5500
1514,-27449,10309
1515,-4898,14386
1516,13492,22782
1517,18146,26725
1518,28571,9024
1519,29780,-9106
