idx,rtl_i,py_i,err_i,rtl_q,py_q,err_q
151,2391,-9771,12162,-28092,-32211,4119
152,1677,-10886,12563,-28822,-30923,2101
153,1035,-11886,12921,-29929,-30027,98
154,-294,-13196,12902,-30357,-28708,-1649
155,-800,-14305,13505,-31304,-27501,-3803
156,-1786,-15239,13453,-31822,-26611,-5211
157,-2730,-16352,13622,-32666,-25346,-7320
158,-3114,-17538,14424,-33846,-24259,-9587
159,-4523,-18678,14155,-34068,-23201,-10867
160,-5019,-19725,14706,-35311,-21905,-13406
161,-5084,-20971,15887,-36266,-20951,-15315
162,-6005,-21658,15653,-35777,-20320,-15457
163,-5811,-21525,15714,-35955,-20035,-15920
164,-5616,-21775,16159,-36133,-20193,-15940
165,-5976,-21741,15765,-35944,-20102,-15842
166,-5671,-21591,15920,-35989,-19937,-16052
167,-5733,-21941,16208,-36062,-20298,-15764
168,-6287,-21492,15205,-35803,-19975,-15828
169,-7074,-21819,14745,-34602,-19266,-15336
170,-8590,-23552,14962,-33165,-18828,-14337
171,-10172,-24544,14372,-31800,-17148,-14652
172,-11385,-25679,14294,-30356,-15676,-14680
173,-12820,-27078,14258,-29126,-14884,-14242
174,-14333,-28027,13694,-27620,-13157,-14463
175,-15568,-29537,13969,-26235,-12058,-14177
176,-17082,-30709,13627,-24984,-10932,-14052
177,-18558,-31733,13175,-23203,-9333,-13870
178,-19931,-33693,13762,-21742,-8482,-13260
179,-21480,-34755,13275,-20801,-6815,-13986
180,-21764,-35234,13470,-19993,-5593,-14400
181,-21573,-36289,14716,-19976,-5817,-14159
182,-21945,-36082,14137,-20309,-5823,-14486
183,-21478,-35684,14206,-19917,-5798,-14119
184,-21678,-36389,14711,-19943,-5586,-14357
185,-22892,-35718,12826,-19921,-5718,-14203
186,-23421,-34629,11208,-18081,-5267,-12814
187,-24872,-34133,9261,-16748,-3278,-13470
188,-26668,-32286,5618,-15774,-2286,-13488
189,-27690,-30754,3064,-13485,-934,-12551
190,-29693,-29648,-45,-12211,1314,-13525
191,-31346,-27441,-3905,-10801,2329,-13130
192,-32310,-26190,-6120,-8760,4090,-12850
193,-34475,-24955,-9520,-7914,5867,-13781
194,-35612,-22749,-12863,-6514,6603,-13117
195,-35398,-22135,-13263,-5605,8190,-13795
196,-36220,-22099,-14121,-5813,8866,-14679
197,-36185,-21481,-14704,-5709,8301,-14010
198,-35479,-21749,-13730,-5999,8574,-14573
199,-36109,-21831,-14278,-5184,8770,-13954
200,-34900,-20796,-14104,-3902,8917,-12819
201,-32313,-19612,-12701,-2965,10609,-13574
202,-31317,-17787,-13530,-561,12757,-13318
203,-29458,-15559,-13899,974,14412,-13438
204,-27311,-13906,-13405,2273,16474,-14201
205,-26217,-11829,-14388,5072,18384,-13312
206,-23772,-9589,-14183,6376,20399,-14023
207,-22040,-7822,-14218,7286,22697,-15411
208,-22293,-6337,-15956,8763,23777,-15014
209,-21723,-6006,-15717,8623,24444,-15821
210,-21396,-5649,-15747,8288,24409,-16121
211,-21945,-5546,-16399,8884,24206,-15322
212,-20868,-6441,-14427,9485,25432,-15947
213,-18920,-4817,-14103,10905,25294,-14389
214,-17253,-2942,-14311,13357,26020,-12663
215,-14815,-2751,-12064,15350,28983,-13633
216,-12591,-161,-12430,17484,29545,-12061
217,-10595,1547,-12142,20040,31090,-11050
218,-7996,1942,-9938,21926,33881,-11955
219,-6582,5034,-11616,23717,33955,-10238
220,-5834,6021,-11855,24332,35202,-10870
221,-5607,4999,-10606,24333,36537,-12204
222,-6313,5987,-12300,25067,35804,-10737
223,-4950,6081,-11031,24164,35947,-11783
224,-3725,5991,-9716,25014,35351,-10337
225,-3592,8184,-11776,28224,33469,-5245
226,-761,10585,-11346,28626,31558,-2932
227,860,12501,-11641,30474,28946,1528
228,1351,15104,-13753,33551,26626,6925
229,4584,17858,-13274,33584,24459,9125
230,5535,19476,-13941,35109,21855,13254
231,4803,20976,-16173,36610,20599,16011
232,6059,22120,-16061,35760,20502,15258
233,6107,21312,-15205,35932,19769,16163
234,6093,21597,-15504,35234,19809,15425
235,8515,23617,-15102,33087,19886,13201
236,11243,24492,-13249,30968,16888,14080
237,13437,26581,-13144,28021,14437,13584
238,16156,29969,-13813,25416,13150,12266
239,19139,31411,-12272,23285,9620,13665
240,20629,33477,-12848,20701,7637,13064
241,21430,36431,-15001,19720,6930,12790
242,22216,36098,-13882,20561,5517,15044
243,21292,35325,-14033,19837,5964,13873
244,21798,36694,-14896,18435,5398,13037
245,25295,35144,-9849,17736,3861,13875
246,27263,31562,-4299,14634,2849,11785
247,28940,30291,-1351,11779,-491,12270
248,32716,27829,4887,10509,-2993,13502
249,34640,24142,10498,7135,-4395,11530
250,34782,23141,11641,5490,-7799,13289
251,36293,22367,13926,5956,-9153,15109
252,36524,21186,15338,5532,-8083,13615
253,34468,21878,12590,6079,-8489,14568
254,33405,21367,12038,3946,-9908,13854
255,31499,17964,13535,-229,-11723,11494
256,27638,15139,12499,-1619,-15034,13415
257,25736,12649,13087,-4215,-18180,13965
258,24365,9330,15035,-7387,-20184,12797
259,21690,7592,14098,-7644,-22996,15352
260,21274,6167,15107,-8135,-24227,16092
261,22155,5349,16806,-9202,-24026,14824
262,20492,6622,13870,-9622,-25730,16108
263,17854,4663,13191,-11700,-25639,13939
264,15621,1621,14000,-15381,-26348,10967
265,12101,1523,10578,-17889,-30782,12893
266,9124,-1540,10664,-20647,-31850,11203
267,7442,-4748,12190,-23734,-32872,9138
268,5478,-4161,9639,-23969,-36463,12494
269,6023,-5290,11313,-24708,-36253,11545
270,6245,-6600,12845,-25813,-35512,9699
271,2681,-6496,9177,-25133,-35456,10323
272,1543,-8778,10321,-28371,-32442,4071
273,596,-12316,12912,-31739,-29462,-2277
274,-3699,-15274,11575,-31736,-27010,-4726
275,-4671,-17817,13146,-34817,-23422,-11395
276,-4344,-20426,16082,-36884,-21104,-15780
277,-6157,-22178,16021,-35600,-20799,-14801
278,-6768,-21281,14513,-35537,-19700,-15837
279,-8221,-21767,13546,-33485,-18382,-15103
280,-11598,-25584,13986,-29693,-17686,-12007
281,-14889,-27827,12938,-27270,-14121,-13149
282,-17946,-29684,11738,-23964,-10656,-13308
283,-20060,-33973,13913,-20637,-9488,-11149
284,-21742,-36051,14309,-20443,-6462,-13981
285,-22291,-35057,12766,-20624,-5494,-15130
286,-21850,-35664,13814,-18039,-6194,-11845
287,-24593,-35699,11106,-16329,-3280,-13049
288,-28829,-31687,2858,-14530,-1399,-13131
289,-30729,-28246,-2483,-9683,579,-10262
290,-33210,-26644,-6566,-7460,5451,-12911
291,-36480,-23277,-13203,-6875,7449,-14324
292,-36370,-20987,-15383,-5320,7442,-12762
293,-34508,-22003,-12505,-6148,8746,-14894
294,-34041,-21585,-12456,-4174,9712,-13886
295,-31735,-18022,-13713,573,11133,-10560
296,-26976,-15005,-11971,2176,15138,-12962
297,-24406,-11967,-12439,5170,19201,-14031
298,-23436,-7646,-15790,9021,21352,-12331
299,-21695,-6336,-15359,8628,24200,-15572
300,-20662,-5992,-14670,8138,24762,-16624
301,-19868,-3831,-16037,11081,23315,-12234
302,-16399,-4122,-12277,14417,27191,-12774
303,-11720,-2278,-9442,17292,30304,-13012
304,-9157,3212,-12369,21768,30254,-8486
305,-6586,4091,-10677,24026,34640,-10614
306,-5119,4039,-9158,23848,37085,-13237
307,-6883,6315,-13198,26051,35427,-9376
308,-4449,6726,-11175,26315,35546,-9231
309,339,8446,-8107,26853,33246,-6393
310,516,12608,-12092,32557,28457,4100
311,3004,16538,-13534,34533,25476,9057
312,6894,19843,-12949,33959,22564,11395
313,5761,20859,-15098,36316,19692,16624
314,5937,21601,-15664,35324,19854,15470
315,9469,24002,-14533,31826,20208,11618
316,13039,25578,-12539,29188,15822,13366
317,16846,28264,-11418,24976,11974,13002
318,19632,33315,-13683,20961,10626,10335
319,21576,35739,-14163,20534,6609,13925
320,22685,34944,-12259,20723,5383,15340
321,22761,35154,-12393,17201,6268,10933
322,25854,34656,-8802,14278,2143,12135
323,31178,30185,993,12542,-833,13375
324,33536,25695,7841,7449,-2576,10025
325,34298,23953,10345,5459,-7514,12973
326,36401,22678,13723,6392,-9358,15750
327,36342,21127,15215,3615,-7857,11472
328,31938,19648,12290,1829,-9696,11525
329,27844,17104,10740,-556,-14397,13841
330,25644,12040,13604,-6494,-17679,11185
331,23014,7831,15183,-8659,-21221,12562
332,21030,6907,14123,-7615,-24855,17240
333,20353,4868,15485,-9421,-23668,14247
334,18369,3585,14784,-13180,-24466,11286
335,13529,3797,9732,-15953,-29695,13742
336,9356,-1056,10412,-19902,-30361,10459
337,7593,-5196,12789,-24244,-31978,7734
338,5038,-4203,9241,-23642,-36699,13057
339,4433,-5376,9809,-24515,-35996,11481
340,4796,-8007,12803,-29307,-33710,4403
341,-443,-10531,10088,-29783,-31826,2043
342,-4362,-14869,10507,-31750,-26882,-4868
343,-3564,-18410,14846,-36722,-22418,-14304
344,-5384,-21143,15759,-36045,-21221,-14824
345,-7848,-22774,14926,-33969,-20547,-13422
346,-9969,-22720,12751,-32299,-17266,-15033
347,-14388,-25775,11387,-27322,-14712,-12610
348,-18162,-31338,13176,-22697,-12724,-9973
349,-21095,-33952,12857,-21308,-7340,-13968
350,-22675,-34415,11740,-20562,-5437,-15125
351,-22434,-35520,13086,-17352,-6256,-11096
352,-25617,-34934,9317,-14772,-2441,-12331
353,-31416,-30283,-1133,-12678,434,-13112
354,-34076,-25364,-8712,-7311,2571,-9882
355,-34433,-23472,-10961,-5444,7482,-12926
356,-35306,-22615,-12691,-6180,9502,-15682
357,-34609,-20471,-14138,-2297,9005,-11302
358,-30008,-17511,-12497,652,11495,-10843
359,-25005,-14524,-10481,2828,17047,-14219
360,-23143,-9624,-13519,7505,20654,-13149
361,-22559,-5960,-16599,9564,22627,-13063
362,-20104,-6831,-13273,9669,26077,-16408
363,-16139,-4398,-11741,12675,25986,-13311
364,-12724,565,-13289,18691,26567,-7876
365,-8351,996,-9347,22200,33411,-11211
366,-5432,3068,-8500,23061,35983,-12922
367,-6959,6675,-13634,26521,34668,-8147
368,-4298,7006,-11304,27562,35326,-7764
369,1952,9681,-7729,27928,32209,-4281
370,2547,14802,-12255,34398,26283,8115
371,3424,19075,-15651,37268,22549,14719
372,6829,22184,-15355,34959,21178,13781
373,8110,21978,-13868,34097,19341,14756
374,11919,22913,-10994,30217,15865,14352
375,17298,28940,-11642,23828,13789,10039
376,19987,34107,-14120,20820,9875,10945
377,22500,34977,-12477,21055,5361,15694
378,24338,34233,-9895,18861,6051,12810
379,26168,33418,-7250,13206,3929,9277
380,31287,30308,979,10704,-2104,12808
381,36299,24618,11681,8353,-4578,12931
382,36394,21096,15298,4438,-6488,10926
383,33148,21133,12015,4736,-9294,14030
384,30225,19947,10278,1994,-11888,13882
385,27123,14289,12834,-5302,-15167,9865
386,23525,9181,14344,-7541,-19870,12329
387,21156,7886,13270,-7250,-24298,17048
388,19294,4752,14542,-10012,-23504,13492
389,16377,1986,14391,-15194,-24487,9293
390,10906,2168,8738,-19089,-31379,12290
391,6473,-2336,8809,-21977,-33275,11298
392,6795,-7071,13866,-26079,-33278,7199
393,4384,-6296,10680,-25881,-35935,10054
394,-599,-7980,7381,-26388,-33583,7195
395,-1071,-13076,12005,-34182,-28031,-6151
396,-3059,-18171,15112,-37213,-23759,-13454
397,-6932,-22063,15131,-34837,-21302,-13535
398,-7986,-21876,13890,-34238,-19333,-14905
399,-11961,-22764,10803,-30169,-15921,-14248
400,-17580,-29093,11513,-23556,-13683,-9873
401,-20093,-34455,14362,-20531,-9759,-10772
402,-22574,-35182,12608,-21065,-5256,-15809
403,-25042,-34066,9024,-18751,-6121,-12630
404,-27461,-32555,5094,-11599,-3499,-8100
405,-32117,-28953,-3164,-8609,3922,-12531
406,-36432,-24023,-12409,-7656,6512,-14168
407,-36294,-21112,-15182,-3659,7003,-10662
408,-31838,-19889,-11949,-2374,9681,-12055
409,-27092,-17447,-9645,630,14360,-13730
410,-24316,-11454,-12862,7239,18615,-11376
411,-22666,-6427,-16239,9577,21883,-12306
412,-19977,-6881,-13096,9894,26175,-16281
413,-15265,-4348,-10917,13256,26350,-13094
414,-11411,1524,-12935,19893,26789,-6896
415,-7455,2080,-9535,23744,34352,-10608
416,-3642,3281,-6923,23296,37301,-14005
417,-4536,7445,-11981,27571,34116,-6545
418,-2260,9886,-12146,31948,32080,-132
419,5635,14756,-9121,31771,27549,4222
420,7091,19798,-12707,34720,21652,13068
421,6217,20944,-14727,35593,18615,16978
422,10880,23647,-12767,30398,18505,11893
423,15943,28328,-12385,25326,16061,9265
424,20425,31643,-11218,22075,8303,13772
425,23435,33793,-10358,20362,5460,14902
426,23961,34782,-10821,16312,6119,10193
427,27754,33122,-5368,11426,813,10613
428,34276,27838,6438,9629,-3829,13458
429,37125,22413,14712,5885,-5608,11493
430,34374,20336,14038,2964,-8161,11125
431,28977,19371,9606,1702,-11583,13285
432,24999,14871,10128,-4198,-16967,12769
433,23225,7822,15403,-8936,-20666,11730
434,21345,6265,15080,-10176,-24070,13894
435,16302,6708,9594,-12828,-27945,15117
436,10793,127,10666,-18187,-27680,9493
437,8546,-4468,13014,-23878,-30910,7032
438,4761,-3256,8017,-23398,-36855,13457
439,1088,-5738,6826,-24393,-35372,10979
440,1132,-10740,11872,-33221,-30607,-2614
441,-2560,-16099,13539,-36172,-25821,-10351
442,-7277,-21352,14075,-34151,-21917,-12234
443,-8303,-21866,13563,-33909,-19431,-14478
444,-13322,-23118,9796,-28884,-15092,-13792
445,-19363,-30306,10943,-21896,-12207,-9689
446,-20837,-36329,15492,-18651,-8849,-9802
447,-23820,-36204,12384,-18276,-3864,-14412
448,-29042,-32200,3158,-15660,-3260,-12400
449,-32516,-27822,-4694,-8038,-16,-8022
450,-33973,-24578,-9395,-5423,7138,-12561
451,-33815,-22640,-11175,-5947,9597,-15544
452,-31319,-19433,-11886,500,10931,-10431
453,-26401,-13123,-13278,6052,15183,-9131
454,-22333,-9241,-13092,6882,21569,-14687
455,-19923,-7055,-12868,8333,24383,-16050
456,-16657,-2123,-14534,13295,22778,-9483
457,-11630,-538,-11092,20772,28713,-7941
458,-5727,227,-5954,22940,36380,-13440
459,-4471,5582,-10053,24382,35254,-10872
460,-5180,8325,-13505,30515,33658,-3143
461,1630,11231,-9601,32000,30865,1135
462,7431,18027,-10596,32751,24281,8470
463,6445,20498,-14053,35758,19809,15949
464,9828,21773,-11945,31825,17525,14300
465,16346,28017,-11671,24675,16032,8643
466,19645,33629,-13984,20793,10785,10008
467,23008,34886,-11878,20434,4931,15503
468,26989,33328,-6339,17795,5621,12174
469,30596,30146,450,8868,2001,6867
470,33575,25974,7601,5350,-6826,12176
471,34470,22814,11656,6109,-9545,15654
472,32214,19778,12436,19,-10298,10317
473,26885,13951,12934,-5399,-14311,8912
474,22382,9799,12583,-6681,-21053,14372
475,19576,7246,12330,-8704,-24536,15832
476,15666,1751,13915,-14000,-23071,9071
477,10770,-494,11264,-21870,-29030,7160
478,5044,-836,5880,-23477,-37141,13664
479,2587,-5704,8291,-24446,-35579,11133
480,2985,-9722,12707,-32157,-31999,-158
481,-2184,-14041,11857,-34606,-27891,-6715
482,-7359,-20187,12828,-33654,-22807,-10847
483,-8163,-21439,13276,-34101,-19602,-14499
484,-13687,-23036,9349,-28564,-14900,-13664
485,-19693,-30353,10660,-21876,-11787,-10089
486,-20744,-36362,15618,-18175,-8715,-9460
487,-24872,-36125,11253,-15718,-2961,-12757
488,-32072,-30588,-1484,-12950,-563,-12387
489,-35669,-24502,-11167,-6640,2768,-9408
490,-34108,-21652,-12456,-3687,7885,-11572
491,-29587,-20255,-9332,-2766,10954,-13720
492,-25379,-15678,-9701,4108,16334,-12226
493,-22927,-7960,-14967,8853,20400,-11547
494,-20644,-5898,-14746,11231,23940,-12709
495,-13925,-6589,-7336,16177,29837,-13660
496,-6843,1259,-8102,20866,30775,-9909
497,-7069,7608,-14677,26603,32314,-5711
498,-4139,6653,-10792,28693,35641,-6948
499,4918,11061,-6143,28753,30714,-1961
500,6275,17885,-11610,34553,23270,11283
501,5735,20181,-14446,35686,19461,16225
502,11974,23937,-11963,29248,18327,10921
503,17089,29672,-12583,23836,15550,8286
504,20664,33506,-12842,20756,7638,13118
505,25721,34036,-8315,19595,4870,14725
506,29890,31196,-1306,13295,4742,8553
507,32918,27011,5907,5500,-3223,8723
508,33855,23691,10164,6266,-8848,15114
509,31437,21258,10179,2799,-10393,13192
510,26723,14936,11787,-6649,-14766,8117
511,22926,7455,15471,-9476,-20252,10776
512,19499,6962,12537,-10836,-26368,15532
513,12686,4175,8511,-15411,-27697,12286
514,8317,-4233,12550,-22043,-27821,5778
515,7023,-5545,12568,-26543,-34512,7969
516,432,-5704,6136,-25780,-35640,9860
517,-4244,-12383,8139,-30162,-28848,-1314
518,-3378,-17350,13972,-36732,-23467,-13265
519,-7115,-20895,13780,-34006,-20232,-13774
520,-13371,-26002,12631,-27972,-18934,-9038
521,-17937,-30082,12145,-23134,-12936,-10198
522,-22926,-33119,10193,-21039,-5558,-15481
523,-26974,-33547,6573,-18205,-6237,-11968
524,-30754,-30164,-590,-8863,-2284,-6579
525,-33683,-25611,-8072,-5286,6894,-12180
526,-32935,-22755,-10180,-5917,9509,-15426
527,-29174,-18816,-10358,2304,12235,-9931
528,-24593,-10500,-14093,8770,17504,-8734
529,-21358,-6544,-14814,10034,23400,-13366
530,-15736,-6787,-8949,13703,28308,-14605
531,-8491,706,-9197,19267,27940,-8673
532,-7417,7021,-14438,26059,31153,-5094
533,-4178,5811,-9989,27621,36164,-8543
534,4647,10059,-5412,27704,31298,-3594
535,6071,17229,-11158,34569,23934,10635
536,6430,20017,-13587,35124,19521,15603
537,13775,24504,-10729,27439,17008,10431
538,18487,31413,-12926,22078,14217,7861
539,21453,35582,-14129,18521,6770,11751
540,27840,33861,-6021,16592,2820,13772
541,33589,28070,5519,11218,1552,9666
542,35143,23572,11571,3749,-5036,8785
543,31182,20632,10550,2451,-9750,12201
544,25340,16927,8413,-1462,-14747,13285
545,21853,10364,11489,-8002,-20972,12970
546,19187,3901,15286,-11569,-22332,10763
547,14243,3547,10696,-18203,-28174,9971
548,6691,1647,5044,-21753,-34875,13122
549,3243,-5715,8958,-24079,-33851,9772
550,3595,-9596,13191,-32703,-32358,-345
551,-1906,-13939,12033,-35402,-27939,-7463
552,-8442,-21186,12744,-32740,-22273,-10467
553,-11507,-23948,12441,-30313,-19016,-11297
554,-17856,-26804,8948,-24502,-11295,-13207
555,-23275,-32328,9053,-20867,-7311,-13556
556,-25201,-34282,9081,-15357,-6858,-8499
557,-29817,-31295,1478,-7526,1164,-8690
558,-34101,-25831,-8270,-7198,7255,-14453
559,-33181,-21666,-11515,-3474,9097,-12571
560,-28168,-16143,-12025,5400,13157,-7757
561,-23466,-9007,-14459,8373,18657,-10284
562,-19296,-7712,-11584,11214,26098,-14884
563,-11368,-4030,-7338,16393,28258,-11865
564,-6867,5541,-12408,23067,28199,-5132
565,-6712,7301,-14013,28865,34711,-5846
566,968,7920,-6952,28469,34109,-5640
567,7666,15734,-8068,31570,25518,6052
568,7018,19984,-12966,35770,20526,15244
569,12001,22246,-10245,29450,16090,13360
570,19012,29445,-10433,22511,13271,9240
571,20868,36289,-15421,18048,9590,8458
572,25506,36185,-10679,13307,2014,11293
573,33662,29131,4531,11355,-1586,12941
574,37495,23081,14414,5617,-4403,10020
575,32728,19644,13084,-1184,-8943,7759
576,25157,14503,10654,-3683,-14252,10569
577,21111,10323,10788,-7556,-22728,15172
578,15924,4617,11307,-12272,-24513,12241
579,10762,-2418,13180,-19652,-24768,5116
580,7615,-3105,10720,-26002,-34254,8252
581,316,-4769,5085,-25000,-36306,11306
582,-4469,-12195,7726,-29751,-28783,-968
583,-3994,-17158,13164,-36780,-23578,-13202
584,-9381,-21326,11945,-31652,-18983,-12669
585,-16737,-28078,11341,-24434,-16253,-8181
586,-19924,-34193,14269,-19613,-11181,-8432
587,-25077,-35659,10582,-15267,-2963,-12304
588,-33053,-29876,-3177,-12871,-431,-12440
589,-37477,-23341,-14136,-5934,3079,-9013
590,-33069,-19805,-13264,589,8916,-8327
591,-25371,-15344,-10027,2597,13789,-11192
592,-21594,-10948,-10646,6852,21950,-15098
593,-16670,-4738,-11932,11507,23805,-12298
594,-11427,1925,-13352,19030,24078,-5048
595,-7893,2396,-10289,25901,34231,-8330
596,147,4562,-4415,24875,36368,-11493
597,5375,12556,-7181,29800,28274,1526
598,5081,17720,-12639,36507,22919,13588
599,11002,21763,-10761,30173,17586,12587
600,18358,29087,-10729,22937,14429,8508
601,20805,36028,-15223,18041,10255,7786
602,25819,36254,-10435,12643,1644,10999
603,33556,28861,4695,11051,-2059,13110
604,36522,22873,13649,5033,-5016,10049
605,31436,18768,12668,-2646,-10173,7527
606,24551,12588,11963,-5298,-15399,10101
607,19837,9531,10306,-10050,-24369,14319
608,12325,4149,8176,-15473,-27244,11771
609,7515,-5112,12627,-22401,-27219,4818
610,6760,-6709,13469,-29482,-34701,5219
611,-950,-8522,7572,-29411,-33579,4168
612,-7601,-16630,9029,-32206,-24930,-7276
613,-8197,-20144,11947,-34713,-20630,-14083
614,-14869,-23007,8138,-27071,-13816,-13255
615,-21987,-30652,8665,-21592,-9924,-11668
616,-24133,-34871,10738,-15696,-8024,-7672
617,-29559,-32064,2505,-7459,1222,-8681
618,-33792,-26160,-7632,-7170,7100,-14270
619,-31271,-21273,-9998,-2556,9776,-12332
620,-26678,-14696,-11982,6469,15123,-8654
621,-22635,-7594,-15041,9418,19779,-10361
622,-17080,-7006,-10074,15225,27790,-12565
623,-8189,-3877,-4312,20235,33141,-12906
624,-3035,5654,-8689,23745,32209,-8464
625,-3357,10075,-13432,33712,32090,1622
626,1764,14680,-12916,37039,27126,9913
627,9664,22847,-13183,31820,21287,10533
628,14029,26399,-12370,27037,18185,8852
629,20191,30299,-10108,21818,9148,12670
