bin,py_i,py_q,rtl_i,rtl_q,py_mag,rtl_mag,diff_i,diff_q
74,32,-1,32,-1,33,33,0,0
75,32,-1,32,-1,33,33,0,0
76,32,0,32,0,32,32,0,0
77,32,-1,32,-1,33,33,0,0
78,32,-1,32,-1,33,33,0,0
79,32,-1,32,-1,33,33,0,0
80,32,0,32,0,32,32,0,0
81,32,-1,32,-1,33,33,0,0
82,32,-1,32,-1,33,33,0,0
83,32,-1,32,-1,33,33,0,0
84,32,-1,32,-1,33,33,0,0
85,32,-1,32,-1,33,33,0,0
86,32,-1,32,-1,33,33,0,0
87,32,-1,32,-1,33,33,0,0
88,32,0,32,0,32,32,0,0
89,32,-1,32,-1,33,33,0,0
90,32,-1,32,-1,33,33,0,0
91,32,-1,32,-1,33,33,0,0
92,32,0,32,0,32,32,0,0
93,32,-1,32,-1,33,33,0,0
94,32,0,32,0,32,32,0,0
95,32,-1,32,-1,33,33,0,0
96,32,0,32,0,32,32,0,0
97,32,-1,32,-1,33,33,0,0
98,32,-1,32,-1,33,33,0,0
99,32,-1,32,-1,33,33,0,0
100,32,0,32,0,32,32,0,0
101,32,-1,32,-1,33,33,0,0
102,32,-1,32,-1,33,33,0,0
103,32,-1,32,-1,33,33,0,0
104,32,0,32,0,32,32,0,0
105,32,-1,32,-1,33,33,0,0
106,32,-1,32,-1,33,33,0,0
107,32,-1,32,-1,33,33,0,0
108,32,0,32,0,32,32,0,0
109,32,-1,32,-1,33,33,0,0
110,32,-1,32,-1,33,33,0,0
111,32,-1,32,-1,33,33,0,0
112,32,0,32,0,32,32,0,0
113,32,-1,32,-1,33,33,0,0
114,32,-1,32,-1,33,33,0,0
115,32,-1,32,-1,33,33,0,0
116,32,0,32,0,32,32,0,0
117,32,-1,32,-1,33,33,0,0
118,32,-1,32,-1,33,33,0,0
119,32,-1,32,-1,33,33,0,0
120,32,0,32,0,32,32,0,0
121,32,-1,32,-1,33,33,0,0
122,32,-1,32,-1,33,33,0,0
123,32,-1,32,-1,33,33,0,0
124,32,0,32,0,32,32,0,0
125,32,-1,32,-1,33,33,0,0
126,32,-1,32,-1,33,33,0,0
127,32,-1,32,-1,33,33,0,0
128,32,0,32,0,32,32,0,0
129,32,0,32,0,32,32,0,0
130,32,0,32,0,32,32,0,0
131,31,-1,31,-1,32,32,0,0
132,32,0,32,0,32,32,0,0
133,31,-1,31,-1,32,32,0,0
134,32,-1,32,-1,33,33,0,0
135,31,0,31,0,31,31,0,0
136,32,0,32,0,32,32,0,0
137,31,0,31,0,31,31,0,0
138,32,-1,32,-1,33,33,0,0
139,31,-1,31,-1,32,32,0,0
140,32,0,32,0,32,32,0,0
141,31,-1,31,-1,32,32,0,0
142,32,-1,32,-1,33,33,0,0
143,31,-1,31,-1,32,32,0,0
144,32,0,32,0,32,32,0,0
145,31,-1,31,-1,32,32,0,0
146,32,-1,32,-1,33,33,0,0
147,31,-1,31,-1,32,32,0,0
148,32,-1,32,-1,33,33,0,0
149,31,-1,31,-1,32,32,0,0
150,32,-1,32,-1,33,33,0,0
151,31,-1,31,-1,32,32,0,0
152,32,0,32,0,32,32,0,0
153,31,-1,31,-1,32,32,0,0
154,32,-1,32,-1,33,33,0,0
155,31,-1,31,-1,32,32,0,0
156,32,-1,32,-1,33,33,0,0
157,31,-1,31,-1,32,32,0,0
158,32,-1,32,-1,33,33,0,0
159,31,-1,31,-1,32,32,0,0
160,32,0,32,0,32,32,0,0
161,31,-1,31,-1,32,32,0,0
162,32,-1,32,-1,33,33,0,0
163,31,-1,31,-1,32,32,0,0
164,32,0,32,0,32,32,0,0
165,31,-1,31,-1,32,32,0,0
166,32,-1,32,-1,33,33,0,0
167,31,-1,31,-1,32,32,0,0
168,31,0,31,0,31,31,0,0
169,31,0,31,0,31,31,0,0
170,32,-1,32,-1,33,33,0,0
171,31,-1,31,-1,32,32,0,0
172,32,0,32,0,32,32,0,0
173,31,-1,31,-1,32,32,0,0
174,32,-1,32,-1,33,33,0,0
175,31,-1,31,-1,32,32,0,0
176,32,0,32,0,32,32,0,0
177,31,-1,31,-1,32,32,0,0
178,31,-1,31,-1,32,32,0,0
179,31,-1,31,-1,32,32,0,0
180,32,-1,32,-1,33,33,0,0
181,31,-1,31,-1,32,32,0,0
182,32,-1,32,-1,33,33,0,0
183,31,-1,31,-1,32,32,0,0
184,32,0,32,0,32,32,0,0
185,31,-1,31,-1,32,32,0,0
186,31,-1,31,-1,32,32,0,0
187,31,-1,31,-1,32,32,0,0
188,32,-1,32,-1,33,33,0,0
189,31,-1,31,-1,32,32,0,0
190,32,-1,32,-1,33,33,0,0
191,31,-1,31,-1,32,32,0,0
192,31,0,31,0,31,31,0,0
193,31,0,31,0,31,31,0,0
194,31,-1,31,-1,32,32,0,0
195,31,0,31,0,31,31,0,0
196,31,0,31,0,31,31,0,0
197,31,-1,31,-1,32,32,0,0
198,31,-1,31,-1,32,32,0,0
199,31,0,31,0,31,31,0,0
200,31,0,31,0,31,31,0,0
201,31,0,31,0,31,31,0,0
202,31,-1,31,-1,32,32,0,0
203,31,0,31,0,31,31,0,0
204,31,0,31,0,31,31,0,0
205,31,0,31,0,31,31,0,0
206,31,-1,31,-1,32,32,0,0
207,31,0,31,0,31,31,0,0
208,31,0,31,0,31,31,0,0
209,31,0,31,0,31,31,0,0
210,31,-1,31,-1,32,32,0,0
211,31,-1,31,-1,32,32,0,0
212,31,-1,31,-1,32,32,0,0
213,31,0,31,0,31,31,0,0
214,31,-1,31,-1,32,32,0,0
215,31,0,31,0,31,31,0,0
216,31,0,31,0,31,31,0,0
217,31,0,31,0,31,31,0,0
218,31,-1,31,-1,32,32,0,0
219,31,-1,31,-1,32,32,0,0
220,31,-1,31,-1,32,32,0,0
221,31,-1,31,-1,32,32,0,0
222,31,-1,31,-1,32,32,0,0
223,31,-1,31,-1,32,32,0,0
224,31,0,31,0,31,31,0,0
225,31,0,31,0,31,31,0,0
226,31,-1,31,-1,32,32,0,0
227,31,0,31,0,31,31,0,0
228,31,-1,31,-1,32,32,0,0
229,31,0,31,0,31,31,0,0
230,31,-1,31,-1,32,32,0,0
231,31,0,31,0,31,31,0,0
232,31,0,31,0,31,31,0,0
233,31,0,31,0,31,31,0,0
234,31,-1,31,-1,32,32,0,0
235,31,0,31,0,31,31,0,0
236,31,-1,31,-1,32,32,0,0
237,31,0,31,0,31,31,0,0
238,31,-1,31,-1,32,32,0,0
239,31,-1,31,-1,32,32,0,0
240,31,0,31,0,31,31,0,0
241,31,-1,31,-1,32,32,0,0
242,31,-1,31,-1,32,32,0,0
243,31,-1,31,-1,32,32,0,0
244,31,-1,31,-1,32,32,0,0
245,31,-1,31,-1,32,32,0,0
246,31,-1,31,-1,32,32,0,0
247,31,-1,31,-1,32,32,0,0
248,31,-1,31,-1,32,32,0,0
249,31,0,31,0,31,31,0,0
250,31,-1,31,-1,32,32,0,0
251,31,0,31,0,31,31,0,0
252,31,-1,31,-1,32,32,0,0
253,31,0,31,0,31,31,0,0
254,31,-1,31,-1,32,32,0,0
255,31,-1,31,-1,32,32,0,0
256,31,0,31,0,31,31,0,0
257,31,0,31,0,31,31,0,0
258,31,0,31,0,31,31,0,0
259,31,0,31,0,31,31,0,0
260,31,0,31,0,31,31,0,0
261,31,0,31,0,31,31,0,0
262,31,-1,31,-1,32,32,0,0
263,31,0,31,0,31,31,0,0
264,31,0,31,0,31,31,0,0
265,31,0,31,0,31,31,0,0
266,31,-1,31,-1,32,32,0,0
267,31,0,31,0,31,31,0,0
268,31,0,31,0,31,31,0,0
269,31,0,31,0,31,31,0,0
270,31,-1,31,-1,32,32,0,0
271,31,0,31,0,31,31,0,0
272,31,0,31,0,31,31,0,0
273,31,0,31,0,31,31,0,0
274,31,0,31,0,31,31,0,0
275,31,0,31,0,31,31,0,0
276,31,0,31,0,31,31,0,0
277,31,0,31,0,31,31,0,0
278,31,-1,31,-1,32,32,0,0
279,31,0,31,0,31,31,0,0
280,31,0,31,0,31,31,0,0
281,31,0,31,0,31,31,0,0
282,31,0,31,0,31,31,0,0
283,31,0,31,0,31,31,0,0
284,31,-1,31,-1,32,32,0,0
285,31,0,31,0,31,31,0,0
286,31,-1,31,-1,32,32,0,0
287,31,0,31,0,31,31,0,0
288,31,0,31,0,31,31,0,0
289,31,0,31,0,31,31,0,0
290,31,0,31,0,31,31,0,0
291,31,0,31,0,31,31,0,0
292,31,0,31,0,31,31,0,0
293,31,0,31,0,31,31,0,0
294,31,-1,31,-1,32,32,0,0
295,31,0,31,0,31,31,0,0
296,31,0,31,0,31,31,0,0
297,31,0,31,0,31,31,0,0
298,31,-1,31,-1,32,32,0,0
299,31,0,31,0,31,31,0,0
300,31,-1,31,-1,32,32,0,0
301,31,0,31,0,31,31,0,0
302,31,-1,31,-1,32,32,0,0
303,31,0,31,0,31,31,0,0
304,31,0,31,0,31,31,0,0
305,31,0,31,0,31,31,0,0
306,31,-1,31,-1,32,32,0,0
307,31,0,31,0,31,31,0,0
308,31,-1,31,-1,32,32,0,0
309,31,0,31,0,31,31,0,0
310,31,-1,31,-1,32,32,0,0
311,31,0,31,0,31,31,0,0
312,31,0,31,0,31,31,0,0
313,31,0,31,0,31,31,0,0
314,31,-1,31,-1,32,32,0,0
315,31,0,31,0,31,31,0,0
316,31,-1,31,-1,32,32,0,0
317,31,0,31,0,31,31,0,0
318,31,-1,31,-1,32,32,0,0
319,31,0,31,0,31,31,0,0
320,31,0,31,0,31,31,0,0
321,31,0,31,0,31,31,0,0
322,31,0,31,0,31,31,0,0
323,31,0,31,0,31,31,0,0
324,31,0,31,0,31,31,0,0
325,31,0,31,0,31,31,0,0
326,31,-1,31,-1,32,32,0,0
327,31,0,31,0,31,31,0,0
328,31,0,31,0,31,31,0,0
329,31,0,31,0,31,31,0,0
330,31,-1,31,-1,32,32,0,0
331,31,0,31,0,31,31,0,0
332,31,0,31,0,31,31,0,0
333,31,0,31,0,31,31,0,0
334,31,-1,31,-1,32,32,0,0
335,31,0,31,0,31,31,0,0
336,31,0,31,0,31,31,0,0
337,31,0,31,0,31,31,0,0
338,31,0,31,0,31,31,0,0
339,31,-1,31,-1,32,32,0,0
340,31,-1,31,-1,32,32,0,0
341,31,-1,31,-1,32,32,0,0
342,31,-1,31,-1,32,32,0,0
343,31,0,31,0,31,31,0,0
344,31,0,31,0,31,31,0,0
345,31,0,31,0,31,31,0,0
346,31,-1,31,-1,32,32,0,0
347,31,0,31,0,31,31,0,0
348,31,-1,31,-1,32,32,0,0
349,31,0,31,0,31,31,0,0
350,31,-1,31,-1,32,32,0,0
351,31,0,31,0,31,31,0,0
352,31,0,31,0,31,31,0,0
353,31,0,31,0,31,31,0,0
354,31,0,31,0,31,31,0,0
355,31,0,31,0,31,31,0,0
356,31,0,31,0,31,31,0,0
357,31,-1,31,-1,32,32,0,0
358,31,-1,31,-1,32,32,0,0
359,31,-1,31,-1,32,32,0,0
360,31,0,31,0,31,31,0,0
361,31,0,31,0,31,31,0,0
362,31,-1,31,-1,32,32,0,0
363,31,0,31,0,31,31,0,0
364,31,0,31,0,31,31,0,0
365,31,0,31,0,31,31,0,0
366,31,-1,31,-1,32,32,0,0
367,31,-1,31,-1,32,32,0,0
368,31,0,31,0,31,31,0,0
369,31,0,31,0,31,31,0,0
370,31,-1,31,-1,32,32,0,0
371,31,0,31,0,31,31,0,0
372,31,-1,31,-1,32,32,0,0
373,31,-1,31,-1,32,32,0,0
374,31,-1,31,-1,32,32,0,0
375,31,-1,31,-1,32,32,0,0
376,31,0,31,0,31,31,0,0
377,31,0,31,0,31,31,0,0
378,31,-1,31,-1,32,32,0,0
379,31,0,31,0,31,31,0,0
380,31,-1,31,-1,32,32,0,0
381,31,0,31,0,31,31,0,0
382,31,-1,31,-1,32,32,0,0
383,31,-1,31,-1,32,32,0,0
384,31,0,31,0,31,31,0,0
385,31,0,31,0,31,31,0,0
386,31,0,31,0,31,31,0,0
387,31,0,31,0,31,31,0,0
388,31,0,31,0,31,31,0,0
389,31,0,31,0,31,31,0,0
390,31,0,31,0,31,31,0,0
391,31,-1,31,-1,32,32,0,0
392,31,0,31,0,31,31,0,0
393,31,0,31,0,31,31,0,0
394,31,0,31,0,31,31,0,0
395,31,0,31,0,31,31,0,0
396,31,0,31,0,31,31,0,0
397,31,0,31,0,31,31,0,0
398,31,0,31,0,31,31,0,0
399,31,-1,31,-1,32,32,0,0
400,31,0,31,0,31,31,0,0
401,31,0,31,0,31,31,0,0
402,31,0,31,0,31,31,0,0
403,31,-1,31,-1,32,32,0,0
404,31,0,31,0,31,31,0,0
405,31,-1,31,-1,32,32,0,0
406,31,0,31,0,31,31,0,0
407,31,0,31,0,31,31,0,0
408,31,0,31,0,31,31,0,0
409,31,0,31,0,31,31,0,0
410,31,0,31,0,31,31,0,0
411,31,0,31,0,31,31,0,0
412,31,0,31,0,31,31,0,0
413,31,-1,31,-1,32,32,0,0
414,31,-1,31,-1,32,32,0,0
415,31,-1,31,-1,32,32,0,0
416,31,0,31,0,31,31,0,0
417,31,0,31,0,31,31,0,0
418,31,0,31,0,31,31,0,0
419,31,0,31,0,31,31,0,0
420,31,0,31,0,31,31,0,0
421,31,0,31,0,31,31,0,0
422,31,0,31,0,31,31,0,0
423,31,-1,31,-1,32,32,0,0
424,31,0,31,0,31,31,0,0
425,31,0,31,0,31,31,0,0
426,31,0,31,0,31,31,0,0
427,31,-1,31,-1,32,32,0,0
428,31,0,31,0,31,31,0,0
429,31,0,31,0,31,31,0,0
430,31,0,31,0,31,31,0,0
431,31,-1,31,-1,32,32,0,0
432,31,0,31,0,31,31,0,0
433,31,0,31,0,31,31,0,0
434,31,0,31,0,31,31,0,0
435,31,-1,31,-1,32,32,0,0
436,31,0,31,0,31,31,0,0
437,31,-1,31,-1,32,32,0,0
438,31,0,31,0,31,31,0,0
439,31,-1,31,-1,32,32,0,0
440,31,0,31,0,31,31,0,0
441,31,0,31,0,31,31,0,0
442,31,0,31,0,31,31,0,0
443,31,-1,31,-1,32,32,0,0
444,31,-1,31,-1,32,32,0,0
445,31,-1,31,-1,32,32,0,0
446,31,-1,31,-1,32,32,0,0
447,31,-1,31,-1,32,32,0,0
448,31,0,31,0,31,31,0,0
449,31,0,31,0,31,31,0,0
450,31,0,31,0,31,31,0,0
451,31,0,31,0,31,31,0,0
452,31,0,31,0,31,31,0,0
453,31,0,31,0,31,31,0,0
454,31,0,31,0,31,31,0,0
455,31,0,31,0,31,31,0,0
456,31,0,31,0,31,31,0,0
457,31,0,31,0,31,31,0,0
458,31,0,31,0,31,31,0,0
459,31,0,31,0,31,31,0,0
460,31,0,31,0,31,31,0,0
461,31,0,31,0,31,31,0,0
462,31,0,31,0,31,31,0,0
463,31,-1,31,-1,32,32,0,0
464,31,0,31,0,31,31,0,0
465,31,0,31,0,31,31,0,0
466,31,0,31,0,31,31,0,0
467,31,0,31,0,31,31,0,0
468,31,0,31,0,31,31,0,0
469,31,-1,31,-1,32,32,0,0
470,31,0,31,0,31,31,0,0
471,31,0,31,0,31,31,0,0
472,31,0,31,0,31,31,0,0
473,31,0,31,0,31,31,0,0
474,31,0,31,0,31,31,0,0
475,31,0,31,0,31,31,0,0
476,31,0,31,0,31,31,0,0
477,31,0,31,0,31,31,0,0
478,31,-1,31,-1,32,32,0,0
479,31,-1,31,-1,32,32,0,0
480,31,0,31,0,31,31,0,0
481,31,0,31,0,31,31,0,0
482,31,0,31,0,31,31,0,0
483,31,0,31,0,31,31,0,0
484,31,0,31,0,31,31,0,0
485,31,0,31,0,31,31,0,0
486,31,0,31,0,31,31,0,0
487,31,0,31,0,31,31,0,0
488,31,0,31,0,31,31,0,0
489,31,0,31,0,31,31,0,0
490,31,0,31,0,31,31,0,0
491,31,0,31,0,31,31,0,0
492,31,-1,31,-1,32,32,0,0
493,31,0,31,0,31,31,0,0
494,31,0,31,0,31,31,0,0
495,31,-1,31,-1,32,32,0,0
496,31,0,31,0,31,31,0,0
497,31,0,31,0,31,31,0,0
498,31,0,31,0,31,31,0,0
499,31,0,31,0,31,31,0,0
500,31,0,31,0,31,31,0,0
501,31,0,31,0,31,31,0,0
502,31,0,31,0,31,31,0,0
503,31,0,31,0,31,31,0,0
504,31,-1,31,-1,32,32,0,0
505,31,0,31,0,31,31,0,0
506,31,0,31,0,31,31,0,0
507,31,0,31,0,31,31,0,0
508,31,-1,31,-1,32,32,0,0
509,31,0,31,0,31,31,0,0
510,31,-1,31,-1,32,32,0,0
511,31,-1,31,-1,32,32,0,0
512,31,0,31,0,31,31,0,0
513,31,0,31,0,31,31,0,0
514,31,0,31,0,31,31,0,0
515,31,0,31,0,31,31,0,0
516,31,0,31,0,31,31,0,0
517,31,0,31,0,31,31,0,0
518,31,0,31,0,31,31,0,0
519,31,0,31,0,31,31,0,0
520,31,0,31,0,31,31,0,0
521,31,0,31,0,31,31,0,0
522,31,0,31,0,31,31,0,0
523,31,0,31,0,31,31,0,0
524,31,0,31,0,31,31,0,0
525,31,0,31,0,31,31,0,0
526,31,0,31,0,31,31,0,0
527,31,0,31,0,31,31,0,0
528,31,0,31,0,31,31,0,0
529,31,0,31,0,31,31,0,0
530,31,0,31,0,31,31,0,0
531,31,0,31,0,31,31,0,0
532,31,0,31,0,31,31,0,0
533,31,0,31,0,31,31,0,0
534,31,0,31,0,31,31,0,0
535,31,0,31,0,31,31,0,0
536,31,0,31,0,31,31,0,0
537,31,0,31,0,31,31,0,0
538,31,0,31,0,31,31,0,0
539,31,0,31,0,31,31,0,0
540,31,0,31,0,31,31,0,0
541,31,0,31,0,31,31,0,0
542,31,0,31,0,31,31,0,0
543,31,0,31,0,31,31,0,0
544,31,0,31,0,31,31,0,0
545,31,0,31,0,31,31,0,0
546,31,0,31,0,31,31,0,0
547,31,0,31,0,31,31,0,0
548,31,0,31,0,31,31,0,0
549,31,0,31,0,31,31,0,0
550,31,0,31,0,31,31,0,0
551,31,0,31,0,31,31,0,0
552,31,0,31,0,31,31,0,0
553,31,0,31,0,31,31,0,0
554,31,0,31,0,31,31,0,0
555,31,0,31,0,31,31,0,0
556,31,0,31,0,31,31,0,0
557,31,0,31,0,31,31,0,0
558,31,0,31,0,31,31,0,0
559,31,0,31,0,31,31,0,0
560,31,0,31,0,31,31,0,0
561,31,0,31,0,31,31,0,0
562,31,0,31,0,31,31,0,0
563,31,0,31,0,31,31,0,0
564,31,0,31,0,31,31,0,0
565,31,0,31,0,31,31,0,0
566,31,0,31,0,31,31,0,0
567,31,0,31,0,31,31,0,0
568,31,0,31,0,31,31,0,0
569,31,0,31,0,31,31,0,0
570,31,0,31,0,31,31,0,0
571,31,0,31,0,31,31,0,0
572,31,0,31,0,31,31,0,0
573,31,0,31,0,31,31,0,0
574,31,0,31,0,31,31,0,0
575,31,0,31,0,31,31,0,0
576,31,-1,31,-1,32,32,0,0
577,31,0,31,0,31,31,0,0
578,31,0,31,0,31,31,0,0
579,31,0,31,0,31,31,0,0
580,31,0,31,0,31,31,0,0
581,31,0,31,0,31,31,0,0
582,31,0,31,0,31,31,0,0
583,31,0,31,0,31,31,0,0
584,31,0,31,0,31,31,0,0
585,31,0,31,0,31,31,0,0
586,31,0,31,0,31,31,0,0
587,31,0,31,0,31,31,0,0
588,31,0,31,0,31,31,0,0
589,31,0,31,0,31,31,0,0
590,31,0,31,0,31,31,0,0
591,31,0,31,0,31,31,0,0
592,31,0,31,0,31,31,0,0
593,31,0,31,0,31,31,0,0
594,31,0,31,0,31,31,0,0
595,31,0,31,0,31,31,0,0
596,31,0,31,0,31,31,0,0
597,31,0,31,0,31,31,0,0
598,31,0,31,0,31,31,0,0
599,31,0,31,0,31,31,0,0
600,31,0,31,0,31,31,0,0
601,31,0,31,0,31,31,0,0
602,31,0,31,0,31,31,0,0
603,31,0,31,0,31,31,0,0
604,31,0,31,0,31,31,0,0
605,31,0,31,0,31,31,0,0
606,31,0,31,0,31,31,0,0
607,31,0,31,0,31,31,0,0
608,31,-1,31,-1,32,32,0,0
609,31,0,31,0,31,31,0,0
610,31,0,31,0,31,31,0,0
611,31,0,31,0,31,31,0,0
612,31,0,31,0,31,31,0,0
613,31,0,31,0,31,31,0,0
614,31,0,31,0,31,31,0,0
615,31,0,31,0,31,31,0,0
616,31,0,31,0,31,31,0,0
617,31,0,31,0,31,31,0,0
618,31,0,31,0,31,31,0,0
619,31,0,31,0,31,31,0,0
620,31,0,31,0,31,31,0,0
621,31,0,31,0,31,31,0,0
622,31,0,31,0,31,31,0,0
623,31,0,31,0,31,31,0,0
624,31,0,31,0,31,31,0,0
625,31,0,31,0,31,31,0,0
626,31,0,31,0,31,31,0,0
627,31,0,31,0,31,31,0,0
628,31,0,31,0,31,31,0,0
629,31,0,31,0,31,31,0,0
630,31,0,31,0,31,31,0,0
631,31,0,31,0,31,31,0,0
632,31,0,31,0,31,31,0,0
633,31,0,31,0,31,31,0,0
634,31,0,31,0,31,31,0,0
635,31,0,31,0,31,31,0,0
636,31,0,31,0,31,31,0,0
637,31,0,31,0,31,31,0,0
638,31,0,31,0,31,31,0,0
639,31,0,31,0,31,31,0,0
640,31,-1,31,-1,32,32,0,0
641,31,0,31,0,31,31,0,0
642,31,0,31,0,31,31,0,0
643,31,0,31,0,31,31,0,0
644,31,0,31,0,31,31,0,0
645,31,0,31,0,31,31,0,0
646,31,0,31,0,31,31,0,0
647,31,0,31,0,31,31,0,0
648,31,0,31,0,31,31,0,0
649,31,0,31,0,31,31,0,0
650,31,0,31,0,31,31,0,0
651,31,0,31,0,31,31,0,0
652,31,0,31,0,31,31,0,0
653,31,0,31,0,31,31,0,0
654,31,0,31,0,31,31,0,0
655,31,0,31,0,31,31,0,0
656,31,0,31,0,31,31,0,0
657,31,0,31,0,31,31,0,0
658,31,0,31,0,31,31,0,0
659,31,0,31,0,31,31,0,0
660,31,0,31,0,31,31,0,0
661,31,0,31,0,31,31,0,0
662,31,0,31,0,31,31,0,0
663,31,0,31,0,31,31,0,0
664,31,0,31,0,31,31,0,0
665,31,0,31,0,31,31,0,0
666,31,0,31,0,31,31,0,0
667,31,0,31,0,31,31,0,0
668,31,0,31,0,31,31,0,0
669,31,0,31,0,31,31,0,0
670,31,0,31,0,31,31,0,0
671,31,0,31,0,31,31,0,0
672,31,-1,31,-1,32,32,0,0
673,31,0,31,0,31,31,0,0
674,31,0,31,0,31,31,0,0
675,31,0,31,0,31,31,0,0
676,31,0,31,0,31,31,0,0
677,31,0,31,0,31,31,0,0
678,31,0,31,0,31,31,0,0
679,31,0,31,0,31,31,0,0
680,31,0,31,0,31,31,0,0
681,31,0,31,0,31,31,0,0
682,31,0,31,0,31,31,0,0
683,31,0,31,0,31,31,0,0
684,31,0,31,0,31,31,0,0
685,31,0,31,0,31,31,0,0
686,31,0,31,0,31,31,0,0
687,31,0,31,0,31,31,0,0
688,31,0,31,0,31,31,0,0
689,31,0,31,0,31,31,0,0
690,31,0,31,0,31,31,0,0
691,31,0,31,0,31,31,0,0
692,31,0,31,0,31,31,0,0
693,31,0,31,0,31,31,0,0
694,31,0,31,0,31,31,0,0
695,31,0,31,0,31,31,0,0
696,31,0,31,0,31,31,0,0
697,31,0,31,0,31,31,0,0
698,31,0,31,0,31,31,0,0
699,31,0,31,0,31,31,0,0
700,31,0,31,0,31,31,0,0
701,31,-1,31,-1,32,32,0,0
702,31,0,31,0,31,31,0,0
703,31,-1,31,-1,32,32,0,0
704,31,-1,31,-1,32,32,0,0
705,31,0,31,0,31,31,0,0
706,31,0,31,0,31,31,0,0
707,31,0,31,0,31,31,0,0
708,31,0,31,0,31,31,0,0
709,31,0,31,0,31,31,0,0
710,31,0,31,0,31,31,0,0
711,31,0,31,0,31,31,0,0
712,31,0,31,0,31,31,0,0
713,31,0,31,0,31,31,0,0
714,31,0,31,0,31,31,0,0
715,31,0,31,0,31,31,0,0
716,31,0,31,0,31,31,0,0
717,31,0,31,0,31,31,0,0
718,31,0,31,0,31,31,0,0
719,31,0,31,0,31,31,0,0
720,31,0,31,0,31,31,0,0
721,31,0,31,0,31,31,0,0
722,31,0,31,0,31,31,0,0
723,31,0,31,0,31,31,0,0
724,31,0,31,0,31,31,0,0
725,31,0,31,0,31,31,0,0
726,31,0,31,0,31,31,0,0
727,31,-1,31,-1,32,32,0,0
728,31,0,31,0,31,31,0,0
729,31,0,31,0,31,31,0,0
730,31,0,31,0,31,31,0,0
731,31,-1,31,-1,32,32,0,0
732,31,0,31,0,31,31,0,0
733,31,-1,31,-1,32,32,0,0
734,31,0,31,0,31,31,0,0
735,31,-1,31,-1,32,32,0,0
736,31,-1,31,-1,32,32,0,0
737,31,0,31,0,31,31,0,0
738,31,0,31,0,31,31,0,0
739,31,0,31,0,31,31,0,0
740,31,0,31,0,31,31,0,0
741,31,0,31,0,31,31,0,0
742,31,0,31,0,31,31,0,0
